Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
4,1,26.30000,520,SLE,R2,15/09/2019,30.971,29.795,11.57,LOUFIE (30.16),9.9575,444,M  C1,9.9,M,
6,5,26.50000,440,SLE,R1,22/09/2019,26.339,24.78,11.80,INVICTUS LENNY (25.51),5.505,366,M  C4  V0,35.5,M,
4,3,26.40000,440,SLE,R1,04/10/2019,25.833,24.954,3.81,INUKA (25.57),5.4,322,M  C1,14.1,MH,
6,6,26.60000,440,SLE,R10,20/10/2019,26.086,25.027,15.13,ASTON ONYX (25.03),5.472,555,M  C4,24.3,MH,
R,,,460,WGL,R2,29/10/2019,,25.677,-,WILLOW ROSE (26.19),,,,0,M,
4,2,26.90000,440,SLE,R9,03/11/2019,25.697,24.828,6.09,SKITTLE (25.27),5.3375,224,M  C1,21.5,MH,
3,4,27.10000,440,SLE,R1,15/11/2019,25.695,24.88,6.30,SUCCESSFUL SISSY (25.25),5.58,433,M  C1,7.7,M,
4,7,27.50000,440,SLE,R2,24/11/2019,25.951,24.798,7.47,LETHAL IMAGE (25.43),5.327,244,M  C5,3.4,M,
1,3,27.50000,440,SLE,R1,29/11/2019,25.314,24.953,1.70,DR. ZAYD (25.43),5.29,111,Q,11.4,M,
5,5,26.80000,440,SLE,R2,08/12/2019,25.638,24.841,6.16,JAYVILLE SLICK (25.21),5.444,555,M  C4,6.8,7,
4,8,26.90000,440,SLE,R3,15/12/2019,25.707,24.67,12.79,DR. HEADLEY (24.81),5.5915,844,S,19.2,X67H,
