Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
S,,,300,HVL,R1,17/09/2019,,16.744,-,KINLOCH JOURNEY (17.37),,,,0,M,
5,3,42.60000,440,SLE,R2,17/10/2019,26.23,24.928,9.81,LUCKY LULU (25.54),5.711,744,M  C8,8.5,M,
7,2,41.70000,400,WGL,R2,25/10/2019,23.542,22.563,13.31,STIRLING LIGHTS (22.61),8.53875,777,S  C4,49.6,M,
3,5,42.40000,440,SLE,R1,03/11/2019,26.049,24.828,17.44,ZIPPING HAMISH (24.83),5.735,444,M  C2,46.7,MH,
3,5,42.30000,440,SLE,R1,05/11/2019,25.823,24.972,0.80,MY WAY (late DESTINY TRACKER) (25.77),5.5735,733,M,18,M,
8,5,41.90000,440,SLE,R1,10/11/2019,26.094,24.899,7.71,KINDRA (25.55),5.624,888,M  C1,10.1,M,
2,2,41.60000,440,SLE,R3,15/11/2019,25.623,24.88,1.13,ANISE (25.54),5.507,422,M,10.2,M,
R,,,400,WGL,R3,19/11/2019,,22.533,-,MISS DINA (22.61),,,,0,MH,
4,1,41.50000,440,SLE,R1,24/11/2019,25.739,24.798,9.91,LOCKWOOD LAD (25.05),5.5965,744,M,9.6,M,
4,2,40.60000,350,HVL,R9,02/12/2019,20.462,19.252,13.50,THUNDERBOLT JACK (19.52),7.1275,7,M  C5,17.9,MH,
3,2,40.90000,460,WGL,R2,12/12/2019,26.749,26.144,7.23,RUPERT'S BOY (26.24),6.76,112,M  C4,9.9,T3-M,
R,,,440,SLE,R1,15/12/2019,,24.67,-,TYSON'S TIGER (25.15),,,,0,M,
-,4,,460,WGL,R3,19/12/2019,,,-,,,,,,T3-M,
