Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
6,1,25.70000,350,HVL,R1,04/03/2018,20.207,19.125,7.46,ADRIEL (19.69),6.77,4,M  C1,11,M,
3,2,25.50000,311,CRN,R2,06/03/2018,18.432,17.644,5.10,WHY NOT LOZ (18.08),10.0975,33,M,6.1,MH,
4,2,25.90000,350,HVL,R1,11/03/2018,20.141,19.093,8.71,VITALISER (19.53),6.8325,4,M  C1,21.9,M,
2,6,26.20000,350,HVL,R2,16/03/2018,19.879,19.268,1.99,MERL'S MICHU (19.74),6.685,2,M  C1,19,M,
3,6,25.90000,311,CRN,R10,28/03/2018,18.411,17.867,6.97,GAPPY HILMORE (17.92),10.085,23,M  C5  SW,4.5,MH,
2,1,26.30000,315,TRA,R1,02/04/2018,18.751,18.294,3.79,PARUMBA TAYLAH (18.49),5.051,32,M,2,T3-M,
2,4,26.10000,311,CRN,R1,18/04/2018,18.117,17.557,5.36,ARTICUS (17.74),9.87,22,Q,6.9,M,
5,8,26.40000,300,HVL,R1,20/04/2018,17.36,16.881,3.19,LIGHTNING PARADE (17.14),4.0825,4,M  C1,3.4,M,
7,1,25.80000,520,CRN,R1,25/04/2018,31.562,30.565,12.13,RUMBLING (30.71),5.5525,2556,Q  C4,14,M,
6,3,25.40000,311,CRN,R1,28/04/2018,18.776,17.727,10.91,WATER PISTOL (18.01),10.302,66,S  C2,4.3,M,
4,2,25.30000,400,WGL,R1,03/05/2018,23.742,22.723,3.10,GHOSTLY TERRAH (23.53),8.637,34,M  C5,3.3,M,
2,4,25.40000,350,HVL,R2,06/05/2018,19.633,18.91,1.40,KAUAI (19.54),6.685,2,M,12.3,M,
1,5,25.10000,311,CRN,R1,09/05/2018,18.159,17.793,2.99,GOOD ONE CARL (18.37),9.917,21,Q,4.5,MH,
S,,,400,WGL,R3,10/05/2018,,22.719,-,FLASH FRANKIE (22.72),,,,0,M,
S,,,315,TRA,R9,14/05/2018,,18.322,-,WHERE'S MARCIA (18.71),,,,0,T3-7,
3,7,25.20000,311,CRN,R2,16/05/2018,18.16,17.721,4.21,POLO PETE (17.87),9.895,33,Q,22.7,MF,
7,3,25.30000,315,TRA,R9,21/05/2018,19.225,18.539,7.21,MAJOR ENERGY (18.72),5.07,77,M  C5,3.8,X67,
7,5,25.40000,400,WGL,R9,24/05/2018,23.636,22.889,7.40,JOANIE'S JOHNNY (23.12),8.76625,77,M  C2,5.5,T3-7,
8,7,25.20000,515,SAP,R2,27/05/2018,31.166,29.572,19.60,BLUE STRIKER (29.79),5.22,1788,M  C11,40.1,X67,
2,7,25.20000,400,WGL,R9,31/05/2018,23.105,22.912,1.11,MIRROR MAX (23.03),8.46,12,M,8.2,7,
8,1,25.60000,311,CRN,R3,06/06/2018,18.744,17.72,10.80,BUSTA MIKADO (17.99),10.439,88,M  C7  V3,14.2,X67,
S,,,300,HVL,R9,08/06/2018,,16.934,-,JANRAY SQUAWKER (17.24),,,,0,7,
1,6,25.90000,300,HVL,R2,15/06/2018,16.998,16.79,1.36,GREY MAGIC (17.09),3.94,1,M,5.5,7,
6,3,26.10000,300,HVL,R10,22/06/2018,17.41,16.75,6.00,FERNO THE NANDO (16.99),4.004,5,M  C5,6.6,6G,
4,8,25.80000,300,HVL,R4,24/06/2018,17.108,16.621,2.56,SHELBOURNE STAR (16.93),3.9275,2,M  C1,8.6,X67,
1,8,25.70000,350,HVL,R5,29/06/2018,19.629,19.354,1.71,WEEONA BONNIE (19.75),6.62,1,M,7.3,6G,
2,4,25.50000,315,TRA,R10,02/07/2018,18.59,18.362,2.84,EMILIA MAGIC (18.39),4.9375,22,M,3.9,6G,
8,8,25.50000,515,SAP,R5,08/07/2018,31.102,29.65,13.51,BELLA EXPRESS (30.16),5.2615,6578,M  C4,22,5,
3,6,25.40000,300,HVL,R9,13/07/2018,16.927,16.791,0.97,SUPERIOR SCOTCH (16.86),3.86,1,M,11.1,5,
7,2,25.30000,300,HVL,R12,15/07/2018,17.281,16.682,6.61,MEEHAN ROSIE (16.82),3.99675,3,M  C9,18.4,5,
4,3,25.10000,311,CRN,R3,21/07/2018,18.191,17.884,2.17,IVEY'S AFFAIR (18.04),9.92,21,Q,16.9,5,
6,3,25.20000,350,HVL,R6,27/07/2018,19.794,19.399,5.64,PINCIOTTI (19.40),6.6625,2,M,22.1,5,
7,3,24.90000,515,SAP,R10,29/07/2018,30.511,29.737,9.84,REBECCA BALE (29.82),5.08,1146,Q,85.2,5,
R,,,520,CRN,R6,01/08/2018,,30.181,-,LOCKROD (30.49),,,,0,5,
5,4,25.20000,300,HVL,R11,03/08/2018,17.087,16.715,3.83,UNCATCHABLE (16.82),3.9825,2,M  C2,13,5,
4,1,25.20000,315,TRA,R11,06/08/2018,18.819,18.427,5.60,OUR BRAVO ROSE (18.43),4.949,53,M,5.8,T3-5,
7,1,25.20000,400,WGL,R7,09/08/2018,23.419,22.921,7.11,MOSSY OAK (22.92),8.562,54,M  C1,6.4,5,
R,,,350,HVL,R5,12/08/2018,,18.903,-,EYE GOT IT (18.90),,,,0,SH,
2,2,25.30000,400,WGL,R7,16/08/2018,23.232,22.841,1.03,TOPHAT AND TAILS (23.16),8.4025,22,Q,16.5,T3-5,
3,8,25.20000,300,HVL,R11,19/08/2018,17.335,16.69,3.33,LOVE LAUGHING (17.10),3.97675,3,Q  C3,34.8,5,
4,2,25.20000,311,CRN,R10,25/08/2018,18.202,17.701,1.36,LUNA EVENING (18.11),9.86,21,M,16.8,5,
R,,,311,CRN,R10,29/08/2018,,17.766,-,DYNA WINTER (17.78),,,,0,X45,
