Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
1,2,27.80000,525,MEP,R2,07/08/2019,30.408,30.043,0.41,INVICTUS ROY (30.44),5.2375,2222,M  C4  SW,7.6,M,
5,2,27.60000,515,SAP,R10,18/08/2019,30.489,29.087,7.96,SUBMISSION (29.93),5.1775,2466,Q  C6,6.7,X67H,
3,1,27.50000,515,SAP,R3,25/08/2019,30.133,29.603,7.57,WEBLEC DIAMOND (29.60),5.2425,3233,M,6.5,X67,
2,7,27.40000,515,SAP,R3,02/09/2019,30.048,29.447,1.71,MEGA DOSSA (29.93),5.1825,2333,Q  C2,7.3,7,
7,1,27.40000,515,SAP,R3,08/09/2019,30.887,29.826,11.47,MEGA DOSSA (30.08),5.32,7377,M  C9,2.8,RW,
3,8,27.90000,525,MEP,R5,11/09/2019,30.538,29.929,4.40,ZEKEL BALE (30.23),5.22,1233,M  C1,14.8,X67,
S,,,525,MEP,R4,18/09/2019,,29.793,-,GINO GAMBINO (30.23),,,,0,X67,
1,6,28.20000,525,MEP,R3,25/09/2019,30.315,29.979,2.80,DEBBIE'S DESTINY (30.51),5.1075,2221,Q  C2  SW,5.8,X67H,
3,3,28.20000,525,MEA,R2,28/09/2019,30.409,29.646,2.14,SEVEN ENEMIES (30.26),5.22,1223,M,4.6,6G,
2,4,28.10000,525,MEA,R4,05/10/2019,30.253,30.054,0.61,SHIMA ROCK (30.21),5.202,5432,M  C2,6.4,X67F,
4,3,27.90000,525,MEP,R11,09/10/2019,30.61,29.883,2.74,SHAKEY COCONUT (30.42),5.296,6553,S  C6,4,S,
2,4,27.90000,525,MEA,R9,19/10/2019,30.276,29.884,0.13,CHUN LI (30.27),5.1225,2222,M  C4,6.5,X67,
5,8,28.10000,515,SAN,R1,24/10/2019,30.264,29.252,8.47,GOLDEN NIGHT (29.67),5.2225,5655,M  C7,10.9,6G,
1,8,28.30000,525,MEP,R4,30/10/2019,30.345,30.028,3.93,BLUE MASCARA (30.62),5.2375,2111,M,3.1,6G,
2,4,28.10000,515,SAP,R4,05/11/2019,29.62,29.49,1.86,BEES AND HONEY (29.49),5.18,3332,M  C1  SW,6.9,RWH,
1,3,28.20000,515,SAP,R4,10/11/2019,29.648,29.381,2.06,AKASHI BOY (29.79),5.1925,3111,M,5.9,RWF,
7,4,28.20000,515,SAP,R11,24/11/2019,30.419,29.551,10.64,MOD SQUAD (29.67),5.2875,6877,M  C8,4.6,RWH,
4,2,28.20000,525,MEA,R11,30/11/2019,30.579,29.786,8.00,MAS PLUM JAM (30.02),5.2225,4566,M  C9,3.1,5,
8,4,28.10000,515,SAN,R11,05/12/2019,30.958,29.453,18.54,BUSH BLOSSOM (29.66),5.185,3888,M  C1  V0,6.3,5,
4,4,28.10000,515,SAP,R9,15/12/2019,30.021,29.33,8.93,WELSLY BALE (29.40),5.2615,6544,M  C4,5.7,SH,
