Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
2,6,35.40000,311,CRN (Q),R3,13/11/2017,18.141,17.668,6.76,SUNLIT JOHNNY (17.67),,,M  C1,,MQH,
S,,,311,CRN,R1,22/11/2017,,17.651,-,SUNLIT JOHNNY (17.65),,,,0,MQF,
S,,,400,WGL,R1,19/12/2017,,22.565,-,KABIANA (23.48),,,,0,M,
5,6,35.30000,400,WGL,R1,05/01/2018,23.274,22.636,4.06,CHAMPAGNE LUXE (22.99),8.4575,35,M,7,M,
2,8,35.10000,400,WGL,R1,18/01/2018,23.217,22.721,0.67,VANDEBAY (23.17),8.4075,24,M  W,3.1,M,
3,2,34.50000,400,WGL,R4,30/01/2018,23.086,22.521,1.01,ASTON OLIVIA (23.02),8.48,24,M  W  C1,3.4,MH,
3,1,34.90000,311,CRN,R1,10/02/2018,18.3,17.684,3.60,COPYIST (18.05),9.9475,33,S  W  C1,3,M,
3,8,34.70000,311,CRN,R2,13/02/2018,18.244,17.783,3.70,SHANLYN MAGIC (17.99),9.8635,24,M  W,1.9,MH,
5,3,34.70000,311,CRN,R2,20/02/2018,18.37,17.721,6.64,STREET ARTIST (17.91),10.0395,56,S  W  C4,2.2,M,
1,8,35.00000,300,HVL,R3,02/03/2018,16.88,16.796,1.83,MAGGIE MIKADO (17.01),4.197,8,S,1.6,M,
1,5,35.10000,300,HVL,R9,09/03/2018,16.819,16.592,3.11,SPRING SHOWER (17.04),4.0305,5,M  C4,1.6,X67,
1,8,35.00000,300,HVL,R10,16/03/2018,16.709,16.66,0.67,SHAKEY COUGAR (16.76),3.997,6,M  SW,1.4,6G,
8,7,35.00000,350,HVL,R7,29/03/2018,19.984,19.201,8.49,PAT ME AGAIN (19.39),6.88875,7,M  C1,11.2,5,
5,5,35.40000,400,WGL,R11,07/04/2018,23.263,22.476,7.99,FLYING CASH (22.70),8.6295,66,S  W,17.2,5,
