Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
2,7,29.10000,450,SHP,R2,09/05/2019,25.446,24.965,1.89,FANCY FABIO (25.31),6.58,111,Q,3.3,MH,
1,6,29.30000,450,SHP,R4,16/05/2019,25.467,24.99,0.11,FLYING BAZZA (25.48),6.52,111,M  C1  SW,5.1,MF,
2,2,29.30000,525,MEA,R1,08/06/2019,30.425,29.727,9.01,MISTER HARLEWOOD (29.79),5.12,2222,M  C1,5.7,X67,
1,3,28.70000,515,SAP,R4,16/06/2019,29.709,29.318,3.66,MEPUNGA DOYLE (29.97),5.04,1111,M,2.1,X67H,
3,4,28.60000,515,SAN,R2,20/06/2019,29.885,29.353,2.64,SAINT DESTRUCTOR (29.70),5.09,1112,M,7.4,X67F,
2,1,28.30000,525,MEA,R4,29/06/2019,30.495,29.706,5.30,DIVYA BALE (30.12),5.07,1112,Q,3,6G,
7,5,28.00000,515,SAN,R1,04/07/2019,30.613,29.432,13.11,ASHLEY'S ENTITY (29.70),5.04,1245,Q  C6,5.6,RW,
3,7,28.40000,525,MEP,R2,31/07/2019,30.84,29.999,6.61,WEBLEC SMOKE (30.38),5.155,2333,M  C1,4.1,X67H,
R,,,525,MEA,R2,08/08/2019,,29.997,-,REVELATION (30.13),,,,0,X67F,
4,1,29.90000,450,SHP,R8,10/10/2019,25.654,25.037,5.47,ULTRA LIGHT (25.27),6.66,233,M  C4,4.4,S,
S,,,525,MEP,R7,16/10/2019,,29.651,-,SIMON TOLD HELEN (29.73),,,,0,SH,
1,7,29.50000,450,SHP,R6,28/10/2019,25.299,25.054,1.54,MILWAUKEE MISS (25.41),6.53,111,M  C1  SW,4.6,SH,
1,2,29.70000,450,SHP,R8,02/11/2019,25.218,25.047,0.50,EXTRA SPEED (25.25),6.527,211,M  SW,4.5,GRP3,
2,8,29.20000,515,SAP,R9,10/11/2019,29.839,29.381,0.14,BUSH BLOSSOM (29.83),5.03,1111,Q  C1,1.2,5H,
3,3,29.50000,515,SAN,R1,14/11/2019,29.998,29.162,3.89,WALLBANGER (29.73),5.01,1112,M  C4,2.9,5F,
A,8,,450,SHP,R5,21/11/2019,,,-,,,,,2.6,RWH,
1,4,29.70000,425,BEN,R6,29/11/2019,23.818,23.818,2.81,FONZARELLI (24.02),6.4,111,M  SW,2.2,X45,
2,2,29.60000,515,SAN,R8,05/12/2019,29.656,29.453,0.67,ALL INN BAZ (29.61),5.03,1111,M,8.1,5,
2,4,29.80000,515,SAP,R5,15/12/2019,29.494,29.33,2.21,ORIGAMI ANGEL (29.34),4.95,1111,Q,2.4,SH,
R,,,515,SAN,R6,19/12/2019,,,-,,,,,,GRP2,
