Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
2,8,24.00000,390,SHP,R1,25/10/2018,22.553,21.925,2.66,MY NAME'S BARRY (22.37),8.465,22,M  C1,3,M,
2,4,24.10000,390,SHP,R1,29/10/2018,22.479,21.723,8.01,MOGO JET (21.92),8.67,33,M  C4,5.2,M,
1,8,23.60000,425,BEN,R1,16/11/2018,24.285,23.495,1.77,SPRITELY MILNE (24.41),6.62,111,M  C1  SW,2.5,M,
1,2,23.30000,425,BEN,R2,23/11/2018,24.374,23.791,6.11,SANDAVE RAYNE (24.80),6.65,111,M,1.6,X67,
3,1,23.60000,425,BEN,R9,21/12/2018,24.764,24.016,8.57,SPEEDY SPYRO (24.16),6.75,543,M  C4,2,6G,
7,5,23.60000,390,BAL,R9,26/12/2018,22.92,21.946,11.51,LEKTRA FLIRT (22.11),8.767,78,M,7.8,X67,
6,6,24.00000,425,BEN,R3,30/12/2018,24.669,23.895,4.41,SHORT LEASH (24.36),6.74925,666,M  C1,4.6,6G,
3,3,23.50000,425,BEN,R2,05/01/2019,24.397,23.931,3.87,RIDE HIGH (24.13),6.665,353,M  C6,13.5,X67,
3,7,23.60000,425,BEN,R3,11/01/2019,24.418,23.613,7.40,RIDE HIGH (23.90),6.78925,576,M  C9,5.1,RW,
1,2,23.70000,425,BEN,R9,18/01/2019,24.229,23.707,0.59,KRAKEN PENNYS (24.27),6.77,322,M  C5,4.2,RW,
S,,,525,MEP,R4,23/01/2019,,30.024,-,SHOWGIRL QUEEN (30.27),,,,0,RW,
1,1,24.00000,350,HVL,R6,03/02/2019,19.349,19.08,0.10,TEMPORALIS (19.36),6.6025,2,M  C2,10,5,
S,,,350,HVL,R5,06/02/2019,,18.855,-,BUCK THE JOCKEY (18.86),,,,0,5,
1,6,24.00000,425,BEN,R9,08/02/2019,24.039,23.955,1.04,PERFECT PIPER (24.11),6.62925,322,M  SW,7.5,5,
4,6,23.70000,500,BEN,R6,15/02/2019,28.821,28.059,5.90,YODA (28.41),7.005,654,M  C2,4.2,5,
5,7,24.20000,500,BEN,R8,22/02/2019,28.669,28.092,5.97,RAJASTHAN (28.25),6.60175,224,M  C3,10.2,X45,
S,,,450,SHP,R6,28/02/2019,,25.046,-,TIME TO TALK (25.21),,,,0,SH,
2,4,24.10000,457,TEM,R8,02/03/2019,25.83,25.73,1.50,NANGAR GIFT (25.73),,,,4,S,
7,7,24.00000,450,BAL,R10,06/03/2019,26.117,25.32,8.50,KRAKEN DUST (25.52),6.815,577,M  C8,11.7,5H,
6,8,23.70000,457,TEM,R8,10/03/2019,26.53,26.06,6.50,AMPLE WARNING (26.06),,,,7.2,S,
4,5,23.60000,450,WBL,R8,14/03/2019,25.771,25.406,5.21,CON ROD (25.41),6.65925,333,M  C5,5.5,5H,
4,1,23.60000,525,MEP,R5,20/03/2019,30.707,29.799,8.79,ASTON ANISTON (30.09),5.1395,4234,M  C2,4.1,5F,
3,8,23.50000,390,SHP,R9,28/03/2019,22.242,22.016,2.00,DESTINI AGITATOR (22.10),8.7045,54,M  C5,2,5,
5,7,22.90000,450,BAL,R5,03/04/2019,25.881,25.235,5.70,ARON ALLEN (25.48),6.695,376,M  C4,12.8,5,
T,6,23.50000,410,HOR,R10,16/04/2019,,23.158,-,GO PIES (23.41),10.61925,47,M  C5  V21,3.8,5NP,
R,,,390,BAL,R12,26/06/2019,,22.045,-,SPACE ALERT (22.27),,,,0,5,
6,5,23.80000,390,SHP,R10,06/07/2019,22.918,22.14,7.23,MOYARRA ECLIPSE (22.41),9.1515,88,M  C8,4.6,APM,
1,8,24.00000,425,BEN,R10,10/07/2019,24.104,23.904,0.47,MIDNIGHT WALTZ (24.14),6.7395,422,M  SW,4.1,APM,
2,4,24.40000,300,HVL,R2,14/07/2019,17.036,16.514,0.33,RYDER SIR (17.01),3.9595,3,M  C5,1.9,5NP,
7,7,24.50000,410,HOR,R9,23/07/2019,24.879,23.36,17.59,ASTON LAGONDA (23.65),11.172,76,M  C9  V10,2.9,5NP,
