Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
1,3,32.30000,440,SLE,R11,20/10/2019,25.514,25.027,0.80,CHASING LIGHTS (25.57),5.56,632,S  C4,5.8,MH,
4,3,32.20000,440,SLE,R4,27/10/2019,25.655,24.758,12.81,ASTON ONYX (24.76),5.604,865,S,28.6,MF,
3,7,32.20000,460,WGL,R3,01/11/2019,26.166,25.757,2.53,FLYING FIFI (25.99),6.6975,222,S,11.8,X67H,
1,5,32.10000,440,SLE,R3,05/11/2019,25.2,24.972,2.50,MARSHA (25.38),5.559,731,S  C4,6,7,
4,5,31.90000,460,WGL,R5,12/11/2019,26.437,25.777,9.43,TAKEN (25.78),6.65675,522,M  C1,8.4,X67,
2,4,32.10000,440,SLE,R3,17/11/2019,25.135,24.857,1.30,DR. PUMA (25.04),5.3675,322,M  C3,1.9,X67H,
1,8,32.10000,440,SLE,R4,24/11/2019,25.113,24.798,3.19,GYPSY HOOK (25.34),5.48,711,S  C4  SW,4.8,X67F,
2,7,31.60000,440,SLE,R10,01/12/2019,25.557,24.916,0.24,SAD BUT TRUE (25.54),5.562,611,S,1.9,RW,
6,4,31.50000,460,WGL,R8,06/12/2019,26.568,25.546,12.64,WEEONA BULLDOZER (25.68),6.571,556,S  C5,9.1,X45,
2,8,31.80000,440,SLE,R11,15/12/2019,25.065,24.67,5.64,SLINGSHOT PRINCE (24.67),5.532,833,S,11.4,5,
