Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
7,7,31.40000,400,WGL,R11,14/12/2017,23.938,22.672,17.49,WEEONA RAPH (22.71),8.7655,88,S  W,12.7,M,
5,5,30.90000,350,HVL,R3,22/12/2017,19.921,19.377,5.40,LUCKY MILLIE (19.54),6.8925,8,S,17,M,
R,,,350,HVL,R1,29/12/2017,,19.327,-,ASTON VELOCI (19.95),,,,0,M,
5,5,31.30000,440,SLE,R4,07/01/2018,25.916,24.671,6.34,DYNA CARVER (25.47),5.616,757,S,12.4,MH,
6,8,31.00000,350,HVL,R2,12/01/2018,19.931,19.397,4.17,SHIMMY DAT RAY (19.64),6.85175,5,S,8.5,M,
R,,,440,SLE,R2,19/01/2018,,,-,,,,,16,M,
1,8,30.90000,460,WGL,R3,25/01/2018,26.351,25.997,2.57,PROVING GROUND (26.53),6.647,211,M,8.4,T3-M,
8,2,30.80000,520,CRN,R1,31/01/2018,31.924,30.198,11.00,ATIGRADO (31.15),5.8485,8888,S  C4  SW,9.3,RW,
6,4,30.70000,440,SLE,R10,04/02/2018,25.777,24.957,9.89,CHAMPAGNE PAPI (25.09),5.712,866,S  W,38.1,RWH,
R,,,440,SLE,R4,07/02/2018,,24.85,-,LOADED (25.09),,,,0,RW,
R,,,525,TRA,R1,16/02/2018,,30.279,-,JOYOUS JILL (30.88),,,,0,RW,
R,,,515,SAP,R1,18/02/2018,,29.443,-,ALONSO MORNAY (29.98),,,,0,X67H,
R,,,520,CRN,R6,21/02/2018,,30.381,-,DOUSED IN MUD (30.97),,,,0,RW,
6,3,30.90000,520,CRN,R4,28/02/2018,31.562,30.086,12.93,CHEROKEE SHIMMER (30.66),5.9285,6666,M  C4  V7,36,X67,
R,,,300,HVL,R10,23/03/2018,,16.646,-,ALL YOU GOT (16.94),,,,0,RWH,
6,8,29.80000,440,SLE,R9,04/04/2018,25.69,24.855,4.27,CRACKERJACK TAGS (25.39),5.6455,856,S,29,RW,
R,,,460,GEL,R3,13/04/2018,,25.701,-,TOM RIDDLE (25.74),,,,0,X67H,
R,,,460,WGL,R4,26/04/2018,,26.132,-,STELLA VIEW (26.21),,,,0,T3-7,
8,5,29.30000,460,WGL,R1,08/05/2018,26.992,25.9,15.44,RAINS IT POURS (25.91),6.958,788,S  W  C4,50.4,X67H,
R,,,500,BEN,R9,16/05/2018,,28.44,-,DELAWARE COUNTY (28.44),,,,0,7,
8,2,29.30000,460,WGL,R7,17/05/2018,27.548,26.176,15.80,BOWON APPROACH (26.44),6.7895,548,M  C11  V10,18.1,T3-7,
2,1,28.90000,400,WGL,R3,31/05/2018,22.996,22.912,1.20,HE'S A NATURAL (22.91),8.6575,33,S  C1,16.7,7,
5,6,29.20000,525,TRA,R5,11/06/2018,31.969,31.036,10.40,WOODLEIGH GUY (31.24),5.12375,7545,M  C3,11.7,X67,
2,7,29.10000,440,SLE,R3,13/06/2018,25.297,24.801,3.04,MACAULIFF (25.08),5.5745,844,S,11.8,RW,
R,,,520,CRN,R2,20/06/2018,,30.303,-,ALL DOLLED UP (30.30),,,,0,RW,
2,8,29.20000,460,WGL,R3,21/06/2018,26.267,26.021,1.99,ALTA LINEA (26.13),6.69,222,M,5.6,7,
