Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
4,1,24.40000,300,HVL,R1,18/11/2018,17.181,16.592,2.49,LUCKY LOUIE (17.01),3.972,3,M,5.7,M,
1,3,24.50000,300,HVL,R3,23/11/2018,17.13,17.13,1.56,DELTA'S TIARA (17.24),3.91,1,M,2.4,M,
1,6,24.70000,300,HVL,R1,02/12/2018,17.061,16.54,1.09,BRING THE SPRING (17.14),3.97,1,M  C1  SW,6.9,X67,
A,6,,315,TRA,R3,06/12/2018,,,-,,,,,4,X67,
4,3,25.10000,311,CRN,R2,14/12/2018,18.357,17.728,5.09,POLO PETE (18.00),10.081,63,S,4.3,X67,
4,4,24.80000,300,HVL,R3,17/12/2018,17.11,16.83,2.61,MERL'S MICHU (16.93),4.027,3,M  C1,3,RWAPM,
6,7,25.00000,311,CRN,R5,24/12/2018,18.83,17.738,14.71,KEL KNIGHT (17.80),10.19,44,M,4,6G,
4,4,25.00000,311,CRN,R1,27/12/2018,18.307,17.596,7.41,EMILIO'S JET (17.79),9.9225,44,M  C4,13.8,X67,
1,2,25.50000,400,WGL,R10,06/01/2019,22.913,22.806,1.53,FAIRYTALE ENDING (23.02),8.32,11,M,9.5,T3-6,
8,1,25.50000,425,BEN,R3,11/01/2019,24.748,23.613,12.11,RIDE HIGH (23.90),6.56,115,M  C1,14.2,RW,
A,7,25.70000,300,HVL,R12,15/01/2019,,16.695,-,,,,M,7.5,5,
R,,,400,WGL,R11,22/01/2019,,22.592,-,SPOLLY JAMES (22.80),,,,0,5,
6,4,26.00000,311,CRN,R3,23/01/2019,18.515,17.737,7.76,WHY NOT HUGH (17.97),10.162,87,M  C4,13.2,5,
1,6,26.30000,300,HVL,R12,28/01/2019,16.529,16.462,2.44,BEES ON FIRE (16.70),3.84,1,M,5.7,5,
1,4,26.00000,350,HVL,R8,01/02/2019,19.408,19.408,2.20,LOVE LAUGHING (19.56),6.5,1,M  C1,4.2,5,
