Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
1,2,30.20000,515,SAP,R3,09/06/2019,29.774,29.536,2.84,SHANLYN HAVEN (29.97),5.31175,6111,M  C1  SW,2.6,MH,
4,8,30.10000,515,SAN,R1,13/06/2019,30.534,29.528,9.37,UNIT BALE (29.88),5.22425,3444,S  C12,6.7,MF,
1,6,30.00000,515,SAN,R1,20/06/2019,29.706,29.353,2.90,ZIPPING CLIFFORD (29.91),5.17,1111,M  SW,9.3,7,
3,2,29.90000,515,SAN,R2,27/06/2019,30.066,29.487,4.64,IDRIA BALE (29.74),5.235,3223,M  C5,1.7,X67,
2,3,30.00000,515,SAN,R1,04/07/2019,30.014,29.432,4.56,ASHLEY'S ENTITY (29.70),5.145,4322,M  C1,6.9,RW,
1,1,30.00000,525,MEA,R3,13/07/2019,30.062,29.915,1.19,SPRING VALUE (30.15),5.17175,2111,M,2.9,RW,
F,6,30.10000,525,MEA,R3,20/07/2019,,29.727,-,TAUWITCHERE (29.99),5.1025,3888,S  R  C8  V0,50.1,SH,
2,5,30.40000,460,WGL,R6,30/07/2019,25.965,25.638,0.24,ASHLEY'S ENTITY (25.95),6.5935,211,S  C1  SW,7.4,X45,
7,2,30.70000,460,WGL,R7,06/08/2019,26.267,25.658,7.23,WEBLEC JACK (25.76),6.676,676,S  C8,12.7,SH,
2,2,30.70000,460,WGL,R5,10/08/2019,26.369,26.015,1.33,KINLOCH MOSS (26.28),6.6335,422,M  C1,8.2,X45,
8,7,30.50000,515,SAN,R9,15/08/2019,30.556,29.255,11.17,WEBLEC KING (29.77),5.20375,6788,S  C6,6.3,5,
1,5,30.50000,460,WGL,R7,20/08/2019,25.859,25.859,5.10,HIGH KINGS (26.22),6.56925,311,M,2.1,5H,
1,2,30.50000,460,WGL,R8,27/08/2019,25.976,25.915,1.61,LOADED (26.09),6.642,421,M  C1  SW,1.8,5F,
8,4,30.70000,350,HVL,R6,01/09/2019,19.445,18.939,7.23,FRIDAY FROTHIES (18.94),6.63925,8,M  C5,43.3,SH,
8,8,30.40000,515,SAN,R9,05/09/2019,30.86,29.357,21.47,SWEET AS EMM (29.36),5.16925,6666,S  C4,32.5,5,
5,1,30.50000,450,BAL,R10,18/09/2019,25.691,25.013,7.87,MEPUNGA ISLA (25.14),6.655,455,M  C4,3.2,RWH,
7,7,30.80000,450,BAL,R6,25/09/2019,25.821,25.18,7.30,EYE CATCHER (25.31),6.645,436,M  C5,10.4,RWF,
1,2,31.20000,450,BAL,R6,02/10/2019,25.15,25.061,0.11,VITAL FORCE (25.16),6.5425,333,M,26.7,X45,
3,8,31.40000,515,SAP,R8,06/10/2019,29.858,29.389,6.70,RIDDLES (29.39),5.1825,3333,M  C1,7.2,X45,
1,6,31.50000,515,SAP,R4,13/10/2019,29.557,29.557,9.59,CLOSE ENCOUNTER (30.23),5.12,1111,M,2.1,X45,
6,4,31.30000,460,GEL,R5,18/10/2019,26.333,25.481,6.93,LAST HURRAH (25.85),6.7985,555,M  C2,6.1,SH,
5,8,31.30000,515,SAN,R5,24/10/2019,30.444,29.252,17.03,AVALANCHE (29.25),5.257,7766,M  C5,5,5,
S,,,515,SAN,R5,31/10/2019,,29.075,-,MEPUNGA MAGGIE (29.26),,,,0,S,
2,4,30.80000,525,MEA,R7,04/11/2019,30.234,29.858,5.37,SPRING BRIDGE (29.86),5.23375,5332,M  C2,5.9,5H,
2,2,30.90000,525,MEA,R11,09/11/2019,30.257,29.736,1.10,IMMEDIATE (30.18),5.2275,6322,S  C2,3.7,5,
3,4,30.90000,525,MEA,R7,16/11/2019,30.208,29.879,3.43,SECURITY CODE (29.97),5.16,2223,M  C2,7.4,5,
4,8,31.00000,525,MEA,R7,23/11/2019,30.35,29.805,2.13,OXLEY ONE (30.20),5.2395,6655,S,6.3,5,
8,4,31.30000,525,MEA,R5,30/11/2019,30.697,29.786,7.69,VESPER BALE (30.16),5.21,7888,M  C20,6.8,5,
8,6,31.30000,525,MEA,R2,07/12/2019,30.7,29.938,8.00,INCREDIBLE HERO (30.14),5.21,5557,S  C4,11.3,5,
1,1,31.40000,515,SAP,R9,15/12/2019,29.396,29.33,3.64,BUFFET DESTROYER (29.65),5.09,1111,M  SW,1.8,SH,
-,5,,515,SAN,R6,19/12/2019,,,-,,,,,,GRP2,
