Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
5,4,29.50000,400,WGL,R1,16/07/2019,23.914,22.686,6.73,TALULAH BALE (23.44),8.671,56,M  C8,11.2,M,
4,3,29.70000,440,SLE,R1,21/07/2019,25.482,24.758,5.60,ASTON MEILLEUR (25.09),5.437,444,S,16.4,M,
5,7,29.30000,400,GEL,R1,26/07/2019,23.718,22.385,11.00,GINNY WEASLEY (22.95),8.813,75,M  C4,3.9,MH,
3,3,29.40000,460,WGL,R3,17/08/2019,26.576,26.234,1.11,STILL ROCKIN' (26.50),6.8645,654,M  C1,2.8,T3-M,
6,8,29.40000,460,GEL,R1,23/08/2019,26.497,25.685,6.13,RUSTY YAALA (26.07),6.87425,656,S,17.6,M,
1,1,29.50000,390,BAL,R2,01/09/2019,22.523,22.387,5.96,PETE'S GYM BOOTS (22.94),8.6875,21,M  SW,2.2,T3-M,
1,1,29.30000,400,WGL,R3,06/09/2019,23.223,22.936,1.77,FRAN KEEPING (23.35),8.59175,54,M,2.2,T3-RW,
4,7,29.50000,460,WGL,R2,15/09/2019,26.301,25.723,1.49,MATILDA HOOK (26.20),6.671,754,S,9.2,X67,
6,5,29.30000,500,BEN,R4,20/09/2019,29.012,28.06,4.99,FONZARELLI (28.66),6.87625,566,M  C3,12.6,RW,
4,5,30.30000,520,CRN,R8,28/09/2019,31.054,30.89,1.83,FACING THE MUSIC (30.93),5.671,6332,S,9.1,T3-RW,
R,,,440,SLE,R11,04/10/2019,,24.954,-,TEXT ME LATER (25.20),,,,0,RW,
1,8,30.50000,520,CRN,R6,07/10/2019,30.721,30.721,2.61,STILL ROCKIN' (30.90),5.555,2111,M  C1,4.4,T3-RW,
3,6,30.60000,515,SAP,R7,13/10/2019,30.414,29.557,9.94,BUDDY GUY (29.72),5.36,5554,M  C6  SW,3.9,RW,
5,5,30.80000,515,SAP,R7,27/10/2019,30.552,29.586,6.64,MAHJONG NICKEL (30.09),5.185,2445,M  C2,16.6,5,
7,7,30.90000,515,SAP,R4,05/11/2019,30.261,29.49,11.01,BEES AND HONEY (29.49),5.3095,7677,S,52.9,RWH,
3,3,30.70000,500,BEN,R6,09/11/2019,28.602,28.312,1.01,MR. RAIN MAKER (28.53),6.7915,543,S  C2,25.7,RW,
3,7,30.70000,520,CRN,R8,16/11/2019,30.827,30.563,3.77,ROJO OLLIE (30.56),5.6575,5433,S,7.3,X45,
3,3,30.20000,520,CRN,R8,27/11/2019,30.805,30.259,4.33,REGGAE MIKADO (30.50),5.617,7222,M,10.6,RW,
4,8,30.10000,520,CRN,R5,04/12/2019,30.714,30.34,5.34,WHODAT LOOKIN' (30.34),5.7175,3334,S,10.7,RW,
4,4,30.30000,515,SAP,R7,08/12/2019,30.089,29.695,3.31,BUSH SONG (29.86),5.36,5543,M  C1,8.6,5,
R,,,520,SLE,R6,15/12/2019,,29.917,-,IMMEDIATE (29.92),,,,0,5,
