Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
6,5,26.50000,300,HVL,R3,16/09/2019,17.517,16.942,6.93,MIST (17.03),4.0175,3,M  C6,16.9,MH,
3,1,26.80000,400,WGL,R1,24/09/2019,23.519,22.733,9.31,ACCORDING (22.87),8.5975,22,M,31.2,MH,
3,3,26.70000,460,WGL,R1,01/10/2019,26.697,25.88,0.33,ALISHA HOOK (26.67),6.65,111,Q,14.3,M,
3,2,27.10000,460,WGL,R1,08/10/2019,26.876,25.59,9.79,STRIVING (26.19),6.58,123,Q  W  C4,21.6,M,
3,7,27.40000,400,WGL,R1,15/10/2019,23.004,22.367,5.11,ROCK ME XANTHE (22.65),8.3575,22,Q,5.8,M,
5,5,27.10000,440,SLE,R9,20/10/2019,26.379,25.027,14.56,ASTON CHIE (25.36),5.38,255,M  C5,15.1,MH,
S,,,400,WGL,R2,25/10/2019,,22.563,-,STIRLING LIGHTS (22.61),,,,0,M,
R,,,400,WGL,R2,07/11/2019,,22.936,-,FIDELIA (23.12),,,,0,T3-M,
1,4,27.80000,311,CRN,R2,11/11/2019,17.99,17.97,01.00,LENNIE'S FLYER (18.06),9.81,11,Q,2.2,T3-M,
3,6,27.50000,311,CRN,R1,16/11/2019,18.039,17.655,3.19,CAL'S GIRL (17.82),9.667,23,Q,22,X67,
6,7,27.80000,311,CRN,R3,27/11/2019,18.49,17.671,10.29,MYSTIC JAGUAR (17.77),10.00875,67,M  C4,4.3,X67,
1,2,27.90000,311,CRN,R3,04/12/2019,17.876,17.618,0.99,BEGONIA BALE (17.95),9.68,11,Q,4.6,X67,
5,4,27.80000,400,WGL,R11,10/12/2019,23.146,22.256,7.11,TWO METRE PETER (22.65),8.4025,23,Q  C2,19.2,X67H,
6,6,27.70000,350,HVL,R4,15/12/2019,19.843,19.042,2.34,SUPERIOR BREEZE (19.68),6.58,1,M,9.7,6G,
