Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
1,3,27.50000,278,LCN,R1,07/08/2017,16.25,16.25,1.50,RIVENLEE LAD (16.36),5.04,0,SWAB,15.4,6,
2,1,27.70000,340,HOB,R2,10/08/2017,19.69,19.61,01.00,TYLER LEE (19.61),,0,,1.9,6,
2,6,27.60000,340,HOB,R2,17/08/2017,19.96,19.58,5.25,LEO JET (19.58),,0,B2,4.3,6,
5,1,27.80000,340,HOB,R1,07/09/2017,20.22,19.71,7.25,TOP FELLA (19.71),,0,B C VET INJ SD5D,1.5,6,
S,,,278,LCN,R10,11/09/2017,,16.23,-,ONE ARM BANDIT (16.39),,,,,5,
5,5,27.60000,452,DEV,R1,26/09/2017,27.05,25.79,10.25,SAMMY FROST (26.33),,0,B2,3.7,6,
7,4,27.20000,340,HOB,R3,05/10/2017,20.93,19.75,12.75,WHO'S BAROQUE (20.04),,0,B C,3.3,6,
8,8,27.40000,340,HOB,R5,19/10/2017,20.17,19.41,10.50,FERNANDO BOLT (19.43),,0,,12.4,6,
7,6,27.70000,278,LCN,R3,23/10/2017,16.95,16.06,8.25,MANILA SAL (16.37),,0,C2,15.6,5,
7,6,28.50000,390,BAL,R9,16/04/2018,23.345,22.46,9.76,CRUISY'S PATCH (22.66),8.53,26,M  C1,10.5,7,
4,1,28.40000,400,WGL,R9,19/04/2018,23.268,22.623,4.19,LITTLE KENSI (22.98),8.52,22,M  C4,7.9,7,
R,,,390,BAL,R9,07/05/2018,,22.598,-,ELLE GAZELLE (22.96),,,,0,7,
R,,,300,HVL,R9,11/05/2018,,17,-,COURAGE CREST (17.19),,,,0,7,
R,,,425,BEN,R4,16/05/2018,,24.194,-,LANCOME LADY (24.40),,,,0,7,
3,6,28.60000,400,MTG,R3,18/05/2018,24.19,23.24,6.25,BLONDE BARBADOS (23.75),,,,4.2,6,
S,,,300,HVL,R2,25/05/2018,,16.938,-,HERE COMES TOM (17.14),,,,0,7,
2,2,28.10000,390,BAL,R9,04/06/2018,22.69,22.356,1.29,GOLDEN GEM (22.60),8.592,32,M,6,7,
4,6,28.10000,300,HVL,R9,08/06/2018,17.607,16.934,5.24,JANRAY SQUAWKER (17.24),4.19675,8,M  C5,6.5,7,
3,4,28.10000,390,BAL,R9,11/06/2018,22.887,22.241,5.14,ZIPPING SPUD (22.53),8.8,33,M  C1,14.6,T3-7,
5,5,28.30000,390,BAL,R9,18/06/2018,22.872,22.441,6.16,DESTINI FIREFOX (22.44),8.64675,55,M,13.3,7,
4,6,28.10000,300,HVL,R9,22/06/2018,17.137,16.75,5.49,FORGOTTEN GIRL (16.75),3.9925,2,M  C1,12.3,7,
R,,,300,HVL,R2,29/06/2018,,16.928,-,EGGEB MAI (17.08),,,,0,7,
R,,,390,BAL,R3,02/07/2018,,22.354,-,QUICK DEFENCE (22.54),,,,0,7,
6,2,27.70000,300,HVL,R3,06/07/2018,17.283,16.816,6.06,CRACKERJACK MICK (16.86),3.976,4,M  C4,7.5,7,
2,2,27.90000,390,BAL,R9,09/07/2018,22.661,22.454,2.29,CRACKERJACK MICK (22.50),8.535,22,Q  C4,6.2,7APM,
8,5,28.00000,390,BAL,R9,16/07/2018,23.332,22.43,11.26,AGENT VOILET (22.54),8.93,57,M  C5  SW,5.6,T3-7,
