Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
2,5,31.50000,405,MAN (Q),R4,23/04/2019,23.45,22.83,1.75,CHEYENNE GUNDI (23.32),6.92,44,Mc44,,QT,
S,,,405,MAN,R9,30/04/2019,,22.64,-,AMELIA'S COLT (22.74),,,,,M,
1,5,32.60000,300,HVL,R1,16/09/2019,17.384,16.942,0.30,NO ROOM (17.41),4.14175,4,S,2.2,MH,
5,8,32.70000,300,HVL,R3,22/09/2019,17.143,16.661,5.06,ALL INN ABBY (16.79),,,S  R  C2,11.4,MF,
5,4,32.60000,350,HVL,R4,29/09/2019,20.232,19.447,11.21,RIO HUSTLER (19.45),6.8135,5,S  C6,11.6,X67,
2,4,32.60000,350,HVL,R4,13/10/2019,19.473,19.221,2.54,CURLIN' MERLIN (19.30),6.67,3,M  C1,27.3,X67,
2,1,32.80000,350,HVL,R4,20/10/2019,19.672,19.204,3.80,GRUMPY DEREK (19.41),6.7125,4,S,3.8,7,
3,3,32.30000,300,HVL,R2,27/10/2019,17.015,16.579,4.29,UNCLE DREW (16.72),4.0665,6,S  C1,2.7,X67H,
5,2,32.00000,350,HVL,R1,03/11/2019,19.794,19.031,6.66,RIPPER RICOLINA (19.33),6.884,7,M  C1,2.1,RW,
1,1,31.70000,350,HVL,R7,15/11/2019,19.56,19.408,1.09,COYOTE UGLY (19.64),6.675,2,S  SW,2.4,T3-RW,
4,8,31.70000,350,HVL,R5,24/11/2019,19.781,19.076,4.86,ANNIHILATION (19.44),6.7325,3,M  C2,6.5,X67H,
1,7,32.40000,350,HVL,R5,29/11/2019,19.456,19.456,5.10,HELLO GOODNIGHT (19.81),6.64,1,M,1.4,T3-RW,
R,,,350,HVL,R2,01/12/2019,,19.21,-,CALLUM ARI (19.39),,,,0,X67F,
3,4,32.70000,350,HVL,R10,08/12/2019,19.608,19.23,1.77,GRUMPY DEREK (19.48),6.6385,4,M  C1,5.7,5,
4,1,32.40000,300,HVL,R11,15/12/2019,16.9,16.34,2.04,NO TALKING (16.76),4.082,8,S  C1,3.8,5,
