Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
6,7,37.40000,425,BEN,R1,07/06/2019,24.546,23.891,8.06,AKASHI KID (23.98),6.8,455,M  C2,5,M,
4,8,36.60000,410,HOR,R1,16/07/2019,24.109,23.368,8.73,BENCHESTER (23.50),10.7625,55,M,6.7,M,
R,,,450,BAL,R4,22/07/2019,,25.893,-,KAT'S HUGHY (25.89),,,,0,MAPM,
4,2,36.90000,450,WBL,R2,03/10/2019,26.622,25.404,5.60,INGA LEO (26.23),6.81175,233,M  C5,3.4,M,
6,2,36.90000,460,GEL,R1,10/10/2019,26.728,25.439,9.63,SNAKE PIT LASS (26.05),6.69,123,M  C4,16.5,M,
5,3,37.10000,300,HVL,R1,20/10/2019,17.65,16.844,11.51,ABSOLUTE MADNESS (16.84),4.275,8,M  C1,22.1,M,
1,1,37.50000,300,HVL,R3,25/10/2019,17.162,16.907,2.13,TILSON (17.31),4.12425,5,S  C1  SW,6.2,T3-M,
4,1,37.80000,350,HVL,R4,01/11/2019,19.863,19.455,3.03,MAGPIE ROBBIE (19.65),6.787,6,M,3.3,T3-7,
3,6,37.60000,350,HVL,R1,03/11/2019,19.639,19.031,4.44,RIPPER RICOLINA (19.33),6.667,4,M,40.3,RW,
6,8,38.00000,350,HVL,R5,08/11/2019,20.388,19.62,4.54,BUDDY BOY (20.07),6.815,4,M  C9,3.9,T3-RW,
T,8,37.70000,350,HVL,R7,15/11/2019,,19.408,-,ALI TONIC (19.56),7.41175,7,M  R  V21,8.6,T3-RW,
6,2,37.00000,350,HVL,R3,15/12/2019,20.076,19.042,11.60,THUNDERBOLT JACK (19.26),6.8385,6,S,24.5,7,
