Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
2,6,28.10000,390,SHP,R1,13/12/2018,22.271,21.888,1.89,JERRA LILLY (22.14),8.6975,32,M  C1  SW,7.7,M,
2,3,28.00000,425,BEN,R1,21/12/2018,24.183,24.016,2.03,OUTRAGE (24.04),6.65,222,Q  C1,1.9,M,
1,1,27.50000,450,SHP,R3,31/12/2018,25.633,25.235,6.90,CRACKERJACK TYS (26.12),6.76,111,Q  SW,1.1,M,
5,6,27.80000,425,BEN,R2,08/02/2019,24.786,23.955,11.87,HARDAWAY WINNIE (23.96),6.925,445,M  C2,3.1,7,
3,1,27.10000,450,SHP,R9,11/04/2019,26.122,24.999,2.06,HOOK ALONG FYLER (25.98),6.7,125,M  C5,2.7,RW,
S,,,450,SHP,R5,15/04/2019,,25.491,-,SHADY LEE (25.72),,,,0,RWAPM,
1,5,27.20000,390,SHP,R4,29/04/2019,22.189,22.189,4.59,LIBERAL JONES (22.51),8.49,11,M,2,7APM,
3,4,27.40000,425,BEN,R2,04/05/2019,24.139,23.625,4.69,MISS FIREBIRD (23.81),6.7175,433,M  C1,9.5,X67,
1,3,27.40000,450,SHP,R5,09/05/2019,25.536,24.965,0.56,FABREBAB (25.58),6.74,111,M  C1  SW,2.2,X67,
1,3,27.70000,450,SHP,R9,30/05/2019,25.501,25.188,2.20,TAT WARBY (25.66),6.66,111,M  SW,3.8,RW,
3,3,28.00000,515,SAP,R6,09/06/2019,30.005,29.536,0.40,BUSY BELLA (29.98),5.195,2333,M  C4,5.8,5,
1,7,27.70000,515,SAP,R6,16/06/2019,29.634,29.318,4.16,NOAKI COLOUR (29.93),5.1575,2221,M  C1  SW,4.4,5,
1,6,27.70000,515,SAN,R9,20/06/2019,29.461,29.353,5.29,IMMEDIATE (29.83),5.1,1111,Q,6.6,5,
2,5,28.10000,525,MEP,R10,26/06/2019,30.253,29.8,6.47,KESSLER BALE (29.80),5.14,3322,M  C8  SW,2.5,5,
1,5,28.00000,525,MEP,R9,03/07/2019,30.152,30.152,4.61,ZIPPING SHEILA (30.48),5.175,3321,M  C5,1.4,5,
3,1,28.10000,525,MEA,R7,13/07/2019,30.27,29.915,1.87,DYNA ROMY (30.14),5.199,6222,M  C1,3,5,
1,8,28.20000,525,MEA,R5,20/07/2019,29.975,29.727,1.91,SAY HI (30.11),5.125,2222,M  SW,25.2,SH,
S,,,525,MEA,R8,27/07/2019,,29.534,-,SENNACHIE (29.53),,,,0,GRP1,
8,1,28.40000,450,SHP,R7,07/11/2019,26.086,24.861,17.50,SEAL THE DEAL (24.86),7.0525,888,M  R  V7,7.8,FFA,
1,4,27.90000,515,SAP,R6,01/12/2019,29.404,29.404,2.16,GWYDION (29.56),5.1,1111,Q  R,4.6,X45,
4,8,28.10000,525,MEA,R4,07/12/2019,30.239,29.938,2.74,KRAKEN LIGHTNING (30.05),5.222,6444,M  C4  SW,3.5,X45,
3,1,28.00000,515,SAP,R4,15/12/2019,29.846,29.33,2.61,EXTRA SPEED (29.66),5.21425,7433,M  C2,1.8,SH,
-,6,,595,SAN,R3,19/12/2019,,,-,,,,,,X45,
