Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
1,4,25.60000,460,WGL,R4,30/04/2019,26.384,25.949,2.81,,6.6375,211,M  SW,3.4,MH,
6,8,25.60000,460,WGL,R7,07/05/2019,26.48,25.793,9.80,BARCIA PRINCE (25.79),6.6875,566,M  C1,21.2,MF,
2,6,25.80000,515,SAP,R5,12/05/2019,29.791,29.598,0.64,SAINT DESTRUCTOR (29.75),5.13,1111,M,1.8,RW,
4,1,26.10000,515,SAP,R2,19/05/2019,30.26,29.53,10.43,IDRIA BALE (29.53),5.2645,5444,M  C1,2.6,X67,
2,6,26.10000,515,SAP,R3,26/05/2019,30.145,29.448,4.63,HARDAWAY JAYJAY (29.82),5.07,1112,M  C5  V14,7.7,7,
1,1,26.00000,515,SAP,R3,02/06/2019,29.889,29.639,2.10,ONE THRILL (30.04),5.1525,2111,M,2.1,X67,
1,1,26.50000,515,SAP,R10,09/06/2019,29.536,29.536,4.04,BOSCONO (29.82),5.12,1111,M  SW,2.2,RW,
4,3,26.80000,525,MEA,R12,15/06/2019,30.614,29.763,5.90,DYNA ZAYLEE (30.20),5.325,6544,M  C1,2.7,5,
6,8,27.00000,515,SAN,R3,20/06/2019,30.146,29.353,10.73,WEBLEC ACE (29.40),5.29675,8887,S  C5,7.5,RW,
7,8,27.30000,520,WPK,R4,29/06/2019,31.07,29.65,15.75,PRINCESS RIOT (29.97),5.6,44888,44888,3.8,5,
4,3,27.30000,520,WPK,R5,06/07/2019,30.14,29.67,5.25,ASTON PEREGRINE (29.77),5.53,33344,33344,8,S,
1,3,27.30000,520,WPK,R6,10/07/2019,30.19,30.08,1.75,MY HALO (30.31),5.62,32222,32222,1.85,5,
2,5,27.10000,515,SAN,R11,18/07/2019,30.034,29.394,0.77,BUSY BELLA (29.98),5.2175,4433,M  C6,2.8,5,
1,3,27.10000,515,SAN,R11,25/07/2019,29.648,29.482,3.17,KADALEX KID (29.87),5.10175,2111,M  C1,2.2,5,
5,2,27.00000,525,MEA,R3,03/08/2019,30.56,29.71,5.54,MY NAME'S BARRY (30.17),5.15425,5554,M  C4,5.4,5,
5,1,27.00000,520,CRN,R5,16/08/2019,30.918,29.919,14.27,WEBLEC ACE (29.92),5.505,2234,M,7.7,SH,
3,4,27.00000,525,MEA,R10,24/08/2019,30.202,29.984,1.16,COURTING (30.12),5.13675,3334,M  C4,7.3,5H,
8,3,27.20000,525,MEA,R6,31/08/2019,30.775,29.65,10.80,COURTING (30.02),5.29,7778,M  C13,7.7,5F,
1,5,27.00000,515,APK,R6,05/09/2019,29.73,29.73,3.75,ZIPPING JAMIE (29.99),4.42,21111,21111SAMP,5.5,4,
2,3,27.50000,515,APK,R4,12/09/2019,30.04,29.5,4.75,SUBMISSION (29.70),4.65,74322,CSTBLD74322,2.15,SH,
3,3,27.40000,515,APK,R6,19/09/2019,29.65,29.52,01.00,OAKVALE BEAUTY (29.58),4.46,44433,44433,3,GRP3,
7,4,27.70000,520,GEL,R8,27/09/2019,30.733,29.936,11.39,ASH STAR (29.94),6.35925,7788,M  C12,5.8,X45,
1,1,27.90000,460,GEL,R7,04/10/2019,25.866,25.607,3.14,COSMIC SPARKLE (26.09),6.637,321,M,1.6,SH,
2,2,28.10000,460,GEL,R6,10/10/2019,25.685,25.439,3.51,MEPUNGA ISLA (25.44),6.706,432,M  C1,7.7,SF,
1,2,27.90000,515,SAN,R8,17/10/2019,29.653,29.653,1.04,SPRING BRIDGE (29.73),5.155,2111,M  SW,3.4,S,
1,3,27.90000,525,MEA,R4,26/10/2019,29.943,29.943,5.19,SUBMISSION (30.31),5.1675,2111,M,2,5,
1,4,27.80000,515,SAN,R5,31/10/2019,29.262,29.075,9.06,GET IT GIZMO (29.90),5.13,1111,M  C1  SW,6.2,S,
2,7,27.70000,525,MEA,R7,09/11/2019,29.981,29.736,3.50,JARO BALE (29.74),5.12,1222,Q,5.1,FFA,
4,7,27.10000,515,SAN,R4,14/11/2019,29.47,29.162,4.40,HOOKED ON SCOTCH (29.16),5.0925,2344,M  C5,14.9,GRP3,
3,6,27.70000,515,SAN,R1,22/11/2019,29.635,28.939,4.39,WHISKEY RIOT (29.33),5.25425,8443,M  C5,11.2,SH,
4,1,27.70000,515,SAN,R5,29/11/2019,30.476,29.358,15.97,SIMON TOLD HELEN (29.36),5.185,4544,M  C5,3.1,GRP3,
5,6,28.00000,515,SAP,R7,15/12/2019,30.127,29.33,8.70,DESIREE DEVERE (29.52),5.1145,3655,M  C9,1.4,SH,
