Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
4,6,33.20000,525,MEP,R3,11/09/2019,31.217,29.929,9.69,DUSTIFICATION (30.54),5.2225,3333,S  W  C1,13.9,MH,
S,,,440,SLE,R1,15/09/2019,,25.101,-,HARMONY HALL (25.49),,,,0,M,
2,4,33.40000,440,SLE,R1,20/10/2019,25.559,25.027,1.39,BRACE AND BITS (25.46),5.375,332,M,4.9,MH,
S,,,440,SLE,R1,27/10/2019,,24.758,-,MARSHA (25.28),,,,0,M,
1,7,33.60000,440,SLE,R2,10/11/2019,25.35,24.899,2.73,FLYWHEEL FRANKEY (25.54),5.3645,311,M  C1,3.1,M,
1,1,33.70000,440,SLE,R3,17/11/2019,25.044,24.857,1.30,NICHOLAS ROSE (25.14),5.28,111,Q  C1,5.4,X67H,
3,6,33.60000,440,SLE,R4,24/11/2019,25.418,24.798,4.36,NICHOLAS ROSE (25.11),5.4275,533,M  C4,4.9,X67F,
5,4,33.40000,440,SLE,R10,01/12/2019,26,24.916,6.57,SAD BUT TRUE (25.54),5.45,377,M  C6,5,RW,
1,3,33.00000,440,SLE,R9,08/12/2019,25.083,24.841,3.64,MARSHA (25.34),5.32,111,M  C1  SW,2.3,6G,
5,4,33.40000,440,SLE,R12,15/12/2019,25.807,24.67,11.76,SEGOVIA'S DREAM (24.98),5.435,578,M  C4,2.7,5,
