Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
S,,,400,GAR (Q),R2,27/07/2019,,23.52,-,DOUBLE FICTION (23.52),,,,,QT,
2,3,28.20000,515,GOS (Q),R1,13/08/2019,30.17,30.1,01.00,DAWN JUAN (30.10),,1111,1111,,QT,
1,1,28.30000,515,GOS (Q),R1,27/08/2019,29.79,29.79,7.75,GRAND FLETCH (30.33),,1111,1111,,QT,
R,,,618,RIC,R6,11/09/2019,,35.75,-,TOUGH TEARS (35.75),,,,,XM5,
1,6,28.10000,520,WPK,R2,18/09/2019,30.47,30.02,0.10,GUMBY'S RHINO (30.48),5.55,11111,11111,3.7,MH,
3,3,28.20000,520,WPK,R1,28/09/2019,30.36,29.74,5.25,ZIPPING BOSTON (29.99),5.55,22233,22233,6.5,MF,
S,,,515,GAR,R8,04/10/2019,,29.55,-,ASTON SAPPORO (29.76),,,,,5,
1,4,29.20000,515,SAP,R1,08/12/2019,29.957,29.695,0.93,START THE CLOCK (30.02),5.24675,4222,M  C2,1.7,7,
2,8,29.20000,515,SAP,R11,15/12/2019,29.549,29.33,2.64,HARDAWAY WINNIE (29.36),5.12925,5222,M  C1,5.4,SH,
-,7,,515,SAN,R2,19/12/2019,,,-,,,,,,6G,
