Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
1,4,28.00000,440,SLE,R1,19/05/2019,26.077,24.962,1.17,DUSTY'S INK (26.16),5.495,422,M  C5,10,M,
5,5,29.60000,440,SLE,R7,06/10/2019,25.611,24.933,7.47,WOOLYBULLY KEATS (25.09),5.37,244,M  C5,34.3,S,
1,6,29.60000,440,SLE,R9,13/10/2019,25.429,24.828,0.61,WINLOCK WINNER (25.47),5.444,311,M  SW,35.6,X67H,
2,6,29.80000,440,SLE,R7,20/10/2019,25.45,25.027,4.57,BONAFIDE (25.13),5.4625,444,M  C5,20.2,X67F,
2,2,29.90000,440,SLE,R3,27/10/2019,25.57,24.758,4.77,ASTON KENJI (25.24),5.3875,222,M  C1  V14,2.5,X67,
2,8,29.80000,440,SLE,R9,10/11/2019,25.404,24.899,3.03,JAYVILLE ROMAN (25.19),5.404,522,M,3.5,X67,
4,8,30.10000,440,SLE,R4,17/11/2019,25.586,24.857,8.66,MATILDA HOOK (24.98),5.41,444,M  C1,3.9,X67H,
4,3,30.20000,440,SLE,R10,24/11/2019,25.641,24.798,3.57,SAD BUT TRUE (25.39),5.5125,644,S  C1,6.1,6G,
7,2,30.10000,440,SLE,R10,01/12/2019,26.014,24.916,6.77,SAD BUT TRUE (25.54),5.492,534,M  C1,18.6,RW,
6,3,30.10000,400,WGL,R10,10/12/2019,23.223,22.256,7.17,CARTER SENOR (22.72),8.562,55,M  C8,10.3,X67H,
7,3,30.00000,440,SLE,R9,15/12/2019,25.893,24.67,13.09,LOCKWOOD LAD (24.98),5.372,477,M  C11,21.9,X67H,
-,2,,400,WGL,R9,19/12/2019,,,-,,,,,,T3-RW,
