Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
7,3,27.60000,330,TEM,R1,17/11/2018,19.99,19.02,8.75,MONSTER LUCY (19.37),,,,2.5,M,
A,3,,320,WAG (Q),R1,18/01/2019,,,-,,,,,,QT,
2,6,28.40000,330,TEM,R2,02/02/2019,19.36,19.09,3.00,WICKED JET (19.14),,,,3,M,
2,4,28.60000,320,WAG,R1,15/02/2019,19.1,18.54,01.00,BRED TO WIN (19.02),,,,1.8,M,
1,7,28.20000,330,TEM,R1,23/02/2019,19.57,19.03,0.25,EXPLOSIVE GRANT (19.59),,,,1.8,M,
3,4,28.40000,320,WAG,R9,01/03/2019,19.08,18.46,7.50,STAGGER OUT FRED (18.56),,,,4.8,5,
2,6,28.30000,400,WAG,R4,15/03/2019,23.58,22.86,5.50,DANA HAMMY (23.19),,,,9,5,
3,5,28.00000,400,WAG,R9,28/03/2019,23.58,22.74,12.00,NED'S CHANCE (22.74),,,,16,5,
3,8,27.80000,400,WAG,R11,05/04/2019,23.43,22.64,7.00,DANA PHANTOM (22.94),,,,13,5,
A,4,,525,WAG,R6,18/04/2019,,,-,,,,,,XM5,
5,8,27.70000,457,TEM,R4,27/04/2019,27.1,25.87,6.00,STAGGER OUT FRED (26.67),,0,,4,5,
7,6,26.90000,320,WAG,R5,10/05/2019,19.33,18.17,9.25,DANA QUEEN (18.69),,,,34,5,
3,5,26.90000,320,WAG,R1,17/05/2019,18.94,18.47,6.50,ELLA THE WEAPON (18.47),,,,23,5H,
3,1,26.90000,350,GBN,R3,23/05/2019,20.56,19.93,3.00,BURGINATOR (20.34),,883,883,2.3,5,
1,2,27.60000,300,HVL,R10,05/07/2019,17.381,16.922,0.37,TEX RIBS (17.41),4.1125,1,M  C1,4.1,RWAPM,
2,1,28.10000,350,HVL,R5,12/07/2019,19.888,19.537,2.01,JIGGLY WIGGLY (19.75),6.725,2,M,6.4,RWAPM,
3,2,28.40000,350,HVL,R7,19/07/2019,19.932,19.481,5.54,ELECTRIC HIPPY (19.54),6.7425,2,M  C4  SW,2.5,RWAPM,
3,2,28.60000,350,HVL,R4,29/07/2019,19.861,19.373,0.50,MR. VINNIE (19.83),6.647,2,M,4.8,X67,
2,1,28.60000,350,HVL,R6,02/08/2019,20.031,19.582,3.17,GAZZA'S PICK (19.81),6.7725,2,M,4.2,RWAPM,
2,8,28.20000,300,HVL,R3,12/08/2019,17.26,16.646,0.11,JYE LICIOUS (17.25),4.0245,3,M  C1,2.4,X67H,
3,7,28.40000,300,HVL,R1,18/08/2019,17.068,16.342,1.24,CODY'S SUCCESS (16.98),3.9875,2,M  C4,6,X67F,
2=,5,28.40000,300,HVL,R3,25/08/2019,17.259,16.511,0.86,PSYCHO STAR (17.20),3.96,1,Q  C6,22.2,X67,
6,1,28.50000,300,HVL,R2,08/09/2019,17.166,16.672,5.53,OFF AN' GONE (16.78),4.1085,6,M,17.8,X67,
7,2,28.60000,350,HVL,R4,17/09/2019,20.088,19.424,6.86,SECRET PACKAGE (19.61),6.734,5,M  C1,36.5,X67,
2,3,28.60000,300,HVL,R4,23/09/2019,17.035,16.777,3.69,TOTALLY KNOW (16.78),4.02775,5,M  C1,17.7,X67,
1,6,28.80000,300,HVL,R3,30/09/2019,17.113,16.912,0.77,SOUTHERN EDGE (17.17),3.97,1,M  C1,4.5,X67,
2,5,29.00000,300,HVL,R12,06/10/2019,17.041,16.687,1.60,BIG BOY PADDY (16.93),3.945,2,Q  C1,4.2,5,
2,8,29.10000,300,HVL,R10,13/10/2019,16.965,16.45,3.57,SIMPLY SMARTER (16.72),3.93175,2,M,17.3,5,
4,6,29.10000,300,HVL,R9,21/10/2019,16.978,16.551,4.97,OUTTA MY DEPTH (16.63),3.9,1,M,38.9,X45,
6,8,29.20000,300,HVL,R11,24/11/2019,17.3,16.722,5.99,UNEXPLAINABLE (16.88),4.02675,4,M  C2,19.6,5,
3,7,29.20000,300,HVL,R10,29/11/2019,17.136,16.84,4.23,KHALEESI GIRL (16.84),4.062,4,M  C1,6.9,T3-5,
3,8,29.20000,300,HVL,R12,08/12/2019,16.978,16.632,4.73,SWIFT ELLIE (16.65),3.9585,4,M  C1,8.9,5,
4,8,28.90000,300,HVL,R12,15/12/2019,17.138,16.34,4.91,OCEAN MASTER (16.79),4.0325,4,M  C1,8.2,5,
