Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
4,1,26.00000,440,SLE,R2,28/04/2019,25.556,24.806,3.53,BEAUTY TO BEHOLD (25.31),5.512,553,M,4.5,MH,
1,2,26.30000,440,SLE,R1,05/05/2019,25.148,24.809,5.14,BOSCONO (25.51),5.42,111,M,3.8,M,
4,3,26.50000,440,SLE,R3,11/05/2019,25.404,25.018,5.51,ASTON ASAHI (25.02),5.2975,255,Q  W  C4,4.5,X67,
6,7,26.60000,515,SAP,R7,19/05/2019,30.933,29.53,13.94,DYNA SARAH (29.96),5.215,3666,M  C7,8.1,SH,
8,3,26.60000,515,SAP,R3,26/05/2019,30.897,29.448,15.37,HARDAWAY JAYJAY (29.82),5.17675,4778,M  C12  V14,14.2,7,
S,,,520,CRN,R6,24/06/2019,,30.638,-,BLONDIE LOCKS (30.64),,,,0,RWAPM,
5,2,25.60000,520,CRN,R6,08/07/2019,31.656,30.704,9.46,FLOJO MIKADO (30.99),5.836,6677,M  C4,3.8,RWAPM,
2,4,25.90000,440,SLE,R4,12/07/2019,25.787,25.004,3.39,CAILAH THAI (25.55),5.6265,644,S,5.9,7,
5,4,26.30000,460,WGL,R2,16/07/2019,26.879,25.974,6.09,SOLAR CHARGE (26.45),6.9855,776,M  C5,46.8,X67H,
4,4,27.10000,520,CRN,R7,31/07/2019,31.071,30.469,2.34,OFF TO MONACO (30.91),5.60175,4334,M  C4,19.5,X67,
4,5,27.50000,660,BEN,R4,10/08/2019,38.839,38.219,8.86,RED ROCHELLE (38.22),4.2,1222,M  C1,19.2,RW,
6,6,27.80000,520,CRN,R3,16/08/2019,31.769,29.919,10.90,TIMMY TUNGA (31.01),5.755,6776,S  C4,3.7,RW,
S,,,520,SLE,R9,18/08/2019,,29.579,-,AUDACIOUS GRACE (30.63),,,,0,RW,
1,1,26.40000,400,WGL,R4,21/11/2019,22.797,22.797,5.70,GALLOPING COXY (23.20),8.37,11,Q,2.9,T3-7,
3,5,25.90000,440,SLE,R10,01/12/2019,25.855,24.916,4.50,SAD BUT TRUE (25.54),5.597,765,M  C6  SW,12.5,RW,
5,6,25.80000,460,WGL,R5,06/12/2019,26.407,25.546,7.03,STAR NIGHT (25.92),6.815,567,M  C4,22.3,6G,
2,6,25.60000,440,SLE,R3,15/12/2019,25.071,24.67,3.70,DR. HEADLEY (24.81),5.434,432,M  C4,14.9,X67H,
