Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
5,7,25.70000,460,WGL,R1,30/08/2019,26.457,25.92,6.84,JAGUAR JESSIE (25.98),6.776,556,S  C2,8.7,M,
6,8,25.40000,460,WGL,R1,10/09/2019,26.872,25.789,11.94,MAX VOLTAGE (26.04),6.6385,346,M  C5,6.7,M,
1,2,25.60000,520,CRN,R3,25/09/2019,30.53,30.44,7.39,RENEWED (31.05),5.47,1211,M,5.3,M,
R,,,515,SAN,R1,10/10/2019,,29.59,-,MARSHALL DILLON (30.10),,,,0,7,
R,,,525,MEA,R1,12/10/2019,,29.883,-,GEORGIA KATE (30.53),,,,0,X67,
R,,,525,MEP,R2,16/10/2019,,29.651,-,HARD STYLE RICO (29.79),,,,0,X67H,
6,8,25.90000,460,GEL,R2,18/10/2019,26.68,25.481,12.13,RAZOR SHARP (25.83),6.7525,335,M  C5,6.2,X67,
3,6,25.80000,460,WGL,R4,22/10/2019,25.91,25.694,3.09,MAX VOLTAGE (25.69),6.48175,222,M,14.3,7,
3,7,25.80000,515,SAP,R11,27/10/2019,30.206,29.586,2.37,LILY PAD (30.04),5.2835,3333,M,3.1,7,
1,2,25.80000,520,GEL,R3,01/11/2019,29.979,29.979,1.97,CELL BLOCK TANGO (30.12),5.35,1111,M  C1,3.9,RW,
S,,,520,CRN,R6,05/11/2019,,30.565,-,GOLDEN GIFT (30.57),,,,0,X67,
R,,,525,MEA,R9,16/11/2019,,29.879,-,FAB'S EXCISE (30.41),,,,0,6G,
F,8,25.70000,525,MEP,R5,20/11/2019,,29.906,-,RUN BABA RUN (30.15),5.212,4888,M  C1  V0,3.3,X67H,
8,5,25.60000,515,SAP,R10,24/11/2019,30.589,29.551,8.74,SHANLYN DEANO (29.98),5.15675,3888,M  C4,21.2,RWH,
6,1,25.60000,515,SAN,R10,29/11/2019,30.196,29.358,7.80,ASTON PERIGNON (29.65),5.3675,7666,M,3.7,X67,
2,1,25.70000,520,CRN,R5,04/12/2019,30.612,30.34,3.89,WHODAT LOOKIN' (30.34),5.595,2122,Q  C4,3.1,RW,
3,2,25.90000,515,SAP,R11,15/12/2019,29.727,29.33,5.19,HARDAWAY WINNIE (29.36),5.0925,2333,M  C1,4.8,SH,
