Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
5,2,31.70000,311,CRN,R2,27/03/2019,18.354,17.673,7.31,INTER PHILLIP (17.84),10.0435,64,M  C1,14.3,M,
1,1,32.70000,311,CRN,R1,03/04/2019,17.965,17.552,2.11,PAW LICIOUS (18.11),9.72,11,M,3.8,M,
3,1,31.70000,400,WGL,R1,09/04/2019,23.196,22.667,1.74,HOT PIES (23.07),8.49675,43,M  C4  SW,5.5,7,
2,7,31.70000,400,WGL,R2,16/04/2019,22.996,22.46,4.80,BRAEMAR KEELIE (22.66),8.4775,22,M  C1,2.9,7,
1,3,31.80000,400,WGL,R2,23/04/2019,22.806,22.479,1.71,BAVARO (22.93),8.36,11,M,6.9,7,
3,7,32.00000,460,WGL,R7,30/04/2019,26.591,25.949,2.01,THREADIN' MIKADO (26.45),6.87675,333,M  C2,11.1,X67,
2,4,31.80000,311,CRN,R3,18/05/2019,17.9,17.535,0.19,INTER MIMI (17.89),9.71,11,M  C1,4,X67,
2,6,31.80000,460,WGL,R3,21/05/2019,26.242,25.598,3.56,LIGHTNING BLAST (25.99),6.55,111,M,7.4,X67,
3,4,31.70000,460,WGL,R4,28/05/2019,26.535,26.215,3.07,BEATRICE (26.32),6.51,122,M  C5,4.8,X67,
6,2,31.60000,460,WGL,R3,04/06/2019,26.569,25.611,10.37,ALLUSION (25.84),6.711,567,M  C5,2.6,X67,
4,4,31.90000,425,BEN,R4,14/06/2019,24.455,23.707,6.86,NEO BALE (23.98),6.63,122,M  C4  SW,13.2,X67H,
3,8,32.20000,400,WGL,R2,21/06/2019,23.14,22.66,0.71,GREASE LIGHTNING (23.09),8.535,22,M  C1,2.8,X67,
1,5,32.20000,400,WGL,R3,25/06/2019,22.792,22.584,4.20,OFF TO MONACO (23.09),8.4,11,Q  SW,4,X67H,
6,5,32.20000,400,WGL,R9,02/07/2019,23.123,22.548,7.13,NO TALKING (22.62),8.6585,76,M  C1,4.5,X67F,
1,1,32.00000,400,WGL,R4,09/07/2019,22.754,22.636,3.07,REGGIE KEEPING (22.97),8.32,11,Q,3.7,RWH,
7,6,32.00000,400,WGL,R10,16/07/2019,23.411,22.686,10.36,LIGHTS OF TANJIL (22.69),8.7,77,M  C7,10.3,RWF,
5,6,31.80000,400,WGL,R7,19/07/2019,23.036,22.336,10.00,DYNA HUNTER (22.34),8.655,55,M  C4,26.1,FFA,
S,,,400,WGL,R7,23/07/2019,,23.315,-,,,,,10,FFA,
2,3,32.20000,311,CRN,R4,16/08/2019,18.158,17.862,2.29,PERCY'S DIVA (18.00),9.8625,22,M,6.9,SH,
1,8,32.10000,311,CRN,R4,24/08/2019,17.908,17.908,3.41,PERCY'S DIVA (18.15),9.78,11,M  R  SW,11.6,SF,
4,3,32.10000,311,CRN,R11,28/08/2019,18.233,17.753,3.31,FAST TALKER (18.00),10.003,54,S  C1,2.1,RWH,
5,7,32.20000,311,CRN,R9,04/09/2019,18.369,17.725,5.59,PERCY'S DIVA (17.98),10.027,55,M  C4,8.5,RWF,
4,2,32.30000,311,CRN,R9,11/09/2019,18.248,17.858,1.20,ZADE'S MAGIC (18.16),10.0735,54,M,2.2,5H,
6,3,32.40000,400,WGL,R9,15/09/2019,23.163,22.405,6.59,HOLLY'S AFFAIR (22.70),8.63025,86,S  C4,5.5,5H,
8,8,32.30000,400,WGL,R11,24/09/2019,23.499,22.733,7.74,ISHMY BARRY (22.96),8.8095,77,S  C1,24.8,X45,
5,3,32.60000,460,WGL,R6,01/10/2019,26.54,25.88,9.43,WEEONA JIMMY (25.88),6.6195,334,M  C4,29.1,X45,
5,2,32.50000,460,WGL,R8,11/10/2019,26.461,25.821,9.14,MAX DYNAMO (25.82),6.7765,654,M  C4,34.5,X45,
1,3,32.80000,390,BAL,R7,16/10/2019,22.453,22.191,0.09,SHARKY SHARK (22.46),8.795,22,M  C4  SW,12.8,RW,
6,5,32.60000,450,BAL,R8,23/10/2019,26.095,25.179,9.59,PACQUIAO BALE (25.42),6.64175,256,M  C5,25.8,X45,
F,4,32.90000,400,WGL,R10,25/10/2019,,22.563,-,RUSTY MODEL (22.79),,,M  C7  V0,4.2,5H,
4,4,32.90000,311,CRN,R9,30/10/2019,18.255,17.619,7.50,WEEPING ANGEL (17.73),10.025,73,M  C4,6.8,RWH,
1,2,32.90000,311,CRN,R10,05/11/2019,17.733,17.733,2.61,RUSTY MODEL (17.92),9.66,11,S  SW,4.3,X45,
5,8,32.80000,460,WGL,R9,08/11/2019,26.55,25.923,5.40,TECH STOCK (26.17),6.56,123,M  C1,7.6,5H,
1,1,32.90000,311,CRN,R6,13/11/2019,17.77,17.77,6.00,MISS LAQUISHA (18.19),9.68,11,M  C1,2.7,FFA,
5,7,32.80000,311,CRN,R5,16/11/2019,18.328,17.655,9.61,LOCHINVAR ADORE (17.66),10.1335,55,M,6.4,4,
3,5,32.90000,460,WGL,R6,22/11/2019,26.256,26.008,3.43,UNTAINTED (26.02),6.5975,223,M  C4,16.6,X45,
7,3,33.20000,460,WGL,R8,26/11/2019,26.801,25.97,11.87,EYE CATCHER (25.97),6.7525,677,M  C8,25.4,X45,
3,8,33.00000,300,HVL,R10,15/12/2019,16.842,16.34,4.04,BONAFIDE (16.56),3.92,1,M,14.8,5,
