Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
2,1,26.40000,525,MEP,R3,13/03/2019,30.602,29.93,3.39,ERNESTO BALE (30.37),5.2525,2233,M  C2,2.5,MH,
7,8,26.40000,525,MEA,R1,23/03/2019,30.981,29.82,16.59,DYNA UNTHER (29.82),5.28025,6677,S  C4  V0,21.4,MF,
1,1,26.00000,515,SAP,R2,07/04/2019,30.231,29.308,0.11,WHY NOT POCKETS (30.24),5.21,1112,M  SW,4.7,MH,
7,8,25.90000,515,SAN,R1,11/04/2019,30.786,29.166,10.36,WHY NOT POCKETS (30.06),5.372,7887,S  V10,12.5,MF,
1,7,26.40000,460,GEL,R5,28/05/2019,26.023,26.023,4.13,MISS TOY (26.31),6.68,111,Q,3.1,T3-7,
3,5,26.00000,460,GEL,R5,07/06/2019,25.87,25.425,0.11,INTER CODY (25.86),6.5625,233,M,17.1,RW,
R,,,450,BAL,R5,12/06/2019,,25.117,-,CAWBOURNE SCAR (25.77),,,,0,RW,
1,7,26.20000,460,GEL,R3,14/06/2019,25.969,25.684,0.54,RED ROCHELLE (26.01),6.61,111,M  C1  SW,1.6,X67,
1,4,26.90000,525,MEP,R12,26/06/2019,30.23,29.8,6.49,ONE STEP FORWARD (30.68),5.07,1111,M  C1  SW,3.9,5H,
3,1,26.90000,525,MEA,R9,06/07/2019,30.49,29.652,6.24,I'M EASY BOYS (30.05),5.1775,3223,M,2.6,5F,
1,5,26.50000,525,MEA,R12,13/07/2019,30.441,29.915,0.09,ABBY BOOM (30.45),5.218,4433,M  C1,2.6,5,
8,2,26.30000,525,MEA,R10,20/07/2019,30.659,29.727,12.21,JEBRYNAH (29.80),5.195,5788,M  C8,47.3,SH,
6,3,26.80000,460,GEL,R6,02/08/2019,26.16,25.464,6.14,FEARLESS (25.73),6.67925,346,M  C4,5.4,RWH,
4,7,27.10000,460,GEL,R6,09/08/2019,26.347,25.867,4.76,KING LORRIMER (26.01),6.8225,464,M  C8  V0  SW,3.2,5,
5,8,26.70000,450,WBL,R5,15/08/2019,25.801,25.145,9.37,ZIPPING CIA (25.15),6.7245,466,M  C6,9,RWH,
4,7,26.70000,460,GEL,R6,27/09/2019,25.901,25.554,4.96,CHARGING YAALA (25.55),6.682,665,M  C1,26.9,5,
1,3,26.60000,460,GEL,R4,04/10/2019,25.986,25.607,2.17,CHARLIE COCKATOO (26.14),6.61,111,M,4.7,5,
5,3,26.90000,450,BAL,R8,09/10/2019,25.609,25.195,4.41,CHOPS MALONE (25.30),6.77925,775,M  C4,12.3,X45,
R,,,515,SAN,R6,24/10/2019,,29.252,-,WESTERN ENVOY (29.34),,,,0,X45,
5,7,26.80000,515,SAN,R12,07/11/2019,30.312,29.785,5.96,ALAMO JOE (29.90),5.145,2666,M  C1,19.2,5,
4,6,27.20000,520,GEL,R5,15/11/2019,30.234,30.15,1.20,MY WORD SHIRLEY (30.15),5.37,1123,M,6.6,X45,
3,2,27.20000,515,SAP,R9,01/12/2019,30.155,29.404,6.16,BY YOUR SIDE (29.72),5.28425,5444,M  C12,3.6,5,
3,7,27.10000,515,SAP,R12,15/12/2019,30.071,29.33,10.59,OAKVALE BEAUTY (29.33),5.14425,4444,M,19.9,SH,
-,4,,515,SAN,R12,19/12/2019,,,-,,,,,,5,
