Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
2=,2,28.00000,460,WGL,R4,30/04/2019,26.581,25.949,2.81,MEPUNGA MAGGIE (26.38),6.69,333,M  C4,2.3,MH,
3,6,28.00000,460,WGL,R7,07/05/2019,26.15,25.793,5.09,BARCIA PRINCE (25.79),6.5475,222,M  C1,14.9,MF,
3,3,28.10000,515,SAP,R7,12/05/2019,30.216,29.598,6.60,KING GRISTLE (29.75),5.1975,3223,M  W,3,MH,
7,2,28.40000,515,SAP,R4,19/05/2019,30.451,29.53,11.34,MEPUNGA DANIEL (29.66),5.1625,2226,Q  C4  V3,4.6,MSF,
R,,,460,WGL,R1,18/06/2019,,26.053,-,VESPER BALE (26.10),,,,0,M,
4,8,28.60000,515,SAP,R1,23/06/2019,30.521,29.571,12.56,SONGS AN STORIES (29.64),5.37,4444,M  C5,4.3,M,
1,5,28.80000,515,SAP,R1,02/09/2019,30.011,29.447,5.41,MORAINE ROSIE (30.39),5.23,1211,Q  R  C5,2.1,MH,
1,2,28.80000,515,SAP,R2,08/09/2019,29.975,29.826,5.21,MOSTRO ROCKS (30.34),5.13,1111,Q,1.6,MF,
2,4,28.60000,515,SAP,R4,12/09/2019,30.052,29.573,1.53,O'SULLIVAN (29.95),5.1925,3432,M  C9,2.4,X67H,
8,7,28.70000,515,SAN,R2,19/09/2019,31.098,29.543,22.21,O'SULLIVAN (29.54),5.35425,7888,M  C13  V5,11.3,X67F,
1,1,29.00000,515,SAP,R4,06/10/2019,29.527,29.389,2.26,JACKSON'S RIVER (29.69),5.08,1111,Q  SW,1.2,X67,
5,2,29.30000,515,SAP,R4,15/12/2019,30.07,29.33,5.81,EXTRA SPEED (29.66),5.1425,3345,M  C8,5.4,SH,
