Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
4,5,34.20000,395,BGC,R2,07/06/2017,23.62,22.59,5.00,GUNLEE GIRL (23.27),,4,4,3.9,MH,
3,4,33.90000,395,BGC,R3,14/06/2017,23.31,22.89,3.75,GAS UP ISA (23.05),,3,3,9.8,MF,
4,2,33.80000,395,BGC,R1,21/06/2017,23.79,22.67,3.50,JESS ROSE HI (23.54),11.02,6,6,3.6,MH,
1,4,34.00000,331,BGC,R3,25/06/2017,19.11,19.04,2.25,FOLLOW THE DUK (19.28),7.14,1,1,2.9,M,
S,,,395,BGC,R1,28/06/2017,,22.68,-,SIGARLA (23.14),,,,,M,
2,6,33.60000,331,BGC,R5,02/07/2017,19.47,19.02,3.00,GEORGIA CAN DO (19.26),7.33,4,4,1.8,NNP,
4,6,33.50000,395,BGC,R4,05/07/2017,23.12,22.67,4.25,KULU ZORRO (22.82),10.77,4,4,4.9,NNP,
1,8,33.40000,331,BGC,R5,09/07/2017,19.16,18.99,1.75,TEE BE GOOD (19.28),7.2,2,2,2.6,NNP,
S,,,395,BGC,R4,12/07/2017,,22.66,-,REGAL TRAV (23.05),,,,,NNP,
3,1,34.00000,395,BGC,R9,16/07/2017,23.2,22.68,4.25,ODESSA (22.91),10.78,3,3,2.5,5,
1,2,34.00000,395,BGC,R11,19/07/2017,22.91,22.79,3.50,I'M GLAD (23.16),10.63,1,1,4.2,5H,
4,6,33.90000,331,BGC,R12,23/07/2017,19.41,19.04,4.50,MOCHACHINI MAN (19.09),7.27,5,5,6.4,5,
2,1,33.70000,395,BGC,R6,26/07/2017,22.92,22.79,01.00,FREE SPIRIT (22.84),10.7,2,2,3.4,5F,
2,8,34.00000,395,BGC,R9,02/08/2017,23.04,22.57,6.50,SHOTOTSU (22.57),10.8,2,2,3.5,5H,
1,7,34.20000,395,BGC,R10,06/08/2017,23.21,22.92,0.05,ANOTHER RED (23.21),10.81,2,2,3.4,5,
S,,,395,BGC,R5,09/08/2017,,22.55,-,KAZEKO (22.72),,,,,5F,
1,7,33.60000,431,IPS,R3,14/10/2017,25.19,25.06,2.50,TREMALY QUEEN (25.38),13.47,1,1,5.1,5,
2,3,33.80000,431,IPS,R6,21/10/2017,25.48,25.42,0.05,THIS TIME MADDIE (25.48),13.73,2,2,4.8,X45,
3=,3,33.90000,520,IPS,R6,28/10/2017,31.23,30.58,2.25,AFTER GLOW (31.06),5.4,21,21,5.5,5,
3,6,34.00000,520,IPS,R8,04/11/2017,31.01,30.64,3.50,MO STRADAMUS (30.76),5.4,11,11,13.5,5H,
1,1,33.60000,520,IPS,R4,11/11/2017,31.13,30.55,1.25,MAYWYN REWARDS (31.22),5.42,11,11,3.7,5,
7,2,33.90000,520,IPS,R7,17/11/2017,31.61,30.8,11.50,MAYWYN REWARDS (30.80),5.64,65,65,3,X45,
4,2,33.60000,520,BGC,R10,23/11/2017,30.9,30.12,4.25,MISS AMELIA (30.59),5.66,43,43,6.4,NMW,
4,7,33.00000,520,BGC,R5,04/12/2017,30.7,30.28,3.00,DREAM YOUR DREAM (30.48),5.7,22,22,17.1,5H,
1,1,32.80000,520,BGC,R6,11/12/2017,30.49,30.26,0.25,BARBARA BENZ (30.51),5.6,11,11,6.8,5,
4=,8,32.70000,520,BGC,R7,18/12/2017,30.67,29.89,6.25,PENDITA (30.22),5.65,23,23,30.4,X45,
5,4,32.80000,395,BGC,R6,24/12/2017,23.35,22.84,6.25,KAZEKO (22.91),11.07,6,6,32.8,5,
3,5,33.00000,395,BGC,R9,31/12/2017,23.14,22.61,3.50,SHORT SESSION (22.89),10.9,3,3,3.7,X45,
2,5,33.30000,395,BGC,R7,07/01/2018,23.4,23.05,0.05,RALLY DRYVA (23.40),10.96,3,3,7.5,X45,
4,3,33.40000,520,IPS,R7,13/01/2018,31.09,30.56,5.25,MISS AMELIA (30.73),5.43,22,22,8.1,O,
3,8,33.30000,520,BGC,R9,18/01/2018,30.5,29.92,5.00,JIMARY FREE (30.15),5.66,23,23,8.7,5,
6,7,33.20000,520,BGC,R4,25/01/2018,30.82,29.9,11.75,FARMOR IN TIME (29.99),5.65,35,35,11.9,5,
2,2,33.00000,395,BGC,R7,04/02/2018,22.74,22.68,0.75,TRUTH PREVAILS (22.68),10.5,1,1,4.1,X45,
A,6,,395,BGC,R7,11/02/2018,,,-,,,,,,X45,
3,3,32.80000,431,IPS,R9,17/02/2018,25.55,25.15,5.75,DODGY DANCER (25.15),13.82,3,3,7.6,X34,
3,1,33.20000,520,IPS,R6,27/02/2018,31.17,30.84,4.75,LOGAN CITY (30.84),5.51,22,22,2.1,X45H,
4,2,33.30000,520,IPS,R7,06/03/2018,31.9,31.45,4.75,THAT HOUDINI (31.57),5.71,63,63,3.3,X45F,
2,2,33.30000,520,IPS,R7,10/03/2018,31.09,30.75,0.75,SENOR'S HEIR (31.03),5.42,22,22,5.6,X45,
4,8,33.00000,520,IPS,R10,15/03/2018,31.11,30.09,01.00,POWER OF PENNY (31.04),5.36,12,12,3.6,5,
2,4,32.90000,520,BGC,R4,22/03/2018,30.34,29.7,2.50,ADHARA STEEL (30.15),5.58,11,11,14.2,5H,
2,5,33.20000,520,BGC,R11,29/03/2018,30.43,29.69,1.50,CORYKODI (30.33),5.64,32,32,9.5,NMW,
5,7,33.40000,520,BGC,R11,05/04/2018,30.52,29.58,8.25,TWIN GALAXY (29.93),5.59,24,24,17.9,5,
4,5,33.50000,520,BGC,R2,12/04/2018,30.61,29.7,5.50,POWER SERVICE (30.22),5.62,22,22,17.9,5,
7,5,33.50000,520,BGC,R8,18/04/2018,30.78,30.28,7.00,SLEIGHT OF HAND (30.28),5.6,24,24,27.2,5,
S,,,407,ROC,R2,25/04/2018,,23.91,-,DANCE WITH WOLF (24.08),,,,,O,
2,8,33.20000,395,BGC,R10,09/05/2018,22.92,22.66,1.75,IRON MONARCH (22.79),10.67,3,3,3.9,X45,
4,3,33.40000,395,BGC,R5,14/05/2018,22.93,22.62,4.25,SHOT CLOCK (22.62),10.8,6,6,10.9,X34,
5,7,33.30000,520,BGC,R5,21/05/2018,30.47,29.78,3.75,KNOCKER KNOCK (30.20),5.64,23,23,7.9,X34,
1,2,33.60000,431,IPS,R8,26/05/2018,25.13,25.13,1.75,MISS GAMBLER (25.26),13.52,1,1,3.5,X34,
2,3,33.70000,520,BGC,R7,28/05/2018,30.28,29.78,2.25,ADHARA STEEL (30.12),5.66,22,22,7,X34,
3,4,33.50000,431,IPS,R4,02/06/2018,25.58,24.98,5.75,CAN'T POSSIBLY (25.18),13.82,5,5,15.3,X34,
5,4,33.50000,431,IPS,R9,08/06/2018,25.81,25.38,5.75,HAY BILLY (25.41),14.03,5,5,2.4,X45H,
1,2,33.60000,395,BGC,R7,20/06/2018,22.75,22.55,4.25,IRONBAR RICKY (23.04),10.48,1,1,3.1,X34,
2,8,33.50000,431,IPS,R5,23/06/2018,25.15,25.05,1.50,FOXY BE GOOD (25.05),13.51,2,2,2.8,X34,
5,8,33.50000,520,BGC,R9,05/07/2018,30.68,29.81,6.00,BIMBADGEN MAN (30.26),5.68,54,54,9.3,5,
1,8,33.30000,520,BGC,R6,09/07/2018,30.3,30.28,0.05,KINGSBRAE GRANMA (30.30),5.57,11,11,5.6,X45,
3,2,33.50000,520,BGC,R11,12/07/2018,30.51,29.71,5.25,ALPHA CHAOS (30.14),5.7,22,22,4.8,5,
8,6,33.40000,520,BGC,R9,19/07/2018,30.88,29.85,6.00,LOVE THE LOOK (30.45),5.7,45,45,10,5H,
1,6,33.10000,395,BGC,R10,22/07/2018,23.03,22.65,0.25,LUCKMAN (23.05),10.82,5,5,4.5,X45,
1,3,33.20000,520,BGC,R8,01/08/2018,30.31,30.31,3.25,PITTSBURGH PHIL (30.54),5.61,11,11,19.4,5,
3,3,33.10000,520,BGC,R3,09/08/2018,30.41,29.71,5.00,MONEY FOR JAM (30.06),5.58,33,33,12.5,5,
7,3,32.20000,460,WGL,R8,21/08/2018,26.919,25.865,12.20,ASTON UTAH (26.07),6.8875,766,M  C11  SW,5.6,X45,
6,3,32.80000,460,WGL,R6,02/10/2018,26.239,25.639,8.57,DELIVER (25.64),6.541,434,M  C5,18.3,5,
4,4,33.00000,425,BEN,R5,12/10/2018,24.298,23.839,3.91,BUY ME DIAMONDS (24.02),6.59,234,M  C4,31.4,X45,
2,2,33.50000,440,SLE,R11,28/10/2018,25.417,24.975,2.00,GO GO GURU (25.28),5.34,113,M  C1,5.5,5,
6,8,33.30000,500,BEN,R8,02/11/2018,28.932,27.947,14.07,ALL INN BAZ (27.95),6.6825,335,S  SW,11.2,X45,
S,,,440,SLE,R5,25/11/2018,,24.871,-,ALON (25.02),,,,0,X45,
1,8,33.30000,440,SLE,R6,05/12/2018,24.901,24.81,2.76,SERGEANT SCHULTZ (25.09),5.26,111,M,3.9,5,
5,7,33.20000,460,WGL,R8,11/12/2018,26.402,26.145,2.04,WHARFIES GIRL (26.26),6.56,122,Q,6.2,X45,
6,8,33.40000,520,SLE,R6,15/12/2018,29.654,29.061,8.47,AZKABAN (29.06),9.27,112,M,20.4,SH,
5,1,33.30000,515,GOS,R3,23/12/2018,30.08,28.9,9.25,FAST CAR DRIVING (29.43),4.32,1113,1113,4.8,X45,
S,,,425,BEN,R8,05/01/2019,,23.931,-,I'M TIPPING DON (24.39),,,,0,X45,
3,1,33.50000,460,WGL,R6,15/01/2019,26.209,25.631,2.21,SODA KING (26.05),6.5405,322,S  C4,3,5,
2,1,34.00000,440,SLE,R6,20/01/2019,24.915,24.766,2.13,BIG FLOOD (24.77),5.25,111,M,14.4,FFA,
1,7,33.70000,450,BAL,R9,30/01/2019,25.398,25.202,2.00,BALANCE (25.54),6.53,111,M  C1,6.1,5,
7,4,33.50000,450,BAL,R8,06/02/2019,25.844,25.05,3.79,ITALIAN PLASTIC (25.58),6.64175,567,M  C4,34.3,FFA,
4,6,34.10000,515,SAP,R8,10/02/2019,29.764,29.362,4.70,COURTING (29.44),5.07,1222,M,5.5,5,
8,7,33.90000,515,SAN,R12,14/02/2019,30.251,29.251,7.79,BLISTERING (29.71),5.2075,3446,M  C4,6.1,5,
R,,,425,BEN,R7,22/02/2019,,23.718,-,MY BRO LEWIS (23.90),,,,0,5,
S,,,440,SLE,R8,03/03/2019,,24.716,-,JESAULENKO (24.72),,,,0,FFA,
2,5,34.00000,440,SLE,R5,10/03/2019,25.378,24.936,2.61,WEEONA JIMMY (25.20),5.3275,223,M  C2,8.9,X45,
1,7,34.00000,440,SLE,R8,15/03/2019,24.774,24.774,1.70,WEEONA JIMMY (24.89),5.25,111,M,7.5,X34,
6,3,33.80000,460,WGL,R8,19/03/2019,26.456,25.703,4.53,MAJOR RIOT (26.14),6.68475,744,M  C2  SW,13.4,X45,
6,4,33.80000,460,WGL,R8,26/03/2019,26.28,25.654,6.81,ASTON VANQUISH (25.80),6.5825,233,M  C1  V21,12,X45,
5,1,33.70000,425,BEN,R6,04/05/2019,24.55,23.625,7.73,FERNANDO'S BOY (24.01),6.542,335,Q  C8,8.3,5,
2,6,33.80000,460,WGL,R6,14/05/2019,26.003,25.681,1.81,RED HOT CHEVY (25.88),6.5925,222,M,6.9,X45,
2,7,33.90000,460,WGL,R8,21/05/2019,26.076,25.598,4.89,RED HOT CHEVY (25.73),6.6125,333,M,5.9,X45,
5,3,33.60000,400,GEL,R10,31/05/2019,23.066,22.446,8.86,LAGOON PIRATE (22.45),8.6345,65,M  C4,17.3,X45,
2,6,33.80000,440,SLE,R8,09/06/2019,25.262,24.877,1.34,DEGANI (25.17),5.364,443,M  C4,11.8,FFA,
2,1,33.50000,311,CRN,R10,12/06/2019,18.018,17.774,2.54,PICTOR LUCY (17.84),9.9725,42,M,3.6,5,
6,8,33.60000,450,BAL,R6,19/06/2019,25.79,25.496,4.20,CHARGING YAALA (25.50),6.705,444,M  C4,11.9,X45,
4,8,33.50000,440,SLE,R8,23/06/2019,25.16,24.911,1.94,MARCELLO (25.02),5.4725,545,M,7.9,FFA,
2,5,33.80000,311,CRN,R11,31/07/2019,17.932,17.717,0.30,BLAZIN' ABOUT (17.91),9.76,12,M  C5,3.6,5,
1,5,33.60000,311,CRN,R12,07/08/2019,17.959,17.674,2.54,LORD DAVINCI (18.14),9.81,11,M  C1  SW,2.2,5,
5,8,33.90000,425,BEN,R7,16/08/2019,24.545,24.03,5.67,KRAKEN RUBEN (24.15),6.6645,344,M,2.8,5,
4,6,33.90000,425,BEN,R11,23/08/2019,24.32,23.627,3.96,TROUPER (24.04),6.695,334,M  C1  SW,7.7,5,
5,4,33.50000,400,WGL,R9,30/08/2019,23.192,22.639,4.46,MASTER ZEMNICK (22.88),8.58,34,M  C1,4.8,X45,
5,5,34.00000,390,BAL,R9,25/09/2019,22.692,22.095,5.54,HAMMER HEAD (22.30),8.537,54,M  C8,12.6,5,
1,5,33.70000,390,BAL,R11,02/10/2019,22.157,21.759,2.37,LOCHINVAR ADORE (22.32),8.5,22,M  C1,21.9,X45,
7,3,33.90000,450,BAL,R10,09/10/2019,26.072,25.195,9.11,ALAMO JOE (25.43),6.61375,466,M  W  C5,4.7,5,
6,8,33.90000,400,WGL,R11,15/10/2019,22.955,22.367,3.20,ASTON RUM (22.73),8.4215,55,M  C1,2.2,5,
S,,,440,SLE,R8,27/10/2019,,24.758,-,DEGANI (25.04),,,V7,0,FFA,
3,5,34.20000,440,SLE,R8,03/11/2019,25.121,24.828,0.73,RUNNIN' ROYALTY (25.07),5.24,133,Q,44.1,FFA,
R,,,400,WGL,R11,08/11/2019,,22.696,-,BANJO'S AFFAIR (22.73),,,,0,5,
R,,,400,WGL,R10,12/11/2019,,22.487,-,EYE GOT IT (22.49),,,,0,5H,
2,8,34.60000,440,SLE,R8,17/11/2019,25.127,24.857,3.86,MEPUNGA BONNIE (24.86),5.4,222,M  C1,6.2,FFA,
2,7,34.30000,440,SLE,R8,24/11/2019,25.159,24.798,5.16,DEGANI (24.80),5.377,333,M,13,FFA,
7,2,34.50000,450,BAL,R6,04/12/2019,25.865,25.169,8.03,EMERALD RAINBOW (25.30),6.5775,335,M  W,17.4,5H,
3,4,34.10000,440,SLE,R8,08/12/2019,25.095,24.841,0.57,FROST US (25.06),5.2375,223,M  C4,10.3,FFA,
2,3,34.10000,440,SLE,R7,15/12/2019,24.957,24.67,0.76,MACY LEE (24.90),5.3795,522,M  C4,8.8,FFA,
-,8,,311,CRN,R9,18/12/2019,,,-,,,,,,VET,
