Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
4,7,27.50000,400,WGL,R1,23/07/2019,23.826,23.315,7.30,BACK A ROUGHY (23.32),8.6875,44,M  C4,3.7,M,
1,1,27.00000,390,SHP,R1,15/08/2019,22.372,22.088,0.40,LOW PLANES (22.40),8.52,11,M  SW,3.3,M,
S,,,390,SHP,R3,22/08/2019,,22.144,-,ALQUIST (22.17),,,,0,7,
6,1,27.40000,400,WGL,R1,15/09/2019,23.796,22.405,14.06,NO MORE PARTYING (22.81),8.481,35,M  C2,10.9,X67,
2,3,27.60000,400,WGL,R9,15/10/2019,22.776,22.367,0.63,WEEONA YOSHI (22.73),8.36,11,M,4,RW,
3,6,27.80000,390,BAL,R9,23/10/2019,22.506,22.097,4.50,MISS NEVER MIND (22.19),8.66,42,M  C1,2.8,RW,
1,5,28.00000,311,CRN,R2,30/10/2019,17.791,17.619,0.40,SHANLYN ROB (17.82),9.59,11,M,8.9,X67,
7,6,28.40000,440,SLE,R10,05/11/2019,26.129,24.972,11.49,ASTON KENJI (25.33),5.4765,644,M,3.8,X67,
2,1,28.30000,311,CRN,R9,13/11/2019,18.01,17.77,01.00,WHODAT LOOKIN' (17.94),9.75,11,M,1.5,X67,
7,1,28.40000,311,CRN,R1,16/11/2019,18.789,17.655,13.90,CAL'S GIRL (17.82),10.2445,87,M  C8,2.8,X67,
3,3,28.40000,350,HVL,R4,15/12/2019,19.699,19.042,0.29,SUPERIOR BREEZE (19.68),6.77425,5,M,4,6G,
