Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
3,2,35.70000,425,BEN,R2,17/05/2019,24.875,23.885,5.91,ASTON MOSCATO (24.46),6.805,433,M  C5,10.6,MH,
5,6,35.70000,425,BEN,R2,24/05/2019,25.056,23.808,14.86,STEEL MAGNOLIA (24.02),6.806,876,M  W,18.5,MF,
5,1,35.30000,450,BAL,R4,29/05/2019,26.496,25.164,9.43,DURANT (25.84),6.8845,556,S  C5,36.7,MH,
7,3,35.50000,450,WBL,R2,06/06/2019,26.716,25.359,11.47,ARCH ENEMY (25.91),6.8975,567,M  C9  V5,16.2,MH,
4,3,34.50000,460,GEL,R2,18/06/2019,26.774,26.003,4.44,EQUALS TWO (26.46),6.952,454,M  C1,6.5,T3-M,
6,4,34.90000,450,SHP,R9,24/06/2019,26.371,25.805,4.46,JANIYA BALE (26.06),6.89375,556,M  W  C1,11.2,T3-M,
5,7,35.60000,450,SHP,R2,01/07/2019,26.50175,25.72,11.02,CURIOUSER (25.73),7.172,865,S  C4,29.4,T3-M,
2,8,35.40000,425,BEN,R1,31/07/2019,24.398,23.985,1.63,KRAKEN JONNY (24.28),6.842,422,S,12.6,MAPM,
4,5,35.50000,450,SHP,R2,05/08/2019,26.195,25.431,10.91,CORNHILL TIGER (25.43),7.031,864,S  SW,8.3,T3-M,
4,2,36.10000,440,SLE,R1,09/08/2019,26.11,25.123,0.96,ANNIE ROSE (26.04),5.7765,764,S  C4,7.8,MH,
R,,,425,BEN,R1,14/08/2019,,24.118,-,KID CALLUM (24.63),,,,0,T3-M,
1,2,35.90000,515,SAP,R1,18/08/2019,30.219,29.087,0.01,TRISKELION (30.22),5.28,1111,M  C1,9.7,M,
4,6,35.70000,515,SAP,R4,25/08/2019,30.728,29.603,10.69,RICO'S AMORE (29.98),5.4845,5555,S,24.1,RWH,
S,,,515,SAP,R5,02/09/2019,,29.447,-,MITCH BALE (30.04),,,,0,RWF,
R,,,500,BEN,R4,20/09/2019,,28.06,-,FONZARELLI (28.66),,,,0,RW,
1,3,35.20000,450,BAL,R5,23/09/2019,25.736,25.63,0.37,PARTNERSHIP (25.76),6.575,211,M  C1,18.8,T3-RW,
4,7,35.30000,460,WGL,R5,27/09/2019,27.192,26.08,7.60,PRINCESS RACHMA (26.66),6.7025,324,M  C4  SW,5.4,RW,
S,,,460,WGL,R7,03/10/2019,,26.014,-,AIRLY SPENCE (26.07),,,,0,T3-RW,
S,,,390,SHP,R9,07/10/2019,,22.205,-,LEVY'S BANJO (22.60),,,,0,T3-RW,
1,2,35.60000,450,BAL,R7,28/10/2019,25.806,25.686,3.33,FIRELIGHT TWIST (26.04),6.81,221,M  C1,3.2,T3-RW,
2,4,35.80000,460,WGL,R7,31/10/2019,26.666,25.983,6.50,DUNDEE ACE (26.21),6.70925,442,S  C6,2.3,T3-6,
8,1,35.40000,500,BEN,R8,08/11/2019,29.501,28.08,16.29,FLO LAVA (28.36),6.997,888,S,43.9,X45,
5,4,35.70000,450,WBL,R7,14/11/2019,26.034,25.415,8.84,MASTERMIND KID (25.42),6.8725,333,M,29.3,RWH,
S,,,450,WBL,R6,21/11/2019,,25.475,-,MASTERMIND KID (25.58),,,,0,RWF,
3,2,35.60000,400,WGL,R12,03/12/2019,23.337,22.612,7.13,KROOS (22.84),8.776,75,S  C5,25.7,5,
2,8,35.80000,515,SAP,R7,08/12/2019,29.967,29.695,1.57,BUSH SONG (29.86),5.29,3322,M  SW,25.4,5,
S,,,515,SAP,R8,15/12/2019,,29.33,-,ROCK ME GORGEOUS (29.73),,,,0,X45,
