Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
2,1,35.50000,410,HOR,R1,14/08/2018,23.777,23.321,0.73,LOBSTER HILL (23.73),10.6425,21,M,3.5,M,
5,3,35.90000,425,BEN,R1,17/08/2018,24.973,23.855,9.16,ROD VADER (24.33),7.1025,775,M  C1,2.9,MH,
6,6,35.80000,410,HOR,R2,21/08/2018,24.126,23.272,8.41,ASTON ZORO (23.54),10.6575,67,S  C5,5.3,MH,
R,,,425,BEN,R1,24/08/2018,,23.911,-,ROD VADER (24.33),,,,0,MF,
5,8,36.00000,410,HOR,R3,28/08/2018,24.003,23.41,3.83,MASTER COSMIC (23.74),10.9375,76,S  C5,1.8,M,
5,6,36.10000,410,HOR,R2,04/09/2018,24.099,22.984,7.06,SHORTY GEORGE (23.61),10.9975,66,S  C5,2.4,M,
3,1,35.50000,410,HOR,R1,11/09/2018,23.863,23.138,6.06,KRAKEN WITCH (23.44),10.9575,44,M  C4,1.8,M,
1,7,35.50000,410,HOR,R2,15/09/2018,23.681,23.441,1.91,ABSOLUTE DREAM (23.82),10.45,11,M,3.8,M,
S,,,425,BEN,R2,19/09/2018,,24.075,-,STILL SINGLE (24.63),,,,0,M,
4,6,35.80000,410,HOR,R2,25/09/2018,23.932,23.239,5.31,WINLOCK SLIM (23.56),10.6845,77,M  C4,5,7,
2,8,36.20000,425,BEN,R4,28/09/2018,24.694,23.995,4.46,LANCE LINK (24.38),6.844,842,M  C1,4.9,7,
S,,,425,BEN,R9,03/10/2018,,24.236,-,THROUGH (24.42),,,,0,T3-7,
5,6,35.70000,425,BEN,R9,17/10/2018,24.839,24.18,1.77,HAGRID GRANGE (24.72),6.9595,866,M  C1,1.8,X67,
2,6,35.40000,390,SHP,R9,22/10/2018,22.513,22.156,1.99,KIEWA COWBOY (22.37),8.8325,32,M  C1  SW,5.5,7,
R,,,425,BEN,R1,26/10/2018,,23.786,-,FEND OFF (24.16),,,,0,X67,
2,2,35.50000,440,SLE,R9,27/10/2018,25.479,24.995,3.00,NATE'S AWESOME (25.27),5.6325,532,M  C1,7,7,
4,6,35.60000,440,SLE,R3,04/11/2018,25.554,24.726,7.84,FERNANDO'S BOY (25.01),5.5625,876,S  C1,28.3,X67,
2,7,35.00000,450,WBL,R1,08/11/2018,25.792,25.426,4.10,SHE'S A MITZI (25.51),6.86625,522,M  C1,5.4,X67,
