Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
3,5,27.40000,311,CRN,R1,18/04/2018,18.227,17.557,6.93,ARTICUS (17.74),10.01,33,M  C1,8.5,M,
4,3,27.20000,311,CRN,R3,09/05/2018,18.397,17.793,6.29,MAVERICK TYPHOON (17.96),10.1285,33,M  C4,7.7,MH,
1,1,26.80000,311,CRN,R1,16/05/2018,18.058,17.721,1.43,KAZZA MAGOO (18.16),9.84,11,Q  SW,3.4,M,
2,1,26.90000,311,CRN,R3,23/05/2018,18.32,17.752,0.56,GO ZIPPY GO (18.28),9.9805,42,M  C2,3.5,7,
1,8,27.10000,311,CRN,R4,26/05/2018,17.922,17.69,4.34,SPRITELY MALIBU (18.23),9.67,11,M,4.7,RW,
5,3,27.00000,311,CRN,R4,30/05/2018,18.422,17.75,1.41,WATER PISTOL (18.32),10.115,32,M  C2,2.7,X67,
S,,,400,WGL,R2,12/06/2018,,22.693,-,VOLCANIC WINTER (22.89),,,,0,X67H,
2,4,27.40000,311,CRN,R1,21/07/2018,18.217,17.884,1.49,WEEONA BONNIE (18.11),9.847,22,M,2.6,X67,
6,8,27.50000,311,CRN,R4,25/07/2018,18.554,17.727,7.41,ANITA'S GIRL (18.04),10.2125,46,M  W  C5,2.3,6G,
S,,,311,CRN,R2,21/11/2018,,17.571,-,GOLDEN ROMANCE (17.86),,,,0,X67,
5,3,28.10000,311,CRN,R3,10/04/2019,18.469,17.597,6.41,SHOTGUN SHILOH (18.02),10.1785,55,M  C8  SW,5.6,X67,
4,3,27.60000,311,CRN,R3,17/04/2019,18.31,17.602,5.91,WEEPING ANGEL (17.90),10.03,43,M  C4,9.8,X67,
8,5,27.30000,311,CRN,R10,25/04/2019,18.56,17.741,8.39,HOPEFUL (17.97),10.0575,75,M  C6,6.9,RW,
6,6,27.10000,311,CRN,R4,15/05/2019,18.77,17.578,11.11,SHOTGUN SHILOH (17.99),10.2025,78,S  W,9.9,RWH,
1,1,27.40000,311,CRN,R9,20/05/2019,18.099,17.962,5.84,WOODLEIGH SAL (18.51),9.87,11,Q,2.2,6APM,
S,,,400,WGL,R12,24/05/2019,,22.714,-,TRUE GEM (22.71),,,,0,5,
2,5,27.40000,311,CRN,R11,05/06/2019,18.459,17.723,1.07,MISS DOZER (18.38),9.947,22,M  W  C5,7.9,5,
2,3,27.80000,311,CRN,R12,08/06/2019,18.152,18.052,1.29,GOORAWIN (18.06),9.9,22,M,2.1,APM,
6,8,28.10000,311,CRN,R12,12/06/2019,18.608,17.774,5.60,IONA MISTY (18.22),10.245,66,M  C4,2.9,5,
1,4,27.80000,311,CRN,R3,07/08/2019,17.962,17.674,4.03,FRONT BAR (18.24),9.74,11,Q,4.5,RW,
7,4,28.20000,311,CRN,R9,16/08/2019,18.456,17.862,7.84,ASTON RUM (17.91),10.03,67,M  C8  SW,16.9,X45,
6,1,28.30000,311,CRN,R9,24/08/2019,18.595,17.908,6.80,PERCY'S CURSE (18.12),10.122,75,M,18.9,FFA,
7,8,28.20000,311,CRN,R11,28/08/2019,18.471,17.753,6.71,FAST TALKER (18.00),10.108,77,M  C8,13.1,RWH,
5,6,28.30000,311,CRN,R12,04/09/2019,18.292,17.725,4.41,DEWANA SPRITE (17.98),10.035,44,M  C4,9.5,5,
4,4,28.60000,300,HVL,R12,17/09/2019,17.003,16.744,1.91,SUPERIOR UNO (16.87),3.9,1,M,21.5,5,
4=,1,28.70000,300,HVL,R12,22/09/2019,16.941,16.661,2.04,SPEEDY SPYRO (16.80),,,M  C1,7.1,5,
2,5,28.80000,400,WGL,R12,27/09/2019,23.0965,22.784,1.25,TIBBY SHORE (23.01),8.4575,22,M,10,5NP,
3,7,28.90000,400,WGL,R12,01/10/2019,23.29,22.538,1.86,FOURTH DIMENTION (23.16),8.5275,32,M  C1,6.8,5NP,
3,4,29.30000,440,SLE,R12,06/10/2019,25.696,24.933,1.14,FLASH FRANKIE (25.62),5.445,222,M  C2,3.1,5NP,
4,6,29.00000,400,WGL,R12,11/10/2019,23.556,22.474,7.34,RYDER SIR (23.04),8.9005,85,M  W  C8,1.5,5NP,
R,,,311,CRN,R9,16/10/2019,,17.734,-,MISS LAQUISHA (18.10),,,,0,5,
1,7,29.50000,300,HVL,R11,18/10/2019,17.016,16.736,0.90,BLISTERING BETTY (17.08),3.9925,2,M  C1,1.6,T3-5,
7,6,29.10000,311,CRN,R11,23/10/2019,19.199,17.814,17.90,THAT WILL BE (17.95),10.215,86,M  C11,7.7,5,
R,,,400,WGL,R12,29/10/2019,,22.413,-,RAGLAN REVOLVER (22.62),,,,0,5,
2,7,29.10000,311,CRN,R11,30/10/2019,18.047,17.619,0.29,MABEL'S FIRE (18.03),9.8775,22,M  C1,11.7,RWH,
S,,,350,HVL,R6,03/11/2019,,19.031,-,ZEMIRA MIKADO (19.24),,,V10,0,5,
S,,,311,CRN,R5,05/11/2019,,17.733,-,DIMITROV (17.83),,,,0,RWF,
2,2,29.40000,311,CRN,R12,13/11/2019,17.985,17.77,1.50,TOTALLY BULLISH (17.88),9.855,22,M,2,5,
5,5,29.50000,311,CRN,R4,16/11/2019,18.685,17.655,8.31,KNUCKLES (18.10),10.2325,75,M  C5,4.3,5,
4,2,29.10000,440,SLE,R11,24/11/2019,25.616,24.798,3.13,BUMBLE BEE BOLTO (25.40),5.39,222,M,21.9,5,
R,,,300,HVL,R9,01/12/2019,,16.713,-,RAVE ON (16.74),,,,0,X45,
1,5,28.70000,311,CRN,R11,04/12/2019,18.108,17.618,0.06,ADDO JOSH (late ADO CARR) (18.11),9.75,11,Q  C1,4.1,5,
R,,,300,HVL,R4,08/12/2019,,16.632,-,RUNNIN' RAMPAGE (16.63),,,,0,X45,
7,6,28.80000,311,CRN,R10,11/12/2019,19.061,17.857,16.01,TOBY TIME (17.94),10.5895,77,M  C4,9.8,X45,
5,6,28.70000,300,HVL,R11,15/12/2019,16.913,16.34,2.23,NO TALKING (16.76),3.977,3,M,15.1,5,
-,5,,311,CRN,R7,18/12/2019,,,-,,,,,,X45,
