Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
3,5,27.80000,525,MEP,R1,04/09/2019,30.815,29.948,3.53,NESSA'S EX TEDDY (30.57),5.29625,5222,M  C1,3.1,M,
2,7,27.80000,525,MEP,R1,11/09/2019,30.409,29.929,0.36,SILENT DISMISSAL (30.38),5.07,1111,Q,13.3,MH,
1,5,27.50000,525,MEA,R1,21/09/2019,30.321,30.069,7.30,MISSY GIBLET (30.83),5.12,1111,M  SW,5.4,MF,
2,6,27.70000,525,MEA,R1,28/09/2019,30.511,29.646,2.90,DEWANA MILKSHAKE (30.31),5.07,1122,M  C1,3.3,X67,
1,8,27.80000,515,SAN,R1,03/10/2019,29.989,29.293,2.81,I'M A KRAKOUER (30.19),5.2125,3221,M  C4,3.8,7,
6,7,28.30000,525,MEP,R12,09/10/2019,30.919,29.883,9.26,SAINT DESTRUCTOR (30.27),5.275,4666,M  C3,8,S,
1,7,28.10000,525,MEA,R9,19/10/2019,30.267,29.884,0.13,MY DEWANA PENNY (30.28),5.07,1111,M  SW,6.1,X67,
8,7,27.80000,515,SAN,R5,24/10/2019,30.785,29.252,21.90,AVALANCHE (29.25),5.25,6888,M  C4,10.3,5,
8,3,28.00000,515,SAN,R6,31/10/2019,30.463,29.075,18.01,SHIMA SHINE (29.20),5.107,4458,M  C6,53.5,S,
4,6,28.20000,460,GEL,R6,08/11/2019,25.976,25.628,2.66,ALLUSION (25.79),6.705,233,M,10.6,5H,
3,6,28.10000,460,GEL,R6,15/11/2019,25.915,25.446,2.59,BANDWAGON (25.73),6.56,111,M  W  C1,24.3,5F,
4,1,28.00000,515,SAP,R7,24/11/2019,29.984,29.551,6.19,ASTON WIZARD (29.55),5.085,2233,Q  C5,7.7,RWH,
R,,,515,SAN,R1,29/11/2019,,29.358,-,ROPER RIVER JAKE (29.53),,,,0,X45,
3,5,28.20000,525,MEA,R5,30/11/2019,30.272,29.786,1.61,VESPER BALE (30.16),5.105,3222,M  C1,15.4,5,
6,7,28.20000,525,MEA,R2,07/12/2019,30.615,29.938,6.79,INCREDIBLE HERO (30.14),5.28175,7766,M  C13,9.8,5,
7,3,28.70000,515,SAP,R10,15/12/2019,30.606,29.33,16.96,IT'S NOT FUN (29.42),5.29175,7577,S  C8  V10,3.1,SH,
