Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
3,5,37.30000,400,GEL,R2,07/05/2019,23.037,22.445,4.53,AGENT LAYLAN (22.72),8.885,44,M  C1,4.3,MAPM,
4,1,37.00000,460,GEL,R1,10/05/2019,26.569,25.579,4.99,CANYA LILLY (26.22),6.89,453,S,7.7,MH,
1,2,37.20000,525,MEP,R2,15/05/2019,30.775,29.867,1.57,HADARAH BALE (30.89),5.334,5111,M  SW,4,M,
S,,,460,GEL,R4,17/05/2019,,25.58,-,COCOON (26.00),,,,0,MF,
4,1,37.20000,525,MEP,R10,22/05/2019,30.801,29.921,10.56,YOPPI ALLEN (30.06),5.3175,5664,M  C1,12.9,RWH,
7,6,37.20000,525,MEP,R3,29/05/2019,31.164,29.929,12.47,YOPPI ALLEN (30.29),5.394,8877,M,23.6,RWF,
4,1,36.90000,350,HVL,R7,28/06/2019,20.019,19.651,2.39,BURNING EXPRESS (19.85),6.93675,6,S  C4  V7,7.8,7APM,
4,4,36.80000,350,HVL,R3,07/07/2019,20,19.258,2.14,BURNING EXPRESS (19.85),6.901,8,S,32.7,X67H,
5,2,36.80000,350,HVL,R4,14/07/2019,19.766,19.08,5.39,MONTEY JACK (19.39),6.87,5,M,50.8,X67F,
2,7,36.90000,400,GEL,R3,30/07/2019,23.113,22.88,3.33,CHLOE'S BOY MARV (22.88),8.735,44,M  C1,6.5,T3-7,
3,1,37.00000,460,GEL,R5,13/08/2019,26.368,25.919,4.67,GINNY WEASLEY (26.04),6.7425,433,M  C5  SW,2.1,T3-7,
6,4,37.20000,525,MEP,R3,04/09/2019,30.986,29.948,10.54,PODIUM (30.25),5.31925,6555,M  C1,34.3,7,
7,5,37.30000,525,MEP,R9,11/09/2019,31.45,29.929,14.99,TIGGERLONG TONK (30.40),5.29425,5667,S  C4,49.7,7,
6,8,37.20000,400,GEL,R4,24/09/2019,23.315,22.69,8.93,BLACK MUSTANG (22.69),8.971,66,S  C2,6,T3-7,
6,4,36.90000,460,WGL,R4,01/10/2019,26.596,25.88,6.54,MAJOR MINTER (26.14),6.85775,776,S,51.2,X67,
7,5,37.60000,460,WGL,R5,24/10/2019,26.902,25.783,9.19,BIGWIG (26.26),6.8135,577,M  C5,16.5,T3-7,
1,7,37.40000,350,HVL,R4,01/11/2019,19.651,19.455,1.56,FLYING SOLO (19.76),6.927,7,S,12.8,T3-7,
3,7,37.20000,350,HVL,R7,15/11/2019,19.991,19.408,6.16,ALI TONIC (19.56),6.83425,4,S  W  C9,4.4,T3-RW,
6,2,37.30000,515,SAP,R3,01/12/2019,30.591,29.404,6.27,DEBBIE'S DESTINY (30.15),5.4275,7665,S  C1,33.5,6G,
2,6,37.40000,515,SAP,R4,08/12/2019,30.31,29.695,5.39,KING OF SWING (29.93),5.2785,4322,S  C6,29.3,RW,
4,8,37.20000,350,HVL,R4,15/12/2019,19.832,19.042,2.19,SUPERIOR BREEZE (19.68),6.87225,8,M,12.9,6G,
