Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
5,1,29.10000,450,BAL,R4,22/07/2019,26.554,25.893,9.44,KAT'S HUGHY (25.89),7.055,444,M  C2,18.7,MAPM,
4,4,29.00000,450,BAL,R3,29/07/2019,25.996,25.595,5.73,PEAS AND CARROTS (25.60),6.9455,755,S  C1,21.4,MAPM,
5,3,28.80000,450,BAL,R3,05/08/2019,26.147,25.705,6.30,SPRIGHTLY FABIO (25.71),6.78925,366,M  C4,47.5,MAPM,
2,8,28.80000,460,GEL,R3,13/08/2019,26.225,25.919,4.37,REIKO HOUDINI (25.92),6.7,112,Q,4.4,T3-M,
2,2,28.90000,460,GEL,R1,20/08/2019,26.359,25.968,5.59,WEBLEC WIZZ (25.97),6.8825,333,M,5.1,T3-M,
4,6,28.50000,425,BEN,R1,23/08/2019,24.782,23.627,10.76,SHADOW MIST (24.03),6.8665,554,M  C1  SW,8.3,M,
1,4,28.90000,450,BAL,R7,30/08/2019,25.938,25.75,3.11,VROOM VROOM (26.16),6.96,511,S  C1  SW,2.6,T3-RW,
2,4,29.10000,525,MEP,R5,04/09/2019,30.387,29.948,0.94,SPRING TRICK (30.32),5.2075,2222,M,9.6,RW,
6,4,29.10000,525,MEP,R5,11/09/2019,30.936,29.929,10.09,ZEKEL BALE (30.23),5.36,5655,M  C4,9.7,X67,
4,8,29.10000,500,BEN,R4,20/09/2019,28.895,28.06,3.31,FONZARELLI (28.66),6.857,334,M  C1,3.5,RW,
R,,,350,HVL,R5,27/09/2019,,19.342,-,MY DIAMOND GIRL (19.71),,,,0,T3-RW,
2,6,29.30000,460,GEL,R6,01/10/2019,26.233,25.591,2.33,GETTYSBURG (26.07),6.67175,222,M,2.6,T3-RW,
7,5,29.10000,525,MEA,R1,05/10/2019,31.21,30.054,9.27,SHIFTING SANDS (30.56),5.2695,6888,M  C4,9.3,X67,
8,5,29.40000,525,MEA,R1,12/10/2019,31.061,29.883,7.61,GEORGIA KATE (30.53),5.304,6788,M  C5,20.9,X67,
5,4,29.60000,460,GEL,R7,29/10/2019,26.374,25.742,5.87,MR. LONELY (25.96),6.78675,445,M  C2,13.9,X67,
1,6,29.60000,460,GEL,R5,06/11/2019,26.549,26.163,0.30,OUR MANNY (26.57),6.8,121,M  C1,6.9,X67,
6,1,29.40000,460,GEL,R4,12/11/2019,26.851,26.265,6.11,MEPUNGA  SPECTRE (26.42),6.7,124,Q  C5,12,X67,
1,1,29.10000,450,BAL,R7,18/11/2019,25.802,25.634,2.04,PARTNERSHIP (25.95),6.6675,221,M,4.1,T3-6,
5,6,29.20000,460,GEL,R5,26/11/2019,26.965,26.159,9.00,RENEWED (26.34),6.7775,236,Q  C8,19.9,RW,
6,6,29.20000,500,BEN,R7,30/11/2019,28.871,28.417,6.49,CRACKERJACK DEV (28.42),6.8445,776,M  C4,16.4,RW,
1,2,29.60000,525,MEP,R12,04/12/2019,30.34,29.972,0.57,SPRING PARTY (30.38),5.17,1111,M,9.1,5NPH,
6,7,29.70000,525,MEP,R6,11/12/2019,31.447,30.026,11.81,LADY BANG BANG (30.62),5.3955,8666,S  C4,5.3,5F,
8,3,29.50000,350,HVL,R5,15/12/2019,20.05,19.042,4.56,CHALLIS SPRITE (19.73),6.8955,8,M  C4,25.9,5,
