Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
4,6,28.20000,515,SAP,R2,03/03/2019,30.351,29.447,8.41,JARO BALE (29.76),5.12,1122,M  R  C4,10,MH,
3,8,28.10000,515,SAP,R1,11/03/2019,30.53,29.247,13.63,KEEPER OF KEYS (29.58),5.2825,2222,M  C1,25.7,M,
7,6,27.90000,400,WGL,R1,16/03/2019,23.709,22.97,9.60,MISS MINJEE (23.04),8.87,77,M  R  C4,3.8,MAPM,
4,4,27.90000,400,WGL,R1,19/03/2019,23.358,22.537,7.61,SWEET SWAGGER (22.83),8.6025,53,S  C1,13.5,MH,
6,1,28.10000,400,WGL,R1,26/03/2019,23.209,22.354,8.06,AMERICAN MOVIE (22.65),8.66175,55,M,28.1,MF,
1,5,27.80000,311,CRN,R1,10/04/2019,18.117,17.597,0.46,SPOLLY SMASHER (18.15),9.82,11,M,6.7,M,
6,4,27.80000,400,WGL,R2,16/04/2019,23.872,22.46,17.31,BRAEMAR KEELIE (22.66),8.8625,66,M  C5,6.3,7,
R,,,400,WGL,R2,26/04/2019,,,-,,,,,16,7,
P,6,28.20000,311,CRN,R3,01/05/2019,,17.498,-,FAST TALKER (18.01),,,M  C7  V28,18.3,X67,
1,8,29.00000,311,CRN,R12,17/07/2019,18.12,17.738,3.34,BRILLIANT ATOM (18.35),9.85,11,M,2.3,RW,
4,2,28.80000,311,CRN,R9,24/07/2019,18.818,17.796,9.39,CHASE 'EM SPOLLY (18.16),10.435,44,M  C4  SW,4.3,X67,
7,5,28.90000,400,WGL,R9,30/07/2019,23.536,22.581,9.84,SUDDEN FORCE (22.85),8.8225,77,M  C4,13.7,6G,
8,4,29.10000,460,WGL,R8,06/08/2019,26.904,25.658,14.33,CURT LEE (25.90),6.8575,788,S  C2,87.9,SH,
3,6,29.10000,460,WGL,R10,10/08/2019,26.805,26.015,1.54,MAHJONG NICKEL (26.70),6.6425,222,M  C1,13.7,RW,
2,6,29.10000,311,CRN,R2,16/08/2019,18.062,17.862,2.86,BREAK THE PLATE (17.86),9.8425,32,M  C1,11.2,SH,
6,5,29.00000,311,CRN,R4,24/08/2019,18.635,17.908,10.39,TALK TALK TALK (17.91),10.333,76,M  C4,37.4,SF,
1,8,29.10000,311,CRN,R10,28/08/2019,17.965,17.753,2.54,ZULU SMOKE (18.14),9.74,11,M,7.1,6G,
8,5,29.20000,460,WGL,R7,03/09/2019,26.772,25.848,12.47,FANCY FABIO (25.90),6.5875,244,M  C1,73.4,RWH,
6,7,29.10000,311,CRN,R4,11/09/2019,18.808,17.858,13.17,VALHALLA GIRL (17.89),10.027,67,S  C1  V0,29.7,5H,
S,,,400,WGL,R5,15/09/2019,,22.405,-,HENESSEY VENOM (22.81),,,,0,5H,
3,1,29.00000,311,CRN,R12,02/10/2019,18.0655,17.754,3.75,WEEPING ANGEL (17.80),9.8475,32,M  C1,6.7,5,
6,8,28.90000,311,CRN,R10,09/10/2019,18.499,17.757,10.60,KEL KNIGHT (17.76),10.0735,56,M  C8,5.6,5,
2,3,29.10000,311,CRN,R12,16/10/2019,18.195,17.734,2.73,MAVERICK BOB (18.00),9.9225,42,M  C1,5.8,5,
5,3,28.80000,311,CRN,R11,23/10/2019,19.094,17.814,16.40,THAT WILL BE (17.95),10.1625,67,M  C8,5.2,5,
3,3,29.00000,400,WGL,R12,25/10/2019,23.013,22.563,3.09,ROSE ROSE (22.80),8.4375,25,M  W  C5,21,5H,
1,6,29.10000,311,CRN,R10,30/10/2019,17.619,17.619,2.20,INTER LANA (17.77),9.57,11,M,15.5,RWH,
3,8,29.00000,311,CRN,R5,05/11/2019,17.924,17.733,1.40,DIMITROV (17.83),9.7325,33,Q  C1,3.2,RWF,
2,5,29.10000,400,WGL,R12,08/11/2019,23.012,22.696,2.66,IT'S A DRAMA (22.83),8.55,22,M  C4,5.5,5,
1,1,29.10000,400,WGL,R12,12/11/2019,22.977,22.487,0.99,,8.375,21,M,5.5,5H,
3,4,28.80000,311,CRN,R5,16/11/2019,17.922,17.655,3.81,LOCHINVAR ADORE (17.66),9.815,33,M,8,4,
1,8,29.00000,400,WGL,R11,19/11/2019,22.533,22.533,5.53,READY AND ARMED (22.92),8.3,11,M,3.8,5F,
2,3,28.90000,400,WGL,R8,22/11/2019,22.826,22.551,0.69,CRICKETS DASH (22.78),8.5525,32,M  C1,4.2,FFA,
4,3,28.90000,311,CRN,R7,27/11/2019,18.114,17.671,5.17,LEMONADE KID (17.75),9.806,44,M,4.1,FFA,
5,4,29.20000,300,HVL,R10,15/12/2019,16.934,16.34,5.36,BONAFIDE (16.56),3.9445,3,M  C4,4.5,5,
