Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
1,8,35.90000,350,HVL,R1,05/04/2019,19.52,19.093,5.36,BRAEMAR CAMILITA (19.90),6.69,1,M,2.1,MAPM,
R,,,350,HVL,R4,26/04/2019,,19.52,-,LITTLE MISS VIP (19.92),,,,0,7APM,
3,7,35.60000,350,HVL,R3,28/04/2019,19.691,19.296,1.96,KROOS (19.55),6.665,2,S,8.7,X67,
1,1,35.60000,350,HVL,R4,03/05/2019,19.366,19.155,2.34,GAZZA'S PICK (19.53),6.61,1,M  C1  SW,1.2,7APM,
6,8,36.20000,350,HVL,R10,12/05/2019,19.518,18.978,7.71,DAMNATION (18.98),6.63625,6,M,6,SH,
1,1,36.30000,350,HVL,R9,19/05/2019,19.38,18.884,2.47,NERO FRIZZANTE (19.55),6.66525,3,S,1.5,RW,
4,7,36.00000,425,BEN,R5,24/05/2019,24.641,23.808,11.01,EXTRA SPEED (23.87),6.8495,664,M  C4,9.4,RWH,
5,5,36.00000,425,BEN,R7,01/06/2019,24.385,23.793,6.56,JIMMY TURBO (23.93),6.775,455,M  C1  V3,25,RWF,
3,6,36.40000,300,HVL,R10,09/06/2019,16.803,16.419,5.49,CURT LEE (16.42),4.032,4,M  C4,8.7,SH,
6,3,36.80000,350,HVL,R6,21/06/2019,19.934,19.5,6.09,GOTHAM QUEEN (19.51),,,S  C7,2.4,APM,
4,4,36.40000,350,HVL,R6,28/06/2019,20.025,19.651,4.50,STARFACE (19.71),7.002,8,M  C7,2.4,APM,
8,3,35.50000,460,WGL,R8,09/07/2019,27.024,25.744,12.04,IMPENDING (26.18),6.8355,878,M  C4,4.3,5,
1,7,35.70000,515,SAP,R4,14/07/2019,29.983,29.404,0.96,ISLAND CRUISER (30.05),5.15,1111,M  SW,3.5,RWH,
4,3,35.70000,515,SAP,R9,21/07/2019,30.424,29.292,6.30,ROJO OLLIE (29.98),5.21425,4444,M  C3,2,RWF,
6,7,35.70000,515,SAN,R11,25/07/2019,30.411,29.482,10.90,MEPUNGA MAGGIE (29.65),5.261,6776,M  C4,8.9,5,
S,,,460,WGL,R5,30/07/2019,,25.638,-,MUZA'S ANGEL (26.14),,,,0,5,
1,2,35.80000,350,HVL,R9,11/08/2019,19.344,19.087,2.84,CHIEF COMMAND (19.54),6.54,1,M,2.5,5,
7,3,35.50000,425,BEN,R11,16/08/2019,24.616,24.03,5.03,TOMMY TIME (24.26),6.7875,346,M  C5  SW,6.2,RWH,
8,6,35.60000,515,SAP,R8,25/08/2019,31.095,29.603,18.59,SAETTA (29.79),5.2525,6888,M  C7  V0,22.3,X45,
1,1,35.70000,300,HVL,R10,08/09/2019,16.672,16.672,1.01,SUPERIOR PRIMO (16.74),3.9795,4,M,2.9,5,
S,,,500,BEN,R6,13/09/2019,,27.978,-,MISS FIREBIRD (27.98),,,,0,RW,
2,4,35.80000,350,HVL,R6,23/09/2019,19.55,19.494,0.80,TIME TWISTER (19.49),6.7175,5,M  C4,12.3,RW,
7,7,36.10000,515,SAP,R6,29/09/2019,30.642,29.503,12.10,HIGH KINGS (29.80),5.2,4667,M  C4,9.4,5,
6,7,35.70000,500,BEN,R8,05/10/2019,29.162,28.223,13.41,CRUISY'S ROSE (28.22),6.9475,656,M  C1,5.7,X45,
8,5,36.10000,515,SAP,R6,20/10/2019,31.746,29.554,29.33,WEARS WOODLEIGH (29.69),5.14925,4888,M  C11,21.8,5,
4,6,35.90000,350,HVL,R6,10/11/2019,19.539,18.89,2.97,JAIMANDY JESTER (19.33),6.6655,6,M  C8,12.8,X45,
1,8,36.30000,300,HVL,R9,18/11/2019,16.644,16.606,0.97,INTER MIMI (16.71),4.01175,4,M,2.3,RWH,
3,7,36.50000,300,HVL,R9,24/11/2019,16.911,16.722,2.70,INTER CODY (16.72),3.95,3,M  C4  SW,4.3,RWF,
8,4,36.40000,350,HVL,R6,01/12/2019,20.098,19.21,12.69,JAIMANDY JESTER (19.21),6.8435,8,M  C6,7,4,
4,7,36.50000,350,HVL,R7,08/12/2019,19.504,19.23,3.87,AGENT LAYLAN (19.23),6.758,7,M  C1,27.4,SH,
R,,,350,HVL,R8,15/12/2019,,19.042,-,AGENT LAYLAN (19.32),,,,0,SF,
1,2,36.60000,350,HVL,R8,16/12/2019,19.452,,3.29,LIGHTNING PARADE (19.68),6.58,1,M  C1,,X45,
