Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
2,1,25.90000,440,SLE,R2,08/09/2019,26.331,24.883,3.80,BELLA EDITION (26.07),5.76,133,Q  C7,3.9,MH,
7,6,26.40000,440,SLE,R4,15/09/2019,25.64,25.101,5.63,ASTON TOPAZ (25.25),5.585,767,M  W  C4,21,MF,
4,8,26.20000,400,WGL,R4,24/09/2019,23.309,22.733,3.16,BLACK PANDA (23.09),8.7795,54,M  C1,13.1,MH,
2,2,26.30000,460,WGL,R1,01/10/2019,26.687,25.88,0.19,ALISHA HOOK (26.67),6.79,334,Q  C5,3.6,M,
8,1,27.10000,460,WGL,R2,29/10/2019,27.244,25.677,15.13,WILLOW ROSE (26.19),7.1,878,S,9.2,M,
S,,,460,WGL,R3,12/11/2019,,25.777,-,CHARANGO (26.24),,,V7,0,M,
5,4,27.40000,400,WGL,R2,21/11/2019,23.672,22.797,4.70,BOMBER'S WONDER (23.34),8.7525,65,M  C4,4.5,T3-M,
3,4,27.00000,440,SLE,R1,01/12/2019,25.584,24.916,5.54,POPPO'S GRINNING (25.20),5.6,233,M,10.3,M,
6,4,27.20000,440,SLE,R1,08/12/2019,26.038,24.841,4.34,DR. ZAYD (25.73),5.6025,886,M  C4,14,M,
R,,,440,SLE,R1,15/12/2019,,24.67,-,TYSON'S TIGER (25.15),,,,0,M,
