Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
3,3,32.80000,425,BEN,R1,09/06/2018,24.687,23.889,4.40,GENE MAN (24.38),6.985,444,M,10.5,M,
5,3,32.10000,515,SAP,R1,24/06/2018,31.351,29.75,10.43,POPPY YAALA (30.62),5.28,2345,M  W  C5,12.8,M,
2,7,31.90000,350,HVL,R2,05/08/2018,19.836,19.082,5.73,HOT FIASCO (19.44),6.765,2,M,13,M,
7,3,32.30000,450,BAL,R2,08/08/2018,26.857,25.616,15.81,SNAGS MCKENZIE (25.75),6.785,257,M  W  C6  V0,35.9,M,
2,2,32.40000,350,HVL,R1,12/08/2018,19.841,18.903,3.21,HIGH TALE (19.62),6.73,1,M  C5,4,M,
7,3,31.70000,460,GEL,R1,17/08/2018,26.8,25.62,9.27,TWIST ALLEN (26.15),6.7785,677,M  W  C4  V0,8.7,M,
4,6,32.00000,350,HVL,R1,26/08/2018,19.975,19.069,3.09,SUPERIOR INDI (19.76),6.81675,4,S  C5,7.5,M,
7,1,32.20000,350,HVL,R2,09/09/2018,20.206,18.779,4.73,SUPERIOR CHASE (19.88),6.74425,3,M  C2,5.5,MH,
R,,,300,HVL,R1,14/10/2018,,16.427,-,SHELBOURNE BEZZA (17.34),,,,0,M,
4,7,33.10000,300,HVL,R2,21/10/2018,17.161,16.649,2.11,CLEARY ALLEN (17.01),4.04,2,M  W  C2,31.2,MH,
3,1,32.30000,440,SLE,R1,27/10/2018,25.65,24.995,5.97,KNOCK THE CLOCK (25.23),5.425,232,M  C1,26.6,M,
1,8,32.80000,350,HVL,R1,04/11/2018,19.615,19.11,0.33,BILLY'S MISSILE (19.64),6.73675,3,M,14,M,
S,,,460,GEL,R4,07/11/2018,,26.072,-,TURBO TONY (26.07),,,,0,M,
4,6,33.10000,350,HVL,R2,11/11/2018,20.0275,19.18,2.25,VALENCIA GEM (19.87),6.9325,8,M  C1,4.5,X67,
7,3,32.80000,450,BAL,R4,14/11/2018,26.552,25.277,14.27,LEKTRA ZEPHYR (25.55),6.627,277,M  W  V0,38.8,X67,
1,7,32.70000,350,HVL,R5,18/11/2018,19.733,19.335,1.61,RUBY GAS (19.85),6.6575,3,M,10.4,RWH,
8,2,32.30000,350,HVL,R4,25/11/2018,20.275,19.017,9.86,RUBY GAS (19.59),6.8145,4,M  W  C8,36.3,RWF,
S,,,350,HVL,R1,09/12/2018,,19.039,-,RUNNIN' RAMPAGE (19.32),,,,0,RW,
2,7,31.50000,300,HVL,R3,11/01/2019,17.132,16.689,3.86,BALLY BECKHAM (16.86),4.005,2,M  W,5.4,6G,
6,1,31.80000,400,GEL,R3,18/01/2019,23.624,22.434,12.74,PURE COOL TITAN (22.73),8.88,56,M  C7  V5,13.2,X67H,
S,,,300,HVL,R2,20/01/2019,,16.478,-,SUPERIOR UNO (17.01),,,,0,X67,
4,1,32.60000,311,CRN,R10,11/03/2019,18.625,17.697,8.24,SPOLLY'S GIRL (18.05),10.262,56,M  C4,11.8,RWAPM,
8,2,32.60000,300,HVL,R2,17/03/2019,17.413,16.604,8.31,WHAT'S HIS CAPER (16.83),4.083,6,M,30.5,X67,
5,6,33.00000,350,HVL,R2,24/03/2019,19.845,18.749,2.39,TINKER BUZZ (19.68),6.7795,5,M  C5,30.1,X67,
8,4,33.20000,300,HVL,R11,31/03/2019,17.347,16.6,7.20,MINDY'S GIRL (16.84),4.04175,2,M  C5,57.2,RWH,
4,5,33.50000,311,CRN,R9,08/06/2019,18.762,18.052,7.79,MISSY MEGHAN (18.22),10.38,44,M  W  C4,3.9,RWAPM,
5,4,33.80000,300,HVL,R1,10/06/2019,17.276,16.524,6.51,RAPID HENNESSY (16.82),4.0265,5,S  W  C2,29.6,X67,
R,,,450,BAL,R4,19/06/2019,,25.496,-,WAGING WAR (25.54),,,,0,X67,
5,3,32.90000,350,HVL,R5,23/06/2019,20.029,19.4,2.06,ROJO OLLIE (19.89),,,M  W  C4,35.4,X67,
8,6,32.40000,515,SAP,R3,21/07/2019,31.645,29.292,25.77,WINLOCK SUNSHINE (29.84),5.427,8888,S  V7,43.2,X67H,
6,1,32.50000,350,HVL,R2,01/09/2019,20.146,18.939,5.27,NICKO EXPRESS (19.78),6.8495,8,S  C1,25,RW,
5,2,32.60000,350,HVL,R5,27/09/2019,20.007,19.342,4.19,MY DIAMOND GIRL (19.71),6.8485,5,S  C1,10.2,T3-RW,
7,3,32.60000,350,HVL,R4,29/09/2019,20.319,19.447,12.46,RIO HUSTLER (19.45),6.8485,6,M  C7,51,X67,
R,,,350,HVL,R4,06/10/2019,,19.162,-,MODERN ICON (19.38),,,,0,X67,
8,1,32.90000,350,HVL,R4,13/10/2019,19.949,19.221,9.34,CURLIN' MERLIN (19.30),6.775,6,M  C5,103.1,X67,
7,5,32.30000,450,BAL,R5,19/10/2019,26.587,25.547,14.86,ASTON VALKYRIE (25.55),6.7395,336,M  C7,33.1,X67,
S,,,350,HVL,R9,20/10/2019,,19.204,-,THREADIN' MIKADO (19.70),,,,0,6G,
S,,,400,GEL,R10,25/10/2019,,22.452,-,OKAY SAM (22.45),,,,0,RWH,
S,,,300,HVL,R4,27/10/2019,,16.579,-,ALL INN REDMAN (16.71),,,,0,X67H,
6,7,33.00000,450,BAL,R5,04/11/2019,26.496,25.74,10.80,ASTON PIRATE (25.74),6.87125,756,M  C5,85.4,T3-RW,
7,6,32.60000,500,BEN,R5,09/11/2019,29.669,28.312,19.39,CORNHILL TIGER (28.31),6.73175,377,M  C7  V7,56.1,RW,
S,,,350,HVL,R5,24/11/2019,,19.076,-,ANNIHILATION (19.44),,,,0,X67H,
8,7,33.20000,350,HVL,R4,15/12/2019,19.945,19.042,3.80,SUPERIOR BREEZE (19.68),6.77775,6,M,32.8,6G,
