Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
3,5,32.00000,350,HVL,R2,05/08/2018,19.898,19.082,6.61,HOT FIASCO (19.44),6.8385,4,M  C4,2.7,M,
1,4,31.90000,350,HVL,R1,12/08/2018,19.616,18.903,3.21,CHANTILLY MACK (19.84),6.7825,3,M  C4,2.4,M,
2,8,33.20000,350,HVL,R3,14/10/2018,19.519,19.213,2.76,RUNNIN' ROYALTY (19.33),6.8195,5,M  C4  SW,2.9,7,
1,8,32.10000,350,HVL,R9,21/10/2018,19.514,19.184,1.79,WHIP ALLEN (19.64),6.617,2,M,2.3,7,
1,1,32.10000,350,HVL,R3,28/10/2018,19.709,19.393,1.46,SHIRDALE TOM (19.81),6.7525,4,S  SW,2.2,X67,
5,7,32.00000,350,HVL,R5,04/11/2018,19.445,19.11,2.64,ADALA BOY (19.26),6.6125,4,M,10.5,5,
6,5,32.20000,350,HVL,R5,11/11/2018,19.91675,19.18,4.52,CROUCHER (19.60),6.76925,5,M  C5,5,5,
1,8,32.50000,350,HVL,R7,25/11/2018,19.413,19.017,3.31,PATCHIE THIEF (19.65),6.6135,2,M,1.9,5,
4,4,32.70000,350,HVL,R7,02/12/2018,19.522,19.342,2.57,KEEP TALKING (19.34),6.6645,4,M  C4,10.7,4,
6,3,32.90000,350,HVL,R7,16/12/2018,19.615,18.688,4.63,HUNGRY HEART (19.29),6.6695,5,M  C9,4.1,X45,
1,4,32.70000,350,HVL,R7,23/12/2018,19.24,18.783,1.84,SUPERIOR CHASE (19.37),6.53,1,M,5.9,5,
S,,,350,HVL,R8,03/01/2019,,18.83,-,EYE GOT IT (18.83),,,,0,FFA,
2,7,32.90000,350,HVL,R8,06/01/2019,19.573,19.33,1.93,OUTTA MY DEPTH (19.44),6.6375,3,M,7.4,X45,
2,8,33.00000,350,HVL,R9,13/01/2019,19.511,18.893,3.34,SUPERIOR SCOTCH (19.28),6.731,4,M  C1,2.9,4,
S,,,350,HVL,R7,20/01/2019,,18.873,-,RUNNIN' RAMPAGE (19.26),,,,0,FFA,
3,3,32.60000,350,HVL,R6,06/02/2019,19.365,18.855,3.76,MAYOR DIGBY (19.10),6.66175,5,M  C1,17.2,FFA,
1,6,32.50000,350,HVL,R7,10/02/2019,19.334,19.079,0.29,SUPERIOR CHASE (19.35),6.6625,4,M  C1  SW,4.3,X45,
5,6,32.30000,460,WGL,R6,19/02/2019,26.404,25.805,3.16,BOOMING ZULUS (26.18),6.74525,433,M  C1,3.7,5,
S,,,350,HVL,R8,31/03/2019,,19.003,-,EYE GOT IT (19.00),,,,0,FFA,
2,2,32.90000,350,HVL,R8,28/04/2019,19.378,19.296,1.17,SUPERIOR BONT (19.30),6.55,1,M,27.3,FFA,
2,7,32.40000,400,WGL,R4,07/05/2019,22.794,22.555,1.64,SHEVCHENKO (22.68),8.4375,22,M  R,4.2,5,
5,6,32.10000,400,WGL,R11,14/05/2019,23.261,22.659,6.43,MASTER FAITH (22.81),8.6175,56,M  C2,2.8,5,
A,6,,350,HVL,R8,26/05/2019,,,-,,,,,16,FFA,
