Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
4,6,30.90000,450,SHP,R1,11/10/2018,26.323,24.839,9.04,DYNA DIODE (25.69),6.82625,765,M  C1,4.4,M,
7,1,30.90000,525,MEP,R1,24/10/2018,31.379,30.147,16.10,LUCY'S MILO (30.25),5.217,4566,M  C5,9.5,MH,
2,3,30.90000,450,SHP,R2,29/10/2018,25.686,25.156,0.67,KRAKEN DUST (25.64),6.7,112,M,5.8,M,
4,4,30.90000,450,BAL,R2,07/11/2018,26.167,25.457,4.79,LEKTRA ZEPHYR (25.83),6.9765,766,M  C4,3.8,M,
1,8,31.10000,450,SHP,R2,12/11/2018,25.443,25.21,5.24,NOT YOURS FRANK (25.81),6.7,111,Q  SW,1.6,M,
S,,,450,SHP,R1,15/11/2018,,25.214,-,NICKEL BLACK (26.06),,,,0,M,
3,2,30.90000,485,HOR,R7,20/11/2018,27.801,27.252,3.66,ASTON ATLEY (27.55),6.63,122,Q  C4,2.8,X67,
S,,,485,HOR,R5,27/11/2018,,26.876,-,GO GETTEM BINGO (27.39),,,,0,RW,
2,4,31.30000,425,BEN,R3,08/12/2018,24.498,23.858,7.87,MR. CASHKING (23.95),6.69,245,M  C1,8.8,7,
A,7,31.20000,515,SAP,R9,16/12/2018,,29.485,-,,,,M,21,X67,
4,8,30.50000,450,BAL,R1,19/12/2018,26.001,25.013,10.69,CLARETOWN BEAU (25.25),6.75625,654,M,13.8,X67,
4,1,30.80000,515,SAP,R2,23/12/2018,30.312,29.333,9.77,EBONY GEM (29.63),5.1975,3555,M  C5,7,X67,
2,2,31.10000,515,SAP,R6,30/12/2018,29.923,29.52,1.91,VELOCITY ALAINA (29.79),5.2225,2222,M  C1,3.2,X67,
3,2,31.10000,500,BEN,R3,18/01/2019,28.6,28.196,5.77,CABIN FEVER (28.20),6.827,233,Q  C1,2.8,RW,
2,6,31.10000,600,MEP,R3,23/01/2019,35.436,34.683,2.79,BLACK BEAUTY (35.24),9.485,4533,M  C9,4.2,N7,
6,6,31.00000,515,SAP,R2,27/01/2019,30.699,29.302,11.73,LIGHTWOOD LASS (29.88),5.2595,4776,M  C16,3.6,7,
5,8,31.30000,525,MEP,R3,06/02/2019,30.777,29.953,8.41,COURTING (30.19),5.1775,5666,M,32.8,X67,
1,1,31.20000,595,SAP,R4,10/02/2019,34.539,34.269,0.16,TESSA ALLEN (34.55),9.31,1111,M  SW,2.1,N7,
1,3,31.60000,500,BEN,R5,15/02/2019,28.53,28.059,0.87,,6.742,332,M  C2,1.5,RW,
3,2,31.10000,595,SAN,R9,21/02/2019,34.78,34.09,1.27,WHOOMPH (34.69),9.6045,8875,M  C4,12.1,5,
S,,,500,BEN,R5,22/02/2019,,28.092,-,GO GETTEM BINGO (28.09),,,,0,5,
3,4,31.20000,595,SAN,R2,28/02/2019,34.879,34.244,1.14,SUNNY'S KAYO (34.80),9.3775,2223,M  C5,4.4,5,
3,5,31.20000,595,SAN,R4,07/03/2019,34.629,34.038,2.11,SPOKANE FLICK (34.48),9.33,1123,Q  C1,9.1,5,
1,3,31.60000,650,SHP,R7,21/03/2019,37.475,37.475,1.33,FARADAY (37.57),17.25,1111,M  SW,3.8,RW,
4,7,31.10000,600,MEP,R3,27/03/2019,34.845,34.686,2.27,EL DONBERTO (34.69),9.3175,3344,M  C4,2.4,RWH,
8,1,31.10000,600,MEP,R7,03/04/2019,35.065,34.614,6.44,ACE ALLEN (34.61),9.3285,8888,M  C5,3.5,X45,
R,,,600,MEA,R3,06/04/2019,,34.358,-,MIDNIGHT TITAN (34.73),,,,0,RWF,
1,2,31.00000,660,BEN,R6,12/04/2019,38.191,37.971,4.36,EDDIE (38.50),15.33,311,M  SW,2.6,RW,
1,2,31.30000,650,SHP,R5,26/04/2019,37.973,37.973,3.59,CELESTIAL JEWEL (38.22),17.835,3332,M  C1  V14  SW,1.2,RW,
4,6,30.90000,595,SAP,R9,16/06/2019,34.7,34.374,4.04,ANNIE LAVA (34.42),9.5375,5555,M  C1,5.9,X45,
7,7,30.60000,595,SAP,R8,23/06/2019,35.042,34.535,7.24,CRACKERJACK DAZA (34.54),9.43,3777,Q  C6,11.2,5H,
3,5,31.00000,660,BEN,R10,28/06/2019,38.578,38,3.76,NIGEL ALLEN (38.32),15.51925,333,M  C1,11.5,X45H,
6,2,31.20000,660,BEN,R6,05/07/2019,38.64,38.035,8.64,ASTON IT IS (38.04),15.685,555,M  C3,7.2,X45F,
3,1,31.30000,650,SHP,R10,11/07/2019,38.227,37.904,4.61,LUCAS THE GREAT (37.90),17.46,1112,M,1.2,RW,
3,5,31.20000,650,SHP,R9,18/07/2019,38.3,37.687,2.34,HUA HIN (38.14),17.7675,3445,M  C9,1.5,RWH,
2,2,31.60000,650,SHP,R8,25/07/2019,38.217,37.557,9.43,DARNUM DASHER (37.56),18.03,4333,M  C5  V14,4.5,RWF,
S,,,520,CRN,R8,28/08/2019,,30.277,-,LADY BANG BANG (30.84),,,,0,X45,
4,8,30.60000,485,HOR,R5,17/09/2019,27.766,27.37,3.84,WHY NOT POCKETS (27.50),6.7375,336,M,10.6,5H,
S,,,485,HOR,R6,24/09/2019,,27.307,-,MAX TRACTOR (27.31),,,,0,5F,
4,2,30.80000,485,HOR,R6,03/11/2019,27.969,27.394,2.69,EDDIE (27.78),6.8175,766,M  C1,3.2,5,
3,6,31.00000,500,BEN,R8,09/11/2019,28.565,28.312,2.27,KATHLEEN'S KISS (28.41),6.8125,233,M,4.7,X45,
4,7,30.80000,545,BAL,R6,13/11/2019,31.463,31.143,4.57,DYNA BONNAY (31.14),7.237,8876,M,14,X45,
3,1,31.20000,600,MEP,R7,20/11/2019,35.003,34.765,3.40,FAST IZZI (34.77),9.1475,2244,M  C5,7.6,5,
3,4,31.10000,725,MEA,R4,30/11/2019,43.201,43.023,2.54,CABIN FEVER (43.02),5.0905,5553,M  C1,13.1,5H,
5,2,31.00000,725,MEA,R5,07/12/2019,43.376,43.042,4.77,HADARAH BALE (43.04),5.0075,2222,M  C1,15.6,5F,
4,2,31.30000,715,SAP,R6,15/12/2019,42.502,42.069,6.19,BANGA (42.07),6.32175,4455,M,6.1,5,
