Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
4,7,31.50000,425,BEN,R10,23/06/2017,24.479,23.619,4.61,QUANDO QUANDO (24.16),6.7675,554,M,3.6,MH,
4,3,31.30000,425,BEN,R3,01/07/2017,24.966,24.048,7.16,ORLEANS (24.47),6.714,354,M  C6,6.1,MSF,
2,7,30.90000,450,WBL,R3,13/07/2017,25.8,25.395,3.54,CRYMELON KIT (25.55),6.66,111,M  C1,3.3,MH,
2,8,30.60000,450,WBL,R4,21/07/2017,25.791,25.399,2.76,DYNA CHILL (25.60),6.69,111,M,5.8,MF,
1,6,30.90000,450,BAL,R1,03/08/2017,25.996,25.758,1.50,NOT ONYA OWN (26.10),6.62,111,M  SW,2.7,M,
S,,,515,SAP,R2,06/08/2017,,29.551,-,DIAMOND RUBY (29.87),,,,0,MH,
A,8,31.00000,450,BAL,R9,09/08/2017,,26.005,-,,,,,10,X67,
5,3,31.10000,515,SAP,R9,13/08/2017,30.324,29.396,6.03,CHANTILLY BEAUTY (29.90),5.145,2223,M  C1,3.4,X67H,
5,1,31.80000,300,HVL,R4,20/08/2017,17.564,16.619,8.97,AGENT OSTI (16.94),4.0225,3,M  C8,3.7,X67H,
1,3,31.50000,460,GEL,R4,25/08/2017,25.98,25.695,0.20,DYNA NINA (25.99),6.56,111,M  SW,4.1,X67,
R,,,300,HVL,R4,27/08/2017,,16.637,-,SNOW OSTI (16.95),,,,0,X67F,
7,2,31.50000,460,GEL,R9,01/09/2017,26.733,25.64,12.64,MOSSIMO BALE (25.85),6.84425,877,S  C2,4.8,X67H,
2,8,31.50000,450,WBL,R9,07/09/2017,25.763,25.468,2.39,ANOTHER WHAT (25.60),6.715,222,M  SW,7,6G,
4,8,31.50000,460,GEL,R5,15/09/2017,26.482,25.905,2.63,LEKTRA GUISEPPE (26.30),6.7525,323,M,3,X67,
8,6,31.90000,450,BAL,R6,11/10/2017,26.301,25.588,6.80,LITTLE TOBY (25.83),6.81925,888,M  C4,12.8,S,
1,8,31.60000,410,HOR,R3,25/11/2017,23.637,23.442,1.57,DYNA YELLA (23.75),10.42,11,M  C1,4.6,6G,
2,7,31.60000,400,GEL,R12,01/12/2017,23.133,22.667,3.09,DORAN'S ASH (22.92),8.605,33,M  C1,5,5,
8,6,31.60000,450,WBL,R11,07/12/2017,26.279,25.5,8.37,XTREME GIFT (25.69),6.835,578,M  C5,13.6,5,
S,,,410,HOR,R3,12/12/2017,,23.182,-,TELEFORK (23.42),,,,0,RWH,
4,7,31.50000,390,WBL,R12,14/12/2017,22.695,21.968,10.39,KALAHARI SANDS (21.97),8.9425,55,M  C1,9.3,5,
6,7,31.50000,450,BAL,R11,20/12/2017,26.106,25.276,10.79,PERCY'S EMPIRE (25.35),6.5735,245,M  C5,28.9,RWH,
2,8,31.60000,410,HOR,R11,26/12/2017,23.333,23.134,0.84,SUDOKU FLASH (23.27),10.435,22,M,9.1,5,
5,3,31.90000,390,WBL,R4,31/12/2017,22.527,22.093,4.40,FURTADO (22.22),9.056,75,M  C4,5.1,X45,
3,3,31.60000,390,WBL,R9,04/01/2018,22.338,21.637,3.24,AVATAR MINTY (22.11),8.72,33,M  C1,10.8,5H,
1,8,32.00000,425,BEN,R10,13/01/2018,24.134,23.807,1.61,SWIFT RUBY (24.25),6.617,211,M  SW,3.5,RWH,
2,8,31.80000,400,GEL,R12,19/01/2018,22.488,22.456,0.46,BUMBLE BEE BOLTO (22.46),8.24,11,M,18.3,5,
S,,,485,HOR,R7,23/01/2018,,27.329,-,CRACKERJACK DAZA (27.49),,,,0,RWH,
4,3,31.70000,390,BAL,R4,25/01/2018,22.704,21.994,8.97,CLOVERLAY (22.08),8.805,55,M  C1,5.4,5,
7,3,31.50000,390,WBL,R10,01/02/2018,22.673,21.913,5.04,AZALEA (22.32),8.706,45,M  C2,6.3,5,
S,,,350,HVL,R7,04/02/2018,,19.08,-,SCARLET'S SECRET (19.36),,,,0,5,
2,1,31.50000,450,WBL,R7,15/02/2018,25.645,25.551,1.17,BLUE HUNTER (25.56),6.62,111,M,4.1,5H,
2,7,32.10000,300,HVL,R3,18/02/2018,16.719,16.644,0.21,NASH ROAD BETTY (16.70),3.88,1,M  C1  SW,4,RWH,
5,5,31.90000,450,WBL,R6,22/02/2018,25.602,25.313,4.13,BLUE HUNTER (25.31),6.5,111,Q,16.2,5F,
8,2,32.20000,300,HVL,R4,25/02/2018,17.313,16.784,3.34,BLUE KNIGHT (17.08),4.0425,7,M  C5,8.4,RWF,
1,5,32.20000,450,WBL,R6,01/03/2018,25.389,25.202,0.80,MEPUNGA DASHA (25.45),6.58,111,M  C1,7.8,5,
8,5,32.20000,440,SLE,R6,18/03/2018,25.86,24.829,12.10,DYNA MAPLE (25.01),5.387,488,S  C5,6,X45,
7,6,32.00000,440,SLE,R5,25/03/2018,25.255,24.632,6.27,TRIANNA (24.82),5.262,367,M  C4,20.1,5,
3,6,32.00000,440,SLE,R5,01/04/2018,25.015,24.98,0.50,VERACITY (24.98),5.23,111,M,9.1,5H,
1,2,31.90000,400,WGL,R1,07/04/2018,22.569,22.476,0.37,STARTRON (22.60),8.24,11,M  SW,4.7,5,
1,6,31.80000,440,SLE,R6,15/04/2018,25.2,24.765,0.90,LISA MARIE (25.26),5.42,322,M,7.6,5,
