Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
6,6,27.60000,515,SAP,R3,12/05/2019,30.243,29.598,4.43,GINO GAMBINO (29.93),5.26175,5555,M  C4,24.5,MH,
3,4,27.80000,525,MEP,R2,19/06/2019,30.628,30.075,4.46,YINDI GIRL TURBO (30.32),5.31675,6554,M  C1,2.3,MH,
R,,,525,MEA,R1,29/06/2019,,29.706,-,YINDI GIRL TURBO (30.12),,,,0,MF,
3,8,27.40000,515,SAP,R1,30/06/2019,30.086,29.341,0.17,OPTIMUS STEEL (30.07),5.2695,3433,M  C1,4.8,M,
F,7,27.70000,515,SAP,R1,28/07/2019,,29.396,-,SCREEN SHOT (30.78),5.2,1,M  C8  V0,4.1,M,
3,8,27.60000,515,SAP,R9,04/08/2019,30.061,29.349,4.53,SHANLYN HAVEN (29.74),5.187,6544,M  C1,10.3,MH,
R,,,515,SAN,R2,09/08/2019,,29.515,-,BLUE MASCARA (29.74),,,,0,MF,
2,4,27.40000,425,BEN,R1,10/08/2019,24.211,23.744,1.24,ALQUIST (24.12),6.7075,332,M  C1,4.8,MH,
3,1,27.20000,425,BEN,R2,16/08/2019,24.187,24.03,1.63,CONFRONT (24.07),6.672,433,M,8,MF,
5,7,27.50000,460,GEL,R1,23/08/2019,26.453,25.685,5.50,RUSTY YAALA (26.07),6.82175,445,M  C2,3,M,
3,7,27.20000,400,GEL,R2,30/08/2019,22.834,22.178,2.24,NEBRASKA NELL (22.68),8.6275,44,M  C4,5.6,MH,
6,4,27.50000,400,GEL,R3,06/09/2019,23.302,22.432,10.79,BONAFIDE (22.55),8.8525,77,M  C5,6.2,MF,
1,8,27.90000,525,MEP,R3,11/09/2019,30.539,29.929,6.73,MISSY GIBLET (31.01),5.1,1221,Q  C2  SW,5.6,MH,
5,1,27.80000,525,MEA,R1,21/09/2019,30.97,30.069,9.27,CHUN LI (30.32),5.155,2245,M,9.5,MF,
R,,,525,MEA,R1,28/09/2019,,29.646,-,DEWANA MILKSHAKE (30.31),,,,0,X67,
1,5,27.70000,515,SAP,R11,29/09/2019,29.878,29.503,1.03,SHIFTING SANDS (29.95),5.1,1111,Q,8.9,X67,
F,6,27.60000,515,SAP,R6,06/10/2019,,29.389,-,FIREBALL FRIDAY (29.61),5.322,7,M  C7  V0,11.5,S,
7,6,27.40000,525,MEA,R9,12/10/2019,30.751,29.883,9.60,HALBERD BALE (30.08),5.317,5777,M  C1,28.1,6G,
6,8,27.60000,525,MEA,R4,19/10/2019,30.996,29.884,12.89,ROCK AND ROLL (30.09),5.277,4577,M  C4,6.3,X67,
6,7,27.50000,525,MEA,R1,26/10/2019,31.203,29.943,10.70,ROCK ME GORGEOUS (30.45),5.225,3447,M  C11,21.8,6G,
S,,,515,SAP,R5,27/10/2019,,29.586,-,LOT COIN BABE (30.09),,,,0,6G,
R,,,525,MEA,R1,04/11/2019,,29.858,-,MRS. SHARP (30.32),,,,0,6G,
4,4,27.70000,515,SAN,R3,07/11/2019,30.349,29.785,7.30,ZEN PRINCE (29.84),5.2625,6444,M  C4,8.9,6G,
4,8,28.00000,600,MEP,R5,13/11/2019,35.235,34.529,4.60,COSMIC SPARKLE (34.91),9.09,1344,M  C9,20.1,RWH,
6,6,27.90000,460,GEL,R5,19/11/2019,26.43,26.154,3.74,SELYNYA TEDDY (26.17),6.907,885,M  C5,6.5,X67,
3,8,27.60000,460,GEL,R5,26/11/2019,26.696,26.159,5.16,RENEWED (26.34),6.837,443,M,8.1,RW,
4,8,27.90000,515,SAP,R3,01/12/2019,30.259,29.404,1.53,DEBBIE'S DESTINY (30.15),5.305,4544,M,17.3,6G,
4,5,28.30000,515,SAN,R2,05/12/2019,30.252,29.453,4.23,GINO GAMBINO (29.96),5.20875,5875,M  C1,12,6G,
3,8,28.30000,515,SAP,R9,15/12/2019,29.917,29.33,7.44,WELSLY BALE (29.40),5.2195,4333,M  C1,32.2,SH,
