Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
1,3,26.70000,410,HOR,R1,09/10/2018,23.84,23.322,0.27,TURBO TONY (23.86),10.44,21,M  C1,3.4,MH,
1,5,26.90000,410,HOR,R2,16/10/2018,23.521,22.894,2.09,FALCONETTI (23.67),10.38,11,M  C1  SW,10.6,MSF,
2,1,26.80000,410,HOR,R4,23/10/2018,23.528,23.098,6.14,TIME TO TALK (23.10),10.3275,22,Q,7.2,MF,
5,3,26.90000,400,WGL,R1,30/10/2018,22.921,22.454,3.93,AMLIN TEDDY (22.65),8.4185,55,M  C2,3.6,X67,
3,5,27.00000,410,HOR,R4,20/11/2018,24.065,23.181,5.51,AVATAR MAXIMUS (23.68),10.8405,75,M  C4,1.5,RW,
1,7,27.30000,425,BEN,R10,23/11/2018,24.526,23.791,2.21,ROD VADER (24.68),6.72,221,S,2.3,6G,
6,4,27.20000,425,BEN,R8,30/11/2018,24.402,23.71,6.34,PROPERTY POWER (23.96),6.63425,466,M  C1,15.6,5,
3,4,27.30000,410,HOR,R7,04/12/2018,23.588,23.322,3.80,COSMIC ACT (23.32),10.5875,43,M  C2,10.1,5,
6,7,27.50000,450,SHP,R6,13/12/2018,26.185,25.232,13.61,QUARA'S FLICK (25.23),6.9045,666,M  C5,31.2,5,
1,4,27.10000,410,HOR,R4,18/12/2018,23.551,23.035,0.07,TIGGERLONG ZORRO (23.56),10.442,43,M  SW,5.6,5H,
2,7,27.10000,410,HOR,R7,26/12/2018,23.302,23.133,2.41,MAYOR DIGBY (23.13),10.355,32,M,55.4,5F,
3,7,27.20000,425,BEN,R5,30/12/2018,24.567,23.895,5.86,ASTON YOKO (24.16),6.5825,343,Q  C1,6.8,5,
R,,,515,SAN,R5,03/01/2019,,29.256,-,WHARFIES GIRL (29.70),,,,0,5,
4,3,27.20000,500,BEN,R4,05/01/2019,28.8,28.256,2.00,DEWANA JAYDEN (28.66),6.585,223,M,1.8,RWH,
S,,,500,BEN,R5,11/01/2019,,28.193,-,KRAKEN DUST (28.19),,,,0,RWF,
7,4,27.20000,525,MEA,R11,11/01/2019,31.185,29.829,17.70,RED HOT CHEVY (29.95),5.306,7677,M  C12,12.2,5,
6,7,27.40000,425,BEN,R10,18/01/2019,24.464,23.707,4.94,THUMBS (24.12),6.787,566,M  C1,21.2,RW,
S,,,525,MEP,R4,23/01/2019,,30.024,-,SHOWGIRL QUEEN (30.27),,,,0,RW,
7,3,27.50000,350,HVL,R6,03/02/2019,19.76,19.08,5.87,ASTON JOYNER (19.35),6.74775,7,M  C9,7.5,5,
4,8,27.20000,425,BEN,R9,08/02/2019,24.185,23.955,2.09,ASTON JOYNER (24.04),6.63625,433,M  C1,10.9,5,
4,8,26.80000,390,WBL,R11,21/03/2019,22.393,22.033,1.77,YOU RIPPA PIPPA (22.27),8.6825,33,M,4.7,5,
1=,4,26.80000,425,BEN,R5,11/04/2019,24.381,23.764,0.16,ROD VADER (24.38),6.6,111,M  C1,3.5,RW,
3,2,27.60000,390,SHP,R11,24/04/2019,22.616,21.981,7.93,RUNNIN' ROYALTY (22.06),8.7775,33,M  C4,12,X45,
1,3,27.40000,390,WBL,R9,29/04/2019,22.281,22.138,3.91,,8.62,11,Q,2,5NP,
4,6,27.60000,350,HVL,R6,05/05/2019,19.617,19.022,1.39,TICKLE MY FANCY (19.52),6.575,2,M  C2,10,5,
8,3,27.50000,390,SHP,R10,09/05/2019,22.682,21.879,9.60,WALLY MILNE (22.01),8.6815,77,M  C6,12.6,X45,
4,4,27.40000,390,BAL,R10,15/05/2019,22.562,22.1,6.49,LUCILLE DIOR (22.11),8.8015,85,M  C5,12.6,X45,
4,5,27.10000,450,SHP,R6,23/05/2019,25.72,25.284,5.84,JUJITSU RIOT (25.31),6.6525,234,M  C2,27.3,5,
R,,,515,SAN,R11,30/05/2019,,29.347,-,SNAGS MCKENZIE (29.60),,,,0,5,
6,2,27.10000,450,SHP,R8,06/06/2019,25.903,25.46,3.07,BACK YA SELF (25.69),6.68,121,M  C2,4.7,5,
2,4,27.20000,390,SHP,R2,13/06/2019,22.343,22.076,1.09,GO PIES (22.27),8.44175,21,M  C1,3.7,5,
4,7,27.00000,390,BAL,R11,20/06/2019,22.593,22.047,4.84,WHARFIES GIRL (22.25),8.48675,33,M,12,5,
7,5,26.70000,390,BAL,R3,26/06/2019,22.675,22.045,7.26,SPARKLE MOTION (22.17),8.745,77,M  C4,8.5,5,
