Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
5,1,30.30000,300,HVL,R1,19/08/2018,17.268,16.69,4.39,REMAGEN (16.96),4.1055,6,S,4.6,M,
8,6,30.40000,400,WGL,R2,23/08/2018,24.094,22.95,10.56,MAJOR STORM (23.36),8.8075,56,M  C4,10.8,M,
S,,,350,HVL,R1,26/08/2018,,19.069,-,SUPERIOR INDI (19.76),,,,0,M,
2,2,30.70000,350,HVL,R4,09/09/2018,19.835,18.779,1.66,SUPERIOR SAM (19.72),6.8465,6,M  C5,5.8,MH,
1,2,30.90000,350,HVL,R2,14/09/2018,19.499,19.368,3.21,PINK TIARA (19.72),6.61,1,M  SW,3.1,M,
S,,,350,HVL,R1,16/09/2018,,19.078,-,SUPERIOR PRIMO (19.59),,,,0,MF,
1,6,30.90000,350,HVL,R2,21/09/2018,19.507,19.451,2.67,JACK SKYWALKER (19.69),6.58,1,M,3.4,7,
4,3,31.00000,350,HVL,R4,30/09/2018,19.77,19.049,5.84,UNDETECTABLE (19.36),6.615,2,Q  C6,3.3,X67,
2,6,30.80000,350,HVL,R4,14/10/2018,19.478,19.213,1.47,SHELBOURNE STAR (19.38),6.617,2,M  C9,3.7,6G,
3,2,30.60000,350,HVL,R10,21/10/2018,19.776,19.184,8.46,HOT FIASCO (19.18),6.80475,6,S  C2,4.5,6G,
2,5,30.60000,350,HVL,R3,28/10/2018,19.811,19.393,1.46,HIGH TALE (19.71),6.6475,2,M,5.1,X67,
2,1,30.70000,350,HVL,R9,04/11/2018,19.411,19.11,0.93,MIA TESORO (19.35),6.67,3,M,4.7,X67,
3,3,30.60000,350,HVL,R4,18/11/2018,19.813,19.335,3.21,MASTER WINSLOW (19.59),6.755,5,M  C1,3.6,RWH,
3,3,30.90000,350,HVL,R3,25/11/2018,19.832,19.017,3.43,SUPERIOR CHASE (19.59),6.77425,5,M  C2,3.6,X67,
6,4,31.70000,300,HVL,R4,16/12/2018,17.169,16.597,4.31,CULLQUIN PANDA (16.87),4.04325,6,M  C2,4,X67,
4,8,32.50000,350,HVL,R1,03/01/2019,19.764,18.83,7.37,CURT LEE (19.25),6.7825,4,M  R  C6,8.2,X67,
2,7,32.00000,350,HVL,R5,11/01/2019,19.547,19.352,1.77,INTER SANTINA (19.42),6.65,1,M,6,RW,
3,5,31.90000,350,HVL,R4,15/01/2019,19.712,19.05,3.24,SUPERIOR PRIMO (19.49),6.6895,4,M  V5,6.2,RW,
1,3,32.00000,300,HVL,R9,31/05/2019,17.109,16.821,4.53,CRACKERJACK WARD (17.43),4.08675,4,S  SW,2.3,6APM,
2,6,32.30000,350,HVL,R6,07/06/2019,19.758,19.446,0.63,WESTERN BOMBER (19.71),6.6975,2,M  C2,6.7,APM,
1,8,32.20000,300,HVL,R10,14/06/2019,16.978,16.535,1.87,NINETYMILE LENNY (17.11),4.0355,4,M  C6,4.2,APM,
1,3,32.10000,350,HVL,R6,23/06/2019,19.472,19.4,1.93,SUPERIOR BRIZ (19.61),,,M,14.4,5,
1,4,31.90000,350,HVL,R8,01/07/2019,19.4,19.325,1.41,SPECKIE MCKEAN (19.50),6.57,1,M,19.7,FFA,
7,7,31.90000,350,HVL,R5,07/07/2019,19.812,19.258,7.59,AGENT LAYLAN (19.28),6.832,7,M  R,27,SH,
2,3,32.30000,300,HVL,R11,11/08/2019,16.996,16.576,0.19,ELUSIVE ANAKE (16.98),4.06625,5,M  C4  SW,4.7,5,
6,6,32.40000,350,HVL,R5,18/08/2019,19.625,18.651,4.44,EMERALD RAINBOW (19.31),6.767,6,M,54.3,FFA,
7,4,32.20000,350,HVL,R5,08/12/2019,19.716,19.23,4.26,KIREINA (19.42),6.682,4,M  C1,12,X45,
5,6,32.20000,350,HVL,R6,15/12/2019,19.65,19.042,4.54,ASTON IT IS (19.33),6.59,1,M  C5,32.4,X45,
