Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
5,1,27.50000,525,MEP,R1,11/07/2018,31.377,29.833,9.56,PALISADES PARK (30.71),5.36675,6255,S  C9,4.5,M,
6,4,27.10000,525,MEP,R1,18/07/2018,30.912,30.127,10.44,DYNA ARTIST (30.18),5.4055,8766,M  W  C8,18.3,M,
4,4,27.00000,515,SAP,R3,29/07/2018,30.849,29.737,11.17,CLASS EDGE (30.07),5.39,7655,M  C3,18.4,MH,
2,3,27.40000,515,SAP,R1,05/08/2018,30.27,29.618,1.61,WEBLEC NIC (30.16),5.5425,7332,M  C1,17.8,MAPM,
4,4,27.40000,515,SAP,R1,12/08/2018,30.358,29.465,4.16,KHLO MONEY (30.07),5.425,6554,S  C8,6.1,MAPM,
1,8,27.40000,515,SAP,R1,19/08/2018,30.212,29.442,3.11,DYNA FIVER (30.43),5.39,3322,M  C5  SW,5.8,MAPM,
3,6,27.60000,515,SAP,R2,26/08/2018,30.361,29.499,4.46,JACK GET BACK (30.05),5.477,6544,M  C2,11.9,7APM,
3,2,27.70000,515,SAP,R3,09/09/2018,30.572,29.718,7.44,LADY CHRISTINA (30.05),5.313,5544,S  C8,4.2,RWAPM,
1,5,27.40000,515,SAP,R2,13/09/2018,29.679,29.495,2.14,FLYING SMART (29.83),5.26,6322,S  C1  SW,22.2,X67,
1,4,27.00000,515,SAN,R2,20/09/2018,29.928,29.612,2.27,SOOKI LA RICO (30.09),5.3895,7311,M  C1,5,RW,
5,4,27.20000,515,SAN,R7,27/09/2018,29.629,29.328,4.30,NEO CLEO (29.33),5.3115,7655,S,17.6,S,
6,2,27.40000,515,SAN,R9,04/10/2018,30.657,29.388,4.01,YUKO (30.38),5.38175,8776,S  C9,2,5,
4,1,27.10000,525,MEA,R9,20/10/2018,30.448,29.937,1.39,OAKVALE MAGIC (30.35),5.3485,8866,S  C1,4.4,5,
6,6,27.30000,595,SAP,R9,28/10/2018,34.963,34.098,12.36,JUNIPER PEARL (34.10),9.7125,6666,S  C13,11.4,RWH,
4,1,27.30000,545,BAL,R6,03/11/2018,31.13,30.749,5.44,MYRNIONG CORNER (30.75),7.1375,7555,S  C4,11.8,X45,
2,3,27.90000,525,MEA,R12,10/11/2018,30.139,29.929,2.74,KRUPA (29.95),5.3475,8544,S,4.2,5,
6,8,27.70000,600,MEA,R3,17/11/2018,35.437,34.525,6.29,EL GRAND KNOCKA (35.00),9.3675,7766,M  C6,10.6,SH,
5,1,27.90000,525,MEA,R12,24/11/2018,30.528,30.018,7.29,HUXLEY (30.02),5.357,8866,M  C4  SW,7.1,5,
3,6,27.60000,525,MEA,R9,15/12/2018,30.218,29.898,1.84,DYNA BONNAY (30.09),5.31675,7655,S,9.2,RW,
6,8,28.00000,525,MEA,R1,22/12/2018,30.896,29.686,8.87,OUT BREAK (30.28),5.33625,7666,S  C8,9.9,RW,
2,8,28.00000,525,MEP,R2,02/01/2019,30.582,30.06,7.46,TYCHE DIAMOND (30.06),5.3155,6653,S  C5,2.2,RWH,
8,8,27.80000,525,MEA,R4,11/01/2019,30.717,29.829,7.93,TYCHE DIAMOND (30.16),5.30925,7888,S  C4,9.3,RWF,
2,8,27.80000,515,SAN,R11,17/01/2019,29.932,29.579,2.20,SPOKANE FLICK (29.78),5.4425,7655,S  C1,5.5,5,
3,3,27.80000,515,SAN,R11,24/01/2019,29.924,29.6,0.41,EXTREME SUMMER (29.90),5.31175,5664,M  C1,4,5,
3,4,27.70000,515,SAN,R10,31/01/2019,29.787,29.316,5.04,RIDDLES (29.43),5.3325,8654,M  C5  SW,3,5,
2,1,27.90000,515,SAP,R5,10/02/2019,30.1,29.362,2.71,VELOCITY ALAINA (29.91),5.2775,4333,M  C5,3.4,5,
S,,,515,SAN,R11,14/02/2019,,29.251,-,COURTING (29.39),,,,0,5,
3,2,27.50000,515,SAP,R5,24/02/2019,29.875,29.53,4.09,APEX WITHIN (29.59),5.347,5443,S,9.1,5H,
S,,,515,SAN,R5,28/02/2019,,29.191,-,MAX TRACTOR (29.55),,,,0,5F,
3,6,27.60000,525,MEA,R11,02/03/2019,30.214,29.581,3.14,SHIMA MART (29.99),5.352,8774,S  C8,14.3,5H,
4,3,27.60000,525,MEA,R6,08/03/2019,30.115,29.669,6.37,FABWIK (29.67),5.3265,6666,S  C5  V0,15.4,5F,
1,4,27.70000,512,MTG,R7,17/03/2019,29.7,29.7,8.75,POOL HALL (30.32),4.49,0,SAMP,1.35,6,
3,6,27.60000,512,MTG,R8,24/03/2019,30.14,29.45,6.75,PURE WHITE EVIL (29.66),4.51,,,5,O,
1,5,27.60000,512,MTG,R5,31/03/2019,29.93,29.43,2.75,NIRIMBA PIRATE (30.13),4.62,0,SAMP,5,O,
2,6,27.50000,525,MEA,R1,06/04/2019,30.499,29.989,2.61,MEPUNGA PRIDE (30.32),5.3265,6877,S  C8,3.3,5,
3,1,27.70000,525,MEP,R11,17/04/2019,30.273,29.812,4.69,STRIKING WEETBIX (29.95),5.2625,4753,M  C4,8.2,5H,
2,6,27.80000,525,MEA,R4,27/04/2019,30.084,29.678,0.36,BIG SAM MARJEN (30.06),5.294,7554,S  SW,4.3,5,
