Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
3,4,32.80000,390,SHP,R1,18/08/2018,22.819,22.036,6.14,BOQUILLA (22.39),8.7325,55,M  C2,8.2,M,
7,2,32.90000,450,SHP,R6,27/08/2018,26.943,25.735,14.23,UNORGANISED KAOS (25.95),7.09125,868,S  C4,3,M,
5,5,32.70000,390,SHP,R9,08/10/2018,23.342,22.075,10.63,HOREY'S PRINCE (22.60),9.0625,88,S  W  C1,1.9,M,
4,6,32.50000,450,SHP,R2,22/10/2018,26.205,25.565,7.64,SO SAY (25.67),7.01175,744,S,20.3,M,
5,5,32.60000,450,SHP,R2,29/10/2018,26.114,25.156,6.79,KRAKEN DUST (25.64),7.07625,867,S,26.5,M,
3,8,32.90000,450,SHP,R3,08/11/2018,25.826,24.972,5.77,JALLA JET (25.42),6.923,764,S,52.4,RW,
5,4,33.20000,450,SHP,R1,15/11/2018,26.47,25.214,5.89,NICKEL BLACK (26.06),6.90675,556,M  C6,16.8,M,
1,7,32.90000,450,SHP,R3,19/11/2018,25.808,25.637,3.24,EMMA'S NOT HAPPY (26.04),6.87375,421,M,4.8,T3-M,
6,4,32.90000,450,SHP,R4,26/11/2018,26.255,25.547,9.74,EL DONBERTO (25.57),6.9675,564,S  C4,5.1,T3-7,
R,,,450,SHP,R5,29/11/2018,,25.153,-,CHEEKY CHIMP (26.03),,,,0,X67,
A,3,,525,TRA,R7,06/12/2018,,,-,,,,,4.6,X67,
4,7,32.70000,450,SHP,R9,10/12/2018,26.3585,25.601,8.75,SO SAY (25.75),6.95425,634,M  SW,10.9,7APM,
R,,,450,SHP,R4,17/12/2018,,25.22,-,ROCKET STRIKE (25.56),,,,0,T3-7,
6,2,32.80000,450,SHP,R1,22/12/2018,26.173,25.57,4.64,BROKEN PROMISE (25.85),6.89,555,S  C2,41.7,X67,
4,5,32.80000,450,SHP,R3,24/12/2018,26.16,25.434,4.87,GRUDGE (25.82),6.9345,644,S,7.9,7,
6,6,33.00000,450,SHP,R6,31/12/2018,26.113,25.235,12.54,EYE WILL REIGN (25.24),6.855,444,M  C2,33.9,X67,
6,2,33.50000,450,SHP,R3,03/01/2019,26.374,25.149,17.50,DINGLE BAY (25.15),6.92375,643,S  C5,43.6,7,
2,7,32.90000,450,SHP,R3,19/01/2019,26.14,25.074,4.69,ZERO TO HERO (25.81),6.9125,552,M  C4,45.3,7,
5,2,33.00000,450,SHP,R3,26/01/2019,26.072,25.081,8.94,HAVELOCK KEITH (25.45),6.951,655,S  C4,60.8,7,
