Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
8,6,26.80000,440,SLE,R1,08/09/2019,26.557,24.883,13.29,DR. RAYNA (25.63),5.405,388,M  C4  V7,8.7,MH,
7,4,27.30000,440,SLE,R1,19/09/2019,26.781,24.865,25.06,SPOLLY'S BUDDY (25.03),5.32525,466,M  C11,31.5,M,
1,7,27.40000,440,SLE,R1,04/10/2019,25.566,24.954,0.06,MOROKA MAGIC (25.57),5.33,111,M,3.6,MH,
2,2,27.40000,400,WGL,R2,11/10/2019,22.969,22.474,0.57,MACY LEE (22.93),8.49,11,Q,30.3,X67,
7,6,27.30000,440,SLE,R4,13/10/2019,26.22,24.828,13.37,FLINDERS (25.28),5.534,677,M  C7,22.3,MF,
3,5,27.60000,440,SLE,R4,17/10/2019,25.628,24.928,2.77,BULK BILLED (25.43),5.35,112,M,20.5,X67,
5,7,27.40000,400,WGL,R9,22/10/2019,23.137,22.385,10.74,SILKY SUCCESS (22.39),8.471,45,M  C1,11.2,7,
5,3,27.60000,400,WGL,R3,25/10/2019,23.435,22.563,10.74,XALYNN BALE (22.68),8.6745,55,M  C1,9.8,X67,
5,2,27.90000,400,WGL,R10,29/10/2019,22.794,22.413,5.44,ALPINE COWBOY (22.41),8.3675,22,M  C1,25.4,X67,
4,4,28.30000,440,SLE,R3,05/11/2019,25.539,24.972,4.84,NICHOLAS ROSE (25.20),5.23,113,Q  C5,12.3,7,
6,8,28.40000,400,WGL,R4,12/11/2019,23.326,22.487,5.36,MISHA BALE (22.95),8.4895,44,M  C4,7.2,X67,
5,5,28.70000,440,SLE,R2,17/11/2019,25.766,24.857,8.26,GYPSY HOOK (25.19),5.34,255,Q  C4,9.7,X67H,
1,2,28.40000,311,CRN,R4,11/12/2019,18.005,17.857,0.19,RUSTY NAIL (18.02),9.73,11,M  C1  SW,4.3,7,
7,4,28.80000,440,SLE,R3,15/12/2019,26.181,24.67,19.56,DR. HEADLEY (24.81),5.427,377,M  C4,15.8,X67H,
-,8,,311,CRN,R3,18/12/2019,,,-,,,,,,RW,
