Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
4,6,27.90000,440,SLE,R1,05/12/2018,25.634,24.81,5.71,PRIORITY PASS (25.23),5.305,234,M  C1,2.4,M,
6,3,27.90000,400,WGL,R2,13/12/2018,23.694,22.808,3.64,PRINCESS AMERICA (23.44),8.8075,76,M  C4,1.6,M,
R,,,400,WGL,R1,28/12/2018,,22.864,-,POISON GAS (23.19),,,,0,M,
2,8,28.00000,440,SLE,R1,31/12/2018,25.605,25.018,1.13,SPEEDY READIE (25.53),5.4325,312,M,1.9,M,
4,4,28.10000,440,SLE,R1,08/01/2019,25.95,24.867,8.44,REFRESH (25.36),5.415,344,M  C2,3.3,M,
4,4,28.00000,520,WPK,R4,03/04/2019,30.7,29.96,5.75,GINA SPAGHETTI (30.30),5.7,44333,44333,3.8,SH,
4,6,27.90000,520,WPK,R3,10/04/2019,30.61,29.55,4.50,FLASH MULCHER (30.29),5.54,12224,12224,7.5,SSF,
2,7,28.10000,520,DTO,R3,18/04/2019,30.72,29.76,4.50,MILLA JEAN (30.40),17.78,132,132,2.8,M,
1,7,28.10000,520,DTO,R2,25/04/2019,30.48,29.75,1.75,SHIMMY SPARKLES (30.60),5.56,,,2.8,M,
2,1,27.90000,520,DTO,R6,02/05/2019,30.28,30.01,0.75,VELOCITY BEDROCK (30.23),17.52,222,222,4.6,5,
3,5,28.30000,590,BUL,R3,06/05/2019,33.94,33.76,2.50,BLAZING HYPE (33.76),,1113,1113,16,XM5,
8,5,28.20000,590,BUL,R3,11/05/2019,34.71,33.7,14.25,SHOW ME CONFETTI (33.70),,1248,1248,7,XM5,
2,7,28.00000,520,WPK,R2,18/05/2019,30.63,30.09,4.25,FANTASTIC FLOSSY (30.34),5.59,12222,12222,3.4,5,
7,7,28.10000,520,WPK,R1,25/05/2019,31.3,29.76,15.25,FEVER FRENZY (30.23),5.56,23667,23667,7,5,
5,4,28.10000,440,GBN,R5,04/06/2019,26.15,25.07,15.50,RACING BOOTS (25.07),,655,655,4.1,5,
2,1,28.10000,520,WPK,R1,08/06/2019,30.39,29.78,0.75,BLINKEN BILLY (30.34),5.61,21122,21122,8,5,
7,4,28.00000,520,WPK,R1,12/06/2019,31,29.95,10.00,BLINKEN BILLY (30.30),5.55,23677,23677,6,5,
8,1,27.90000,520,WPK,R1,19/06/2019,31.97,29.95,28.25,ZIPPING TRUVY (29.99),5.6,45788,45788,9,5,
S,,,520,WPK,R4,22/06/2019,,29.94,-,SORRY SCOTT (30.01),,,,,5H,
2,2,27.40000,515,APK,R3,22/07/2019,30.42,30.11,2.00,EXCEPTIONABLE (30.27),4.54,33322,3C3322,2.2,6,
T,4,27.40000,515,APK,R1,29/07/2019,,29.86,-,KALUAH ROSE (30.49),,366,3EASED66VINJ(30),1.7,6,
3,1,27.90000,515,APK,R9,26/09/2019,30.31,29.19,6.25,TONY'S SPARK (29.87),4.6,52223,52223,4.2,6,
2,2,27.90000,515,APK,R11,03/10/2019,29.99,29.35,1.50,HOT SPARTAN (29.89),4.49,11222,11222,6.5,6,
1,4,28.00000,515,APK,R12,11/10/2019,30,29.4,2.00,CLASSY BLAZE (30.15),4.43,11111,11111,2.1,6,
1,1,27.90000,515,APK,R7,21/10/2019,29.89,29.71,5.75,EMERLEY JUDGE (30.29),4.42,11111,11111SAMP,1.15,6,
2,7,28.10000,455,MBR,R10,01/11/2019,25.78,25.62,2.25,WHERE'S SPARKY (25.62),8.05,222,222,1.7,6,
4,3,27.90000,455,MBR,R6,10/11/2019,26.64,25.78,5.25,DOC BANDIT (26.26),8.23,554,554,1.75,6,
1,7,28.10000,455,MBR,R8,17/11/2019,25.74,25.4,4.75,TONY'S SPARK (26.08),8.06,111,111,3.15,6,
2,7,27.90000,515,APK,R11,21/11/2019,30.11,29.74,0.25,SWIFT TIMING (30.09),4.49,23322,23322,2.7,5,
4,1,27.70000,600,APK,R5,28/11/2019,35.57,35.1,6.50,ASTON CHANDON (35.10),8.91,11134,11134,3.6,5,
3,6,27.50000,600,APK,R9,05/12/2019,35.78,35.22,8.00,ASTON CHANDON (35.22),9.01,11123,11123,14,X45,
4,2,27.60000,515,SAP,R10,15/12/2019,30.231,29.33,11.60,IT'S NOT FUN (29.42),5.09925,3223,M  C5,11.7,SH,
