Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
4,2,34.10000,450,SHP,R1,08/08/2019,26.261,25.443,7.64,BIG BOY MACKA (25.73),6.982,654,S  C1,7.2,M,
6,1,33.80000,485,HOR,R2,13/08/2019,28.648,27.108,9.53,COCO BAROQUE (27.98),6.9975,566,M  W  C4,6.9,M,
4,7,33.20000,460,GEL,R3,30/08/2019,26.366,25.614,9.21,BANGA (25.72),6.933,664,S,22.5,M,
R,,,450,BAL,R3,01/09/2019,,25.718,-,SCENIC WARRIOR (25.72),,,,0,T3-RW,
3,5,33.20000,515,SAP,R2,22/09/2019,30.33,29.316,3.67,REPERCUSSIONS (30.07),5.2475,2333,M  C1,12.9,M,
6,7,33.70000,425,BEN,R2,05/10/2019,24.877,23.967,10.14,WINLOCK KIN (24.17),6.976,787,M  C5,9.7,M,
S,,,485,HOR,R4,08/10/2019,,27.129,-,TIGGERLONG TONK (27.46),,,,0,RW,
S,,,650,SHP,R4,24/10/2019,,37.254,-,NORDEGREN (37.25),,,,0,RWH,
3,8,34.50000,525,MEP,R1,27/11/2019,30.627,29.804,2.87,MY BOY WINLOCK (30.43),5.2795,5333,M,14.1,M,
4,4,34.40000,450,SHP,R1,02/12/2019,26.062,25.376,5.99,LACHIE'S LEGACY (25.64),6.9045,436,S  W  C1,2.5,T3-M,
R,,,515,SAP,R1,15/12/2019,,29.33,-,ASTON SPINEL (30.21),,,,0,M,
-,3,,500,BEN,R1,18/12/2019,,,-,,,,,,T3-M,
