Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
2,1,25.40000,520,WPK (Q),R1,22/03/2019,30.24,30.21,0.50,TENNESSEE TIGER (30.21),5.65,21222,21222,,QT,
7,4,25.50000,520,WPK,R10,03/04/2019,31.07,29.96,11.50,JOKER POKER (30.26),5.61,13887,13887,7.5,SH,
3,1,26.50000,390,SHP,R1,23/05/2019,22.506,21.989,4.10,SPACE TRUCKING (22.22),8.7075,34,Q  C1,2,M,
3,6,26.20000,425,BEN,R2,01/06/2019,24.565,23.793,5.64,TED'S DREAM (24.17),6.83375,553,M  C4,3.7,MH,
2,6,26.20000,425,BEN,R2,07/06/2019,24.303,23.891,1.07,BELT UP LIBBA (24.23),6.78,453,M  C9,3,MF,
1,8,26.20000,460,WGL,R1,11/06/2019,26.072,25.914,9.03,ELLIE WIRES (26.70),6.69575,511,M  C1,1.8,M,
1,1,26.20000,525,MEA,R1,15/06/2019,30.442,29.763,2.63,BABY EDEN (30.63),5.1,1111,Q  SW,2.2,7,
8,4,26.20000,525,MEA,R1,22/06/2019,30.943,29.816,8.84,ROCKSTAR FLETCH (30.32),5.3475,6668,M  C4,5.5,X67,
2,7,26.20000,525,MEP,R4,26/06/2019,30.489,29.8,0.47,ZIPPING CLIFFORD (30.46),5.157,2221,M,3.5,X67,
2,3,26.20000,525,MEP,R4,03/07/2019,30.438,30.152,0.76,LADY ORACLE (30.39),5.14,1111,M,2.3,X67H,
5,8,26.10000,525,MEA,R1,06/07/2019,30.459,29.652,7.03,YINDI GIRL TURBO (29.97),5.1025,2344,M,16.4,6G,
3,6,25.90000,525,MEA,R2,13/07/2019,30.502,29.915,2.97,ZIPPING CLIFFORD (30.29),5.2,1112,M  C5,3.1,X67F,
1=,4,25.90000,515,SAP,R3,21/07/2019,29.841,29.292,2.60,CAPTAIN JAKE (29.84),5.07,1111,Q,4.7,X67H,
5,4,25.70000,515,SAN,R1,25/07/2019,30.165,29.482,5.96,MEPUNGA PEGASUS (29.75),5.125,2355,M  C5,7.8,X67F,
4,7,25.70000,525,MEP,R6,31/07/2019,30.417,29.999,5.97,THERE'S A CATCH (30.00),5.077,2334,M,14.9,5,
3,2,25.80000,525,MEP,R4,07/08/2019,30.557,30.043,7.16,CHARGING YAALA (30.06),5.14,3444,M  C2,5,X45,
5,3,25.80000,525,MEP,R7,14/08/2019,30.838,30.037,10.89,DAKORA (30.08),5.26525,6666,M  C4,10.6,5,
3,4,26.10000,525,MEP,R11,21/08/2019,30.965,30.061,7.90,SPRING HUMMER (30.41),5.1675,2666,Q  C5,13.3,RWH,
2,4,26.20000,525,MEP,R5,28/08/2019,30.579,30.381,2.50,BIG DEAL (30.40),5.15,1123,M  C1,5.4,5,
8,7,26.20000,525,MEA,R10,31/08/2019,31.089,29.65,16.63,REVELATION (29.93),5.176,6888,M  W  C5,39.2,RWF,
1,6,26.30000,515,SAP,R4,08/09/2019,30.08,29.826,0.10,INTER SANTINA (30.09),5.1075,2233,Q  C1,14,5,
5,4,26.20000,500,BEN,R6,13/09/2019,28.359,27.978,5.44,MISS FIREBIRD (27.98),6.57,223,M  C2,17.8,RW,
4,7,26.20000,525,MEP,R9,18/09/2019,30.383,29.793,3.03,BAD APPLE (30.17),5.11,2344,Q  C2,9.3,5,
2,8,26.40000,525,MEP,R9,25/09/2019,30.17,29.979,2.63,ASTON VALETTA (29.99),5.0945,3222,M  C4,17.2,5,
1,4,26.30000,525,MEP,R6,02/10/2019,30.294,29.884,1.40,MANNY ALLEN (30.39),5.1,1111,M  C2  SW,3,5,
4,2,26.30000,525,MEA,R6,05/10/2019,30.437,30.054,2.47,CAPPY MORGAN (30.26),5.1,1222,M  C2,3.1,5,
1,3,26.30000,515,SAN,R5,10/10/2019,29.593,29.59,1.96,DEGANI (29.73),5.02,1111,M,6.3,5,
3,3,26.40000,525,MEA,R6,19/10/2019,30.467,29.884,6.37,DYNA SMOKEY (30.02),5.1,1223,M,8.2,5,
4,8,26.50000,525,MEA,R4,26/10/2019,30.518,29.943,8.21,MEPUNGA MAGGIE (29.94),5.1745,3335,M,6.6,5,
5,5,26.60000,525,MEA,R11,04/11/2019,30.565,29.858,5.43,ROCK AND ROLL (30.19),5.09,1123,Q  C4,13.2,5H,
4,4,26.60000,525,MEA,R11,09/11/2019,30.564,29.736,5.49,IMMEDIATE (30.18),5.07,1234,Q  C1,18.9,5,
2,7,26.80000,525,MEA,R4,16/11/2019,30.35,29.879,2.30,GLORIA BALE (30.19),5.1,1222,M,5,5,
5,4,27.00000,525,MEA,R3,23/11/2019,30.38,29.805,3.81,ZEN PRINCE (30.11),5.12,1356,M,8,5,
2,1,27.20000,520,SLE,R8,29/11/2019,29.912,29.861,0.13,BRUCE'S BACK (29.90),9.42,111,M  C1,2.9,X45,
1,6,27.00000,500,BEN,R6,05/12/2019,28.417,28.417,1.46,MR. WORLDWIDE (28.52),6.594,311,M,1.7,5,
3,8,27.20000,515,SAP,R10,15/12/2019,30.123,29.33,10.06,IT'S NOT FUN (29.42),5.16925,4444,M,5.1,SH,
