Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
6,3,27.50000,520,IPS,R1,10/02/2018,31.65,30.25,10.00,HARA'S FLAME (30.95),5.43,36,36,9.2,SH,
2,5,27.40000,431,IPS,R2,20/02/2018,25.58,24.88,0.10,HAZE PURPLE (25.57),13.79,3,3,2.6,MH,
S,,,431,IPS,R3,27/02/2018,,25.27,-,HAZE PURPLE (25.40),,,,,MF,
1,7,26.60000,520,BGC,R1,30/04/2018,30.91,30.38,0.25,VAGABLONDE (30.93),5.71,21,21,2.8,M,
4,3,26.40000,520,BGC,R1,17/05/2018,30.54,29.97,2.25,CHIEF SNOW (30.38),5.73,44,44,10.9,NNP,
8,2,26.40000,520,BGC,R1,24/05/2018,31.02,29.91,13.00,DOUBLE GEE (30.11),5.69,21,21,6.6,NNP,
2,7,27.70000,440,SLE,R3,08/07/2018,25.45,25.05,0.64,CAVERNANDO (25.41),5.367,221,M  C3,4.6,7,
2,3,27.70000,440,SLE,R9,15/07/2018,25.148,24.463,1.29,LAKEVIEW GRACE (25.06),5.34,112,M,2.5,X67,
3,5,27.80000,440,SLE,R9,22/07/2018,25.298,24.692,2.04,MACALISTER TIGER (25.16),5.404,432,S,3,X67,
1,8,28.00000,440,SLE,R3,29/07/2018,25.277,25.046,0.14,I'M GIGGLING NOW (25.29),5.401,411,M  C1,3,X67H,
2,1,28.40000,440,SLE,R9,05/08/2018,25.096,24.721,1.44,SERGEANT SCHULTZ (25.00),5.29,112,M,2.2,X67F,
2,6,28.40000,440,SLE,R4,11/08/2018,25.325,24.83,3.77,TAXING (25.06),5.265,222,M  C1,4.5,X67,
2,3,28.20000,440,SLE,R9,19/08/2018,25.552,25.1,0.54,AKINA DAISY (25.51),5.39,322,M,2.4,RW,
2,5,28.70000,440,SLE,R10,26/08/2018,25.327,24.966,4.97,STAR RAD (24.98),5.43,433,M,2.2,X67,
2,6,28.50000,440,SLE,R9,02/09/2018,25.433,25.097,4.80,AKINA COSMO (25.10),5.43175,522,M,2.1,X67,
2,2,28.60000,440,SLE,R10,09/09/2018,25.335,24.736,4.99,JOKARE (24.99),5.385,422,M,2.9,X67H,
2,6,28.30000,440,SLE,R4,16/09/2018,25.11,24.741,5.00,JETSON PRINCESS (24.76),5.365,333,M  C1,10.3,X67F,
2,6,28.80000,440,SLE,R4,30/09/2018,25.261,25.002,0.53,CROSS THREADED (25.22),5.38,221,S  C1,2.3,6G,
3,8,28.80000,440,SLE,R9,07/10/2018,25.335,24.78,5.34,HELLO SOOTY (24.96),5.403,722,M  R,2.2,X67,
5,7,28.60000,440,SLE,R4,11/10/2018,25.6,24.95,7.83,GRANDE FRATELLO (25.05),5.3305,434,M  C2  SW,6.2,RW,
2,4,28.80000,440,SLE,R4,14/10/2018,25.149,24.644,5.86,JEBRYNAH (24.74),5.315,222,M  C1,7.8,6G,
1,4,28.20000,440,SLE,R2,21/10/2018,24.96,24.824,9.80,DISCO HIPS (25.65),5.33,111,M,2.2,X67H,
1,3,27.60000,440,SLE,R10,28/10/2018,24.975,24.975,4.31,MIA TESORO (25.28),5.29,111,M  C1  SW,3.4,X67F,
5,6,28.10000,520,SLE,R8,04/11/2018,30.117,29.531,5.63,WILD HUNNY (29.72),9.695,555,M  C1,8.5,5,
3,3,28.00000,520,SLE,R6,11/11/2018,29.893,29.452,6.30,BENNY'S ENTITY (29.45),9.635,333,M  C2,7.7,X45,
2,7,27.70000,520,SLE,R7,18/11/2018,29.906,29.743,1.67,DREAM GEM (29.79),9.489,421,S  C1,9.4,X45,
8,8,27.70000,520,SLE,R8,25/11/2018,30.372,29.165,17.24,APEX WITHIN (29.17),9.6845,888,S  C5,15.2,X45,
7,2,27.50000,520,SLE,R5,02/12/2018,30.511,30.035,6.60,GARRIDO (30.05),9.965,676,M  C4,20.7,X45,
4,6,27.80000,400,WGL,R7,11/12/2018,22.991,22.605,3.57,COSMIC ACT (22.74),8.5575,34,M  C4,27.3,X45,
S,,,440,SLE,R10,15/12/2018,,24.57,-,IT'S A THRILL (25.34),,,,0,RWH,
7,2,28.30000,440,SLE,R6,08/01/2019,25.755,24.867,12.69,NAVAJO BEAR (24.87),5.41925,666,S  C7,5.2,X34,
