Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
4,3,28.00000,515,SAP,R3,07/07/2019,30.42,29.801,7.71,MEPUNGA PEGASUS (29.88),5.42175,8665,M  C13,9.5,MH,
2,3,27.80000,515,SAP,R2,14/07/2019,30.232,29.404,2.21,OPTIMUS DUSTY (30.08),5.2825,4433,M  C1,4.3,M,
1,5,27.90000,515,SAP,R1,28/07/2019,30.783,29.396,1.30,ZIPPING SHERMAN (30.87),5.3575,6443,S  C5,2.5,M,
3,8,27.50000,525,MEA,R2,21/09/2019,30.766,30.069,4.30,INVICTUS ROY (30.47),5.317,6776,S  W  C6,15.6,X67,
4=,2,27.90000,525,MEA,R1,28/09/2019,30.655,29.646,4.96,DEWANA MILKSHAKE (30.31),5.2975,5666,M  C9,9.4,X67,
5,4,28.10000,600,MEP,R4,02/10/2019,35.244,34.677,8.10,DEWANA CLASSIC (34.68),9.34175,5445,M  C1  SW,4.5,N7,
3,6,27.80000,485,HOR,R4,08/10/2019,27.548,27.129,1.27,TIGGERLONG TONK (27.46),6.82,333,M,5.3,RW,
4,2,27.90000,450,SHP,R2,12/10/2019,26.083,25.284,4.13,STELLAR RISING (25.79),6.8585,566,M  C1,1.7,7,
R,,,660,BEN,R4,18/10/2019,,38.058,-,YELLER BALE (38.06),,,,0,RW,
2,1,27.90000,545,BAL,R4,19/10/2019,31.621,31.496,1.79,SCUFFY (31.50),6.85,1123,Q  C1,1.3,RW,
2,4,28.10000,600,MEP,R4,23/10/2019,34.706,34.4,4.37,VAN NINDI (34.40),9.2595,5433,M  C6,26.8,N7,
1,1,27.70000,595,SAP,R9,27/10/2019,34.626,34.626,1.71,DOUBLE SUPREME (34.75),9.31,1111,M,2,X67,
5,4,27.50000,650,WBL,R5,07/11/2019,38.04,37.59,6.43,VAN NINDI (37.59),17.5775,344,M  C1,19.5,RW,
6,3,28.00000,600,MEP,R7,13/11/2019,35.477,34.529,13.54,WEBLEC EAGLE (34.53),9.6625,6666,M  C5,23.4,RWH,
6,6,28.00000,525,MEP,R5,20/11/2019,31.133,29.906,14.11,RUN BABA RUN (30.15),5.457,8666,M  C12,12,X67H,
3,2,28.10000,725,MEP,R4,27/11/2019,43.211,43.013,2.83,BANGA (43.01),5.152,4333,M,30.2,RW,
4,4,28.10000,650,SHP,R7,06/12/2019,38.247,37.866,5.44,BLACK CANVAS (37.87),17.73,4454,M  C1,6.4,RW,
5,4,28.30000,485,HOR,R5,10/12/2019,27.706,27.308,2.56,MAJOR MINTER (27.53),6.71425,555,M  C4,7.8,RW,
4,3,28.30000,515,SAP,R2,15/12/2019,30.554,29.33,7.89,ZIPPING WADE (30.00),5.375,6444,M  C6,2.8,X67,
