Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
F,6,35.50000,440,SLE,R3,22/09/2019,,24.78,-,SPINNER HOOK (25.48),5.6495,8,S  C4  V0,10,M,
3,8,35.20000,440,SLE,R1,29/09/2019,25.537,24.881,1.93,MADALIA KEN (25.40),5.7625,753,S,4.2,M,
2,4,35.10000,440,SLE,R1,04/10/2019,25.57,24.954,0.06,INUKA (25.57),5.575,633,S  W,4.8,MH,
4,7,35.20000,440,SLE,R4,13/10/2019,25.978,24.828,9.91,FLINDERS (25.28),5.541,766,S  C4,20.2,MF,
4,4,34.80000,460,WGL,R3,22/10/2019,26.611,25.694,9.64,AEROPLANE ERIC (25.94),6.87975,778,S  C4,15.1,MH,
3,1,34.80000,460,WGL,R3,29/10/2019,26.329,25.677,9.03,AEROPLANE ERIC (25.70),6.6575,435,S  W,46.6,MF,
2,8,34.80000,440,SLE,R9,03/11/2019,25.389,24.828,1.69,SKITTLE (25.27),5.467,632,M,3.8,MH,
6,6,34.60000,440,SLE,R3,10/11/2019,25.774,24.899,5.57,QUICK PAWS (25.38),5.4615,878,S  W  C4,27,MF,
2,7,34.20000,400,WGL,R3,19/11/2019,22.834,22.533,3.27,MISS DINA (22.61),8.3925,34,M,14.1,MH,
3,6,34.70000,400,WGL,R3,26/11/2019,22.908,22.494,5.91,MICK'S MULTI (22.49),8.5445,44,M  C1,24.7,MF,
1,7,35.40000,440,SLE,R2,01/12/2019,25.105,24.916,11.20,MADALIA DAISY (25.89),5.549,511,M  SW,1.8,M,
7,1,35.20000,440,SLE,R3,08/12/2019,25.757,24.841,9.46,LOCKWOOD LAD (25.10),5.5815,788,M  W  C8,3.7,7,
3,6,35.20000,440,SLE,R10,15/12/2019,25.204,24.67,3.29,OKAWA EYE CANDY (24.97),5.4675,423,S,7.2,X67H,
