Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
6,4,28.70000,440,SLE,R1,12/07/2019,26.095,25.004,10.69,OKAWA EYE CANDY (25.35),5.4795,566,M  C4,26.8,MH,
S,,,350,HVL,R1,29/07/2019,,19.373,-,SENSE (20.17),,,,0,MH,
3,8,29.20000,311,CRN,R4,18/09/2019,18.424,17.734,1.67,ESPECIAL ELISE (18.31),10.077,23,M  C8,14.3,MH,
4,8,29.20000,400,WGL,R3,24/09/2019,23.473,22.733,10.57,SHANLYN ROB (22.73),8.627,56,M  W  C5,6.2,MH,
R,,,390,BAL,R1,09/10/2019,,21.838,-,ASTON NINO (22.43),,,,0,MH,
1,1,29.60000,400,WGL,R2,18/10/2019,23.087,22.952,0.73,KIRSTY KOI (23.14),8.5785,43,M  W  C4  SW,4.3,T3-M,
4,4,29.50000,400,WGL,R4,25/10/2019,24.047,22.563,16.21,AS ONLY IS (22.91),8.965,74,S  C11  SW,5.5,RW,
5,8,29.20000,460,WGL,R5,01/11/2019,27.078,25.757,18.87,ASTON ONYX (25.76),6.766,785,M  C4,22.2,X67H,
3,1,28.90000,350,HVL,R4,24/11/2019,19.831,19.076,10.79,SUPERIOR POWER (19.08),6.69,4,M,31.9,X67H,
4,4,29.20000,350,HVL,R1,01/12/2019,19.835,19.21,8.46,SUPER BIG (19.24),6.8075,8,M  C2,32,X67,
3,6,29.40000,400,WGL,R4,05/12/2019,23.418,22.888,7.57,ROCK ME XANTHE (22.89),8.7395,78,S  W  C1,4.4,T3-7,
R,,,400,WGL,R9,10/12/2019,,22.256,-,SKITTLE (22.94),,,,0,X67H,
4,2,29.10000,400,WGL,R3,12/12/2019,23.376,22.877,6.09,BANJO PLATO (22.95),8.6945,66,M  C1,3.5,T3-RW,
5,5,29.00000,440,SLE,R10,15/12/2019,25.454,24.67,6.86,OKAWA EYE CANDY (24.97),5.527,776,S  C4,38.9,X67H,
