Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
4,3,33.70000,440,SLE,R2,31/12/2018,25.709,25.018,5.53,AIRLY WITH GRACE (25.32),5.557,544,M,7.1,M,
3,2,33.40000,440,SLE,R1,08/01/2019,25.891,24.867,7.60,REFRESH (25.36),5.3625,223,M  C2,12.6,M,
S,,,440,SLE,R1,13/01/2019,,24.891,-,ZIPPING SADIE (25.39),,,,0,M,
4,4,33.20000,400,WGL,R2,29/01/2019,23.325,22.357,8.67,ALLY OOP KEATS (22.72),8.655,55,S  W,4.2,MH,
1,7,33.20000,400,WGL,R3,05/02/2019,23.107,22.472,3.04,ALLY OOP KEATS (23.32),8.58,11,M  C1  SW,15.3,MF,
3,2,33.50000,440,SLE,R3,10/02/2019,25.376,24.608,6.04,VELOCITY DORY (24.95),5.604,543,M  C4,7.3,7,
2,6,33.60000,440,SLE,R2,17/02/2019,25.181,24.584,1.53,TROPHY TROPHY (25.07),5.4725,422,S,10,X67,
8,3,33.60000,440,SLE,R9,22/02/2019,25.645,24.718,6.70,BIG BELLA (25.18),5.8725,877,M,5.2,X67,
S,,,440,SLE,R10,01/03/2019,,24.846,-,WHODAT DARE (25.06),,,,0,RW,
6,2,33.60000,440,SLE,R1,03/03/2019,25.635,24.716,8.71,FROST US (25.03),5.762,866,S  W  C4,17.4,7,
4,7,33.00000,400,WGL,R3,12/03/2019,22.963,22.664,3.36,WAR CREEK (22.73),8.5175,44,S,5.6,X67H,
4,6,33.30000,400,WGL,R9,21/03/2019,22.931,22.688,2.94,SPACE ALERT (22.73),8.596,54,M  W,10.5,7APM,
2,7,33.60000,400,WGL,R1,02/04/2019,22.955,22.227,0.19,ANNABELLE LEE (22.94),8.5425,34,S,18.1,X67,
5,7,33.30000,400,WGL,R2,05/04/2019,23.151,22.653,2.83,SECRET SERVICE (22.95),8.6295,76,S  W,4.1,7,
1,3,33.70000,400,WGL,R1,09/04/2019,23.074,22.667,0.49,DOUBLE DIVA (23.11),8.4775,22,M  C1,4.6,7,
3,8,33.70000,400,WGL,R3,16/04/2019,22.912,22.46,3.14,AYIA SOPHIA (22.69),8.59,54,S  W  SW,4,X67,
7,4,33.70000,460,WGL,R7,23/04/2019,26.588,25.912,9.66,INTER PHILLIP (25.91),6.9375,867,S  W,16.2,RW,
4,4,33.00000,400,WGL,R3,07/05/2019,23.301,22.555,5.43,SHAUN JOHN (22.92),8.715,45,S  W  C4,10.7,X67H,
2,6,33.60000,440,SLE,R3,11/05/2019,25.197,25.018,2.56,ASTON ASAHI (25.02),5.5775,633,S,9.3,X67,
3,4,33.40000,440,SLE,R3,17/05/2019,25.554,25.342,1.03,GREASE LIGHTNING (25.48),5.485,323,M  C1,7.4,X67,
2,6,33.60000,440,SLE,R3,26/05/2019,25.104,24.769,1.56,NEO BALE (25.00),5.554,722,S,5.3,X67H,
1,7,33.10000,440,SLE,R4,02/06/2019,24.894,24.894,3.87,QUILLAN BALE (25.17),5.35,311,M  SW,16.5,X67F,
5,3,32.90000,400,WGL,R10,07/06/2019,23.345,22.782,6.74,GALLOPING ROKYTO (22.87),8.9785,66,M  C4,4.3,X45,
1,8,33.00000,460,WGL,R7,11/06/2019,26.217,25.914,1.01,ANNABELLE LEE (26.29),6.6725,321,M  SW,4.1,5H,
7,5,33.00000,460,WGL,R6,18/06/2019,26.632,26.053,6.16,PURE WHITE EVIL (26.20),6.71125,654,S  W  C5,27.9,5F,
3,1,33.20000,440,SLE,R12,23/06/2019,25.496,24.911,7.47,VELOCITY DORY (24.97),5.409,565,S  W,7.4,RWH,
1,8,33.00000,440,SLE,R10,30/06/2019,25.223,24.813,0.14,PAISLEY (25.23),5.624,743,S  SW,5.3,5H,
8,5,32.90000,440,SLE,R9,07/07/2019,25.407,24.902,7.21,ASHWOOD (24.90),5.4625,678,S  C1,32.6,5F,
1,7,33.20000,440,SLE,R6,12/07/2019,25.204,25.004,0.40,ASHWOOD (25.23),5.5215,511,S  W,21,FFA,
7,2,33.10000,400,WGL,R11,16/07/2019,23.213,22.686,5.37,WEARS WOODLEIGH (22.84),8.615,77,M  W  C4,17.7,X45,
7,4,33.40000,440,SLE,R10,21/07/2019,25.934,24.758,6.37,HOW HIGH JAZZ (25.49),5.5615,777,M  W  C2,10.8,RWH,
2,3,33.30000,440,SLE,R8,26/07/2019,25.416,25.14,0.31,SPOTTED PANTHER (25.39),5.611,644,M  W  C1,8.3,X34,
5,1,33.20000,520,SLE,R8,04/08/2019,30.293,29.533,10.86,WAR CREEK (29.53),10.737,655,M  C7,5.9,5H,
R,,,515,SAN,R4,09/08/2019,,29.515,-,WAR CREEK (30.04),,,,0,5F,
1,4,33.20000,440,SLE,R8,09/08/2019,25.66,25.123,0.01,BIG BELLA (25.66),5.454,433,M  W  SW,8.7,X34,
3,2,33.00000,400,WGL,R7,13/08/2019,23.179,22.662,7.39,DUCE ROYAL (22.66),8.705,44,M  C1,27.3,X45,
8,6,33.20000,460,WGL,R6,20/08/2019,26.645,25.859,8.54,WEARS WOODLEIGH (26.05),6.758,657,M  W  C2,25.1,X34,
6,8,33.10000,400,WGL,R10,27/08/2019,22.891,22.558,3.59,JACK WHELAN (22.64),8.437,44,M  W,6.4,5,
3,1,33.10000,520,SLE,R7,01/09/2019,30.3725,30.173,1.75,MUZA'S ANGEL (30.25),9.97,333,M  C4,4.1,5H,
6,5,33.40000,520,SLE,R6,08/09/2019,31.027,29.698,18.99,FLYING MOSS (29.70),10.2345,866,M  C7,9.1,5F,
6,8,33.10000,400,WGL,R10,15/09/2019,22.858,22.405,4.30,PERCY'S CURSE (22.56),8.4125,56,M  C4,13.2,5H,
6,2,33.30000,400,WGL,R10,25/10/2019,23.286,22.563,7.14,RUSTY MODEL (22.79),8.735,66,M  W  C8,7.8,5H,
S,,,400,WGL,R11,01/11/2019,,22.119,-,PETER GALO (22.12),,,,0,X45,
5,4,33.50000,440,SLE,R8,03/11/2019,25.301,24.828,3.30,RUNNIN' ROYALTY (25.07),5.485,744,M  W  C1,23.3,FFA,
5,8,33.50000,440,SLE,R7,10/11/2019,25.396,24.899,6.81,MEPUNGA BONNIE (24.92),5.475,633,S,12,FFA,
3,1,33.60000,440,SLE,R8,17/11/2019,25.248,24.857,5.59,MEPUNGA BONNIE (24.86),5.435,344,M  C4,16.3,FFA,
4,6,33.40000,440,SLE,R8,24/11/2019,25.252,24.798,6.49,DEGANI (24.80),5.489,744,M  C4,31.1,FFA,
8,3,33.00000,440,SLE,R8,01/12/2019,25.929,24.916,14.47,CEE JAY'S BOY (24.92),5.437,488,M  W  C4,46.5,FFA,
7,2,33.10000,440,SLE,R8,08/12/2019,25.631,24.841,8.23,FROST US (25.06),5.4125,577,M  C5,23.3,FFA,
8,6,33.40000,440,SLE,R7,15/12/2019,25.483,24.67,8.27,MACY LEE (24.90),5.6665,888,M  C5,29,FFA,
