Pl,Box,Wght,Dist,Trk,Race,Date,Time,BON,Mgin,1st/2nd(Time),Split1,PIR,Comment,S/P,Grade,Hcap
3,7,29.00000,515,SAP,R2,12/05/2019,30.095,29.598,7.10,IT'S A RIOT (29.60),5.245,4443,M,24.7,MH,
3,3,28.80000,515,SAP,R3,19/05/2019,30.109,29.53,3.43,IT'S A RIOT (29.87),5.334,8333,M  C4,42.7,MSF,
8,5,29.00000,515,SAN,R2,24/05/2019,30.765,29.264,18.06,MEPUNGA DANIEL (29.50),5.35125,6888,M  C13  V0,46.6,MF,
3,6,29.00000,450,BAL,R1,29/05/2019,25.945,25.164,5.61,FLYING BAZZA (25.55),6.9715,763,M  C5,12.8,MH,
3,4,28.90000,450,BAL,R2,05/06/2019,26.074,25.305,5.56,SCRAPING PAINT (25.69),6.83125,675,M  C4,3.2,M,
5,6,28.80000,450,BAL,R2,10/06/2019,26.345,25.61,6.47,APACHE CHAZ (25.89),6.91,235,M,1.6,MAPM,
1,5,29.20000,450,BAL,R2,19/06/2019,25.653,25.496,2.60,WINLOCK THOR (25.84),6.71,111,M  SW,3.8,M,
7,7,29.10000,515,SAN,R1,27/06/2019,30.456,29.487,13.23,SONGS AN STORIES (29.53),5.25,2566,M  C3,7.7,7,
2,2,29.40000,460,GEL,R2,19/07/2019,26.207,25.533,3.37,ARLINGTON (25.97),6.8025,333,M,2.4,RW,
7,5,29.90000,460,GEL,R5,26/07/2019,26.503,25.519,9.56,FLO LAVA (25.83),6.951,687,M,21.3,X67,
3,5,29.70000,525,MEP,R3,31/07/2019,30.652,29.999,7.23,WEBLEC EAGLE (30.15),5.31,5433,M  C4,20.6,X67H,
5,2,29.80000,525,MEA,R2,08/08/2019,30.842,29.997,10.16,REVELATION (30.13),5.1875,3555,M  C5,45.3,X67F,
5,7,30.00000,515,SAN,R1,15/08/2019,30.315,29.255,9.04,AVALANCHE (29.68),5.19425,4555,M  C8,70.7,7,
4,1,29.60000,515,SAN,R1,22/08/2019,30.003,29.282,3.43,PHILADELPHIA PIP (29.76),5.1995,4443,M,9.9,7,
2,3,29.50000,515,SAN,R2,29/08/2019,29.97,29.279,3.67,MISS BELLAWOOD (29.71),5.31675,4222,M  C2,11.3,RW,
8,4,29.80000,515,SAN,R2,05/09/2019,31.577,29.357,24.54,IYLEE BALE (29.86),5.2145,6547,M  C2  V0,8.6,X67,
3,1,29.80000,460,GEL,R4,13/09/2019,26.435,25.821,2.30,MARTELL (26.27),6.68,111,Q,5.6,X67,
R,,,450,BAL,R4,30/10/2019,,25.218,-,CATCH JACKSON (25.48),,,,0,X67,
1,2,29.70000,450,WBL,R5,31/10/2019,25.428,25.287,4.11,MY MATE DIDGIE (25.72),6.7845,321,M  C4,4.5,X67,
3,8,29.40000,515,SAN,R3,07/11/2019,30.167,29.785,4.70,ZEN PRINCE (29.84),5.245,5333,M,6.6,6G,
4,3,29.50000,525,MEA,R9,16/11/2019,30.779,29.879,5.27,FAB'S EXCISE (30.41),5.2785,6454,M  C2,5.2,6G,
7,6,29.60000,525,MEP,R10,27/11/2019,30.956,29.804,14.34,IT'S NOT FUN (29.95),5.28,4777,M  C4,8.5,RWH,
S,,,525,MEA,R1,30/11/2019,,29.786,-,ASTON CADE (30.25),,,,0,6G,
S,,,515,SAP,R12,15/12/2019,,29.33,-,OAKVALE BEAUTY (29.33),,,,0,SH,
